Fecha,Sistema operativo,Vistas
8 nov 2023,Android,59
8 nov 2023,iOS,6
8 nov 2023,Macintosh,1
8 nov 2023,Linux,0
9 nov 2023,Android,192
9 nov 2023,Windows,125
9 nov 2023,Linux,12
9 nov 2023,iOS,2
10 nov 2023,Windows,73
10 nov 2023,Android,36
10 nov 2023,Linux,5
10 nov 2023,iOS,3
10 nov 2023,Macintosh,1
11 nov 2023,Windows,37
11 nov 2023,Android,34
11 nov 2023,Linux,5
11 nov 2023,iOS,2
12 nov 2023,Android,61
12 nov 2023,Windows,19
12 nov 2023,Linux,8
12 nov 2023,iOS,3
12 nov 2023,Macintosh,1
13 nov 2023,Windows,94
13 nov 2023,Android,30
13 nov 2023,Macintosh,5
13 nov 2023,Linux,0
14 nov 2023,Android,34
14 nov 2023,Windows,134
14 nov 2023,Linux,1
14 nov 2023,Macintosh,1
14 nov 2023,iOS,1
15 nov 2023,Windows,76
15 nov 2023,Android,41
15 nov 2023,Linux,7
15 nov 2023,Macintosh,5
15 nov 2023,iOS,1
16 nov 2023,Windows,53
16 nov 2023,Android,42
16 nov 2023,iOS,4
16 nov 2023,Macintosh,1
16 nov 2023,Linux,0
17 nov 2023,Windows,96
17 nov 2023,Android,26
17 nov 2023,Linux,0
18 nov 2023,Windows,61
18 nov 2023,Android,11
18 nov 2023,iOS,4
18 nov 2023,Linux,2
18 nov 2023,Macintosh,1
19 nov 2023,Windows,70
19 nov 2023,Android,18
19 nov 2023,Macintosh,2
20 nov 2023,Windows,96
20 nov 2023,Android,41
20 nov 2023,Linux,2
20 nov 2023,Macintosh,1
21 nov 2023,Chrome OS,1
21 nov 2023,Android,45
21 nov 2023,Macintosh,4
21 nov 2023,iOS,4
21 nov 2023,Linux,3
21 nov 2023,Windows,114
22 nov 2023,Windows,118
22 nov 2023,Android,32
22 nov 2023,Linux,4
22 nov 2023,iOS,3
22 nov 2023,Macintosh,1
23 nov 2023,Android,87
23 nov 2023,Windows,58
23 nov 2023,Macintosh,23
23 nov 2023,Chrome OS,3
23 nov 2023,Linux,2
23 nov 2023,iOS,1
24 nov 2023,iOS,3
24 nov 2023,Windows,53
24 nov 2023,Linux,26
24 nov 2023,Android,61
25 nov 2023,Windows,34
25 nov 2023,Android,24
25 nov 2023,iOS,3
25 nov 2023,Macintosh,1
26 nov 2023,Windows,60
26 nov 2023,Android,25
26 nov 2023,Linux,4
26 nov 2023,iOS,2
26 nov 2023,Macintosh,1
27 nov 2023,Windows,69
27 nov 2023,Android,27
27 nov 2023,Linux,4
27 nov 2023,iOS,3
28 nov 2023,Windows,105
28 nov 2023,Android,80
28 nov 2023,Linux,3
28 nov 2023,iOS,3
28 nov 2023,Macintosh,1
29 nov 2023,iOS,2
29 nov 2023,Android,48
29 nov 2023,Linux,3
29 nov 2023,Windows,113
30 nov 2023,Windows,61
30 nov 2023,Android,37
30 nov 2023,iOS,7
30 nov 2023,Linux,1
30 nov 2023,Macintosh,1
1 dic 2023,Android,30
1 dic 2023,Windows,19
1 dic 2023,iOS,2
2 dic 2023,Android,24
2 dic 2023,Windows,13
2 dic 2023,iOS,5
2 dic 2023,Macintosh,4
3 dic 2023,Windows,15
3 dic 2023,Android,16
3 dic 2023,Macintosh,1
3 dic 2023,iOS,1
4 dic 2023,Android,34
4 dic 2023,Windows,27
4 dic 2023,Macintosh,4
4 dic 2023,Linux,3
5 dic 2023,Windows,112
5 dic 2023,Android,55
5 dic 2023,iOS,4
5 dic 2023,Linux,3
5 dic 2023,Macintosh,1
6 dic 2023,Windows,83
6 dic 2023,Android,44
6 dic 2023,Macintosh,2
6 dic 2023,iOS,2
6 dic 2023,Linux,1
7 dic 2023,Macintosh,1
7 dic 2023,Linux,40
7 dic 2023,Windows,20
7 dic 2023,iOS,2
7 dic 2023,Android,75
8 dic 2023,Windows,42
8 dic 2023,Android,19
8 dic 2023,iOS,1
8 dic 2023,Linux,0
9 dic 2023,Android,27
9 dic 2023,Windows,15
9 dic 2023,iOS,2
9 dic 2023,Macintosh,1
9 dic 2023,Linux,0
10 dic 2023,Windows,21
10 dic 2023,Linux,8
10 dic 2023,Android,7
10 dic 2023,Macintosh,1
10 dic 2023,iOS,1
11 dic 2023,Linux,7
11 dic 2023,Windows,111
11 dic 2023,Android,144
11 dic 2023,iOS,5
11 dic 2023,Macintosh,3
12 dic 2023,Windows,87
12 dic 2023,Android,37
12 dic 2023,iOS,3
12 dic 2023,Linux,1
12 dic 2023,Macintosh,0
13 dic 2023,Windows,52
13 dic 2023,Android,23
13 dic 2023,Linux,7
13 dic 2023,iOS,4
14 dic 2023,Windows,35
14 dic 2023,Android,20
14 dic 2023,Linux,6
14 dic 2023,Chrome OS,5
15 dic 2023,Windows,94
15 dic 2023,Android,31
15 dic 2023,Linux,7
15 dic 2023,iOS,3
16 dic 2023,Macintosh,1
16 dic 2023,Windows,9
16 dic 2023,Android,9
16 dic 2023,Linux,0
17 dic 2023,Windows,39
17 dic 2023,Android,14
17 dic 2023,Macintosh,4
17 dic 2023,Linux,0
18 dic 2023,Windows,222
18 dic 2023,Android,16
18 dic 2023,Linux,3
18 dic 2023,iOS,2
18 dic 2023,Macintosh,1
19 dic 2023,Windows,498
19 dic 2023,Android,13
19 dic 2023,Linux,1
19 dic 2023,iOS,1
20 dic 2023,Windows,547
20 dic 2023,Linux,19
20 dic 2023,Android,18
20 dic 2023,Macintosh,4
21 dic 2023,Windows,184
21 dic 2023,Android,35
21 dic 2023,Linux,12
21 dic 2023,Macintosh,2
21 dic 2023,iOS,2
22 dic 2023,Windows,278
22 dic 2023,Android,32
22 dic 2023,iOS,1
22 dic 2023,Linux,0
23 dic 2023,Android,22
23 dic 2023,Windows,14
23 dic 2023,Macintosh,2
23 dic 2023,iOS,2
23 dic 2023,Linux,0
24 dic 2023,Android,10
24 dic 2023,Windows,10
24 dic 2023,Macintosh,1
25 dic 2023,Android,17
25 dic 2023,Windows,4
25 dic 2023,iOS,1
25 dic 2023,Linux,0
26 dic 2023,Android,38
26 dic 2023,Windows,17
26 dic 2023,iOS,5
26 dic 2023,Macintosh,1
27 dic 2023,Windows,25
27 dic 2023,Android,17
27 dic 2023,iOS,2
28 dic 2023,Windows,33
28 dic 2023,Android,15
28 dic 2023,Macintosh,2
29 dic 2023,Android,17
29 dic 2023,Windows,13
29 dic 2023,iOS,4
29 dic 2023,Linux,0
30 dic 2023,Android,28
30 dic 2023,Windows,5
30 dic 2023,iOS,3
30 dic 2023,Macintosh,1
31 dic 2023,Android,33
31 dic 2023,iOS,5
1 ene 2024,Windows,20
1 ene 2024,Android,8
1 ene 2024,iOS,2
1 ene 2024,Macintosh,1
2 ene 2024,Windows,48
2 ene 2024,Android,22
2 ene 2024,Macintosh,2
2 ene 2024,Linux,1
3 ene 2024,Android,43
3 ene 2024,Windows,18
3 ene 2024,iOS,2
3 ene 2024,Linux,1
4 ene 2024,Windows,32
4 ene 2024,Android,12
4 ene 2024,iOS,3
4 ene 2024,Macintosh,1
5 ene 2024,Android,16
5 ene 2024,Windows,9
5 ene 2024,Macintosh,3
5 ene 2024,iOS,2
6 ene 2024,Android,14
6 ene 2024,Windows,13
7 ene 2024,Windows,8
7 ene 2024,Android,7
7 ene 2024,iOS,2
7 ene 2024,Macintosh,1
8 ene 2024,Windows,45
8 ene 2024,Android,34
8 ene 2024,Macintosh,20
8 ene 2024,Linux,12
9 ene 2024,Android,40
9 ene 2024,Windows,18
9 ene 2024,Linux,3
9 ene 2024,Macintosh,0
10 ene 2024,Windows,79
10 ene 2024,Android,22
10 ene 2024,Macintosh,1
11 ene 2024,Windows,53
11 ene 2024,Android,8
11 ene 2024,iOS,2
12 ene 2024,Windows,34
12 ene 2024,Android,20
12 ene 2024,Macintosh,10
12 ene 2024,iOS,1
13 ene 2024,Android,53
13 ene 2024,Windows,10
13 ene 2024,iOS,1
14 ene 2024,Android,5
14 ene 2024,Linux,1
14 ene 2024,Macintosh,1
14 ene 2024,Windows,1
15 ene 2024,Macintosh,36
15 ene 2024,Android,20
15 ene 2024,Windows,5
16 ene 2024,Windows,17
16 ene 2024,Android,9
16 ene 2024,Macintosh,9
16 ene 2024,Linux,5
17 ene 2024,Android,16
17 ene 2024,Windows,15
17 ene 2024,Macintosh,1
18 ene 2024,Windows,51
18 ene 2024,Android,15
18 ene 2024,Macintosh,7
19 ene 2024,Windows,65
19 ene 2024,Android,13
19 ene 2024,Macintosh,2
19 ene 2024,Linux,1
19 ene 2024,iOS,1
20 ene 2024,Android,16
20 ene 2024,Windows,2
20 ene 2024,iOS,1
21 ene 2024,Windows,36
21 ene 2024,Android,10
21 ene 2024,iOS,2
22 ene 2024,Windows,126
22 ene 2024,Android,12
22 ene 2024,iOS,2
23 ene 2024,Windows,41
23 ene 2024,Android,14
24 ene 2024,Windows,40
24 ene 2024,Android,8
24 ene 2024,Macintosh,2
24 ene 2024,iOS,2
24 ene 2024,Linux,1
