Fecha,Grupo de canales predeterminado de la sesión,Vistas
8 nov 2023,Organic Video,1
8 nov 2023,Unassigned,0
9 nov 2023,Organic Search,203
9 nov 2023,Direct,118
9 nov 2023,Organic Social,5
9 nov 2023,Referral,3
9 nov 2023,Organic Video,2
9 nov 2023,Unassigned,0
10 nov 2023,Organic Search,88
10 nov 2023,Direct,30
11 nov 2023,Organic Search,47
11 nov 2023,Direct,16
11 nov 2023,Organic Social,15
12 nov 2023,Organic Search,65
12 nov 2023,Direct,18
12 nov 2023,Organic Video,6
12 nov 2023,Organic Social,2
12 nov 2023,Referral,1
13 nov 2023,Organic Search,77
13 nov 2023,Direct,39
13 nov 2023,Organic Social,12
13 nov 2023,Organic Video,1
13 nov 2023,Unassigned,0
14 nov 2023,Direct,94
14 nov 2023,Organic Search,70
14 nov 2023,Organic Social,6
14 nov 2023,Referral,1
14 nov 2023,Unassigned,0
15 nov 2023,Organic Search,85
15 nov 2023,Direct,39
15 nov 2023,Organic Social,5
15 nov 2023,Organic Video,1
15 nov 2023,Unassigned,0
16 nov 2023,Organic Search,60
16 nov 2023,Direct,25
16 nov 2023,Organic Social,15
16 nov 2023,Unassigned,0
17 nov 2023,Organic Search,90
17 nov 2023,Direct,22
17 nov 2023,Organic Social,9
17 nov 2023,Referral,1
17 nov 2023,Unassigned,0
18 nov 2023,Organic Search,55
18 nov 2023,Direct,15
18 nov 2023,Organic Social,5
18 nov 2023,Referral,4
18 nov 2023,Unassigned,0
19 nov 2023,Organic Search,78
19 nov 2023,Direct,11
19 nov 2023,Organic Social,1
20 nov 2023,Organic Search,113
20 nov 2023,Direct,24
20 nov 2023,Organic Social,3
20 nov 2023,Unassigned,0
21 nov 2023,Organic Search,109
21 nov 2023,Organic Social,33
21 nov 2023,Direct,27
21 nov 2023,Organic Video,1
21 nov 2023,Referral,1
22 nov 2023,Organic Search,89
22 nov 2023,Direct,39
22 nov 2023,Organic Social,28
22 nov 2023,Organic Video,1
22 nov 2023,Referral,1
22 nov 2023,Unassigned,0
23 nov 2023,Organic Search,122
23 nov 2023,Referral,27
23 nov 2023,Direct,24
23 nov 2023,Organic Social,1
23 nov 2023,Unassigned,0
24 nov 2023,Organic Search,71
24 nov 2023,Organic Social,43
24 nov 2023,Direct,29
24 nov 2023,Unassigned,0
25 nov 2023,Organic Search,45
25 nov 2023,Direct,12
25 nov 2023,Organic Social,5
26 nov 2023,Organic Search,57
26 nov 2023,Direct,29
26 nov 2023,Organic Social,4
26 nov 2023,Referral,2
26 nov 2023,Unassigned,0
27 nov 2023,Organic Search,64
27 nov 2023,Direct,30
27 nov 2023,Organic Social,8
27 nov 2023,Organic Video,1
28 nov 2023,Organic Search,126
28 nov 2023,Direct,54
28 nov 2023,Organic Social,11
28 nov 2023,Organic Video,1
28 nov 2023,Unassigned,0
29 nov 2023,Organic Search,110
29 nov 2023,Organic Social,29
29 nov 2023,Direct,26
29 nov 2023,Referral,1
29 nov 2023,Unassigned,0
30 nov 2023,Organic Social,38
30 nov 2023,Organic Search,36
30 nov 2023,Direct,33
30 nov 2023,Unassigned,0
1 dic 2023,Organic Search,37
1 dic 2023,Organic Social,10
1 dic 2023,Direct,3
1 dic 2023,Referral,1
2 dic 2023,Organic Search,30
2 dic 2023,Direct,13
2 dic 2023,Organic Social,3
3 dic 2023,Organic Search,23
3 dic 2023,Direct,4
3 dic 2023,Organic Social,3
3 dic 2023,Referral,3
4 dic 2023,Organic Search,58
4 dic 2023,Direct,7
4 dic 2023,Organic Social,2
4 dic 2023,Referral,1
5 dic 2023,Direct,113
5 dic 2023,Organic Search,45
5 dic 2023,Organic Social,11
5 dic 2023,Referral,6
5 dic 2023,Unassigned,0
6 dic 2023,Organic Search,86
6 dic 2023,Direct,38
6 dic 2023,Organic Social,7
6 dic 2023,Referral,1
6 dic 2023,Unassigned,0
7 dic 2023,Organic Search,84
7 dic 2023,Direct,44
7 dic 2023,Organic Social,7
7 dic 2023,Organic Video,1
7 dic 2023,Referral,1
7 dic 2023,Unassigned,1
8 dic 2023,Organic Search,41
8 dic 2023,Organic Social,12
8 dic 2023,Direct,9
8 dic 2023,Unassigned,0
9 dic 2023,Organic Search,31
9 dic 2023,Direct,12
9 dic 2023,Organic Social,2
9 dic 2023,Unassigned,0
10 dic 2023,Organic Search,32
10 dic 2023,Direct,5
10 dic 2023,Organic Social,1
11 dic 2023,Organic Search,133
11 dic 2023,Direct,92
11 dic 2023,Organic Social,43
11 dic 2023,Organic Video,2
11 dic 2023,Unassigned,0
12 dic 2023,Organic Search,74
12 dic 2023,Direct,48
12 dic 2023,Organic Social,4
12 dic 2023,Organic Video,1
12 dic 2023,Referral,1
12 dic 2023,Unassigned,0
13 dic 2023,Organic Search,40
13 dic 2023,Direct,31
13 dic 2023,Organic Social,15
13 dic 2023,Unassigned,0
14 dic 2023,Organic Search,39
14 dic 2023,Direct,18
14 dic 2023,Referral,5
14 dic 2023,Organic Social,4
14 dic 2023,Unassigned,0
15 dic 2023,Organic Search,98
15 dic 2023,Direct,33
15 dic 2023,Organic Social,4
15 dic 2023,Unassigned,0
16 dic 2023,Organic Search,14
16 dic 2023,Direct,5
16 dic 2023,Unassigned,0
17 dic 2023,Direct,29
17 dic 2023,Organic Search,26
17 dic 2023,Organic Social,2
17 dic 2023,Unassigned,0
18 dic 2023,Direct,206
18 dic 2023,Organic Search,38
18 dic 2023,Unassigned,0
19 dic 2023,Direct,482
19 dic 2023,Organic Search,28
19 dic 2023,Unassigned,2
19 dic 2023,Organic Social,1
20 dic 2023,Direct,533
20 dic 2023,Organic Search,45
20 dic 2023,Organic Social,10
20 dic 2023,Unassigned,0
21 dic 2023,Organic Search,185
21 dic 2023,Direct,50
22 dic 2023,Direct,236
22 dic 2023,Organic Search,60
22 dic 2023,Organic Social,15
22 dic 2023,Unassigned,0
23 dic 2023,Organic Social,21
23 dic 2023,Organic Search,8
23 dic 2023,Referral,8
23 dic 2023,Direct,3
23 dic 2023,Unassigned,0
24 dic 2023,Organic Search,16
24 dic 2023,Organic Social,4
24 dic 2023,Direct,1
25 dic 2023,Organic Search,13
25 dic 2023,Organic Social,8
25 dic 2023,Direct,1
25 dic 2023,Unassigned,0
26 dic 2023,Organic Search,40
26 dic 2023,Direct,19
26 dic 2023,Organic Social,2
27 dic 2023,Organic Search,37
27 dic 2023,Direct,7
28 dic 2023,Organic Search,30
28 dic 2023,Direct,14
28 dic 2023,Organic Social,6
29 dic 2023,Organic Search,27
29 dic 2023,Direct,5
29 dic 2023,Organic Social,2
29 dic 2023,Unassigned,0
30 dic 2023,Organic Search,35
30 dic 2023,Direct,2
31 dic 2023,Organic Search,32
31 dic 2023,Organic Social,4
31 dic 2023,Direct,2
1 ene 2024,Organic Search,22
1 ene 2024,Direct,7
1 ene 2024,Organic Social,2
2 ene 2024,Organic Search,49
2 ene 2024,Direct,20
2 ene 2024,Organic Social,3
2 ene 2024,Referral,1
2 ene 2024,Unassigned,0
3 ene 2024,Organic Search,52
3 ene 2024,Direct,12
4 ene 2024,Organic Search,43
4 ene 2024,Direct,4
4 ene 2024,Referral,1
5 ene 2024,Organic Search,23
5 ene 2024,Direct,6
5 ene 2024,Referral,1
6 ene 2024,Organic Search,23
6 ene 2024,Direct,4
7 ene 2024,Organic Search,12
7 ene 2024,Direct,6
8 ene 2024,Organic Search,51
8 ene 2024,Direct,36
8 ene 2024,Organic Social,24
9 ene 2024,Organic Search,47
9 ene 2024,Direct,12
9 ene 2024,Organic Social,1
9 ene 2024,Referral,1
10 ene 2024,Organic Search,86
10 ene 2024,Direct,16
11 ene 2024,Organic Search,58
11 ene 2024,Direct,4
11 ene 2024,Referral,1
12 ene 2024,Organic Search,31
12 ene 2024,Direct,29
12 ene 2024,Referral,5
13 ene 2024,Referral,47
13 ene 2024,Organic Search,16
13 ene 2024,Organic Social,1
14 ene 2024,Organic Search,6
14 ene 2024,Organic Social,1
14 ene 2024,Referral,1
14 ene 2024,Direct,0
15 ene 2024,Organic Search,54
15 ene 2024,Direct,5
15 ene 2024,Organic Social,2
16 ene 2024,Organic Search,24
16 ene 2024,Direct,15
16 ene 2024,Organic Social,1
17 ene 2024,Organic Search,21
17 ene 2024,Direct,11
18 ene 2024,Organic Search,40
18 ene 2024,Direct,31
18 ene 2024,Referral,2
19 ene 2024,Organic Search,65
19 ene 2024,Direct,17
20 ene 2024,Direct,11
20 ene 2024,Organic Search,8
21 ene 2024,Organic Search,25
21 ene 2024,Direct,22
21 ene 2024,Organic Social,1
22 ene 2024,Organic Search,116
22 ene 2024,Direct,22
22 ene 2024,Organic Social,1
22 ene 2024,Referral,1
23 ene 2024,Organic Search,40
23 ene 2024,Direct,14
23 ene 2024,Organic Social,1
24 ene 2024,Direct,28
24 ene 2024,Organic Search,22
24 ene 2024,Organic Social,3
