,Fecha,Número de vistas de página,Usuarios nuevos,Sesiones,mobile Número de vistas de página,mobile Usuarios nuevos,mobile Sesiones,desktop Número de vistas de página,desktop Usuarios nuevos,desktop Sesiones,tablet Número de vistas de página,tablet Usuarios nuevos,tablet Usuarios,tablet Número de sesiones por usuario,tablet Sesiones
71,1 nov 2018,71,22,34,20,5,8,51,17,26,0.0,0.0,0.0,0.0,0.0
72,2 nov 2018,55,11,25,17,7,12,38,4,13,0.0,0.0,0.0,0.0,0.0
73,3 nov 2018,78,28,43,62,22,33,16,6,10,0.0,0.0,0.0,0.0,0.0
74,4 nov 2018,17,7,10,9,4,7,8,3,3,0.0,0.0,0.0,0.0,0.0
75,5 nov 2018,112,22,40,17,7,13,94,14,26,1.0,1.0,0.0,0.0,1.0
76,6 nov 2018,92,21,41,52,11,27,40,10,14,0.0,0.0,0.0,0.0,0.0
77,7 nov 2018,34,12,22,14,3,9,20,9,13,0.0,0.0,0.0,0.0,0.0
78,8 nov 2018,18,8,12,4,2,3,14,6,9,0.0,0.0,0.0,0.0,0.0
79,9 nov 2018,24,7,11,9,2,5,15,5,6,0.0,0.0,0.0,0.0,0.0
80,10 nov 2018,25,5,10,20,3,6,5,2,4,0.0,0.0,0.0,0.0,0.0
81,11 nov 2018,9,6,8,3,1,2,6,5,6,0.0,0.0,0.0,0.0,0.0
82,12 nov 2018,30,18,23,10,4,6,20,14,17,0.0,0.0,0.0,0.0,0.0
83,13 nov 2018,94,21,33,43,11,15,51,10,18,0.0,0.0,0.0,0.0,0.0
84,14 nov 2018,48,17,25,20,5,6,28,12,19,0.0,0.0,0.0,0.0,0.0
85,15 nov 2018,24,10,18,8,2,5,16,8,13,0.0,0.0,0.0,0.0,0.0
86,16 nov 2018,40,17,25,14,8,10,26,9,15,0.0,0.0,0.0,0.0,0.0
87,17 nov 2018,27,7,11,25,6,9,2,1,2,0.0,0.0,0.0,0.0,0.0
88,18 nov 2018,24,9,17,13,4,9,11,5,8,0.0,0.0,0.0,0.0,0.0
89,19 nov 2018,20,4,8,11,3,6,9,1,2,0.0,0.0,0.0,0.0,0.0
90,20 nov 2018,72,20,30,40,11,16,32,9,14,0.0,0.0,0.0,0.0,0.0
91,21 nov 2018,68,8,19,22,2,7,46,6,12,0.0,0.0,0.0,0.0,0.0
92,22 nov 2018,41,15,24,20,9,11,21,6,13,0.0,0.0,0.0,0.0,0.0
93,23 nov 2018,53,17,26,22,11,14,31,6,12,0.0,0.0,0.0,0.0,0.0
94,24 nov 2018,33,6,16,25,3,12,8,3,4,0.0,0.0,0.0,0.0,0.0
95,25 nov 2018,12,2,12,2,0,2,10,2,10,0.0,0.0,0.0,0.0,0.0
96,26 nov 2018,33,10,20,15,5,10,18,5,10,0.0,0.0,0.0,0.0,0.0
97,27 nov 2018,53,10,22,28,4,8,25,6,14,0.0,0.0,0.0,0.0,0.0
98,28 nov 2018,24,9,14,6,2,4,18,7,10,0.0,0.0,0.0,0.0,0.0
99,29 nov 2018,29,12,16,15,6,7,14,6,9,0.0,0.0,0.0,0.0,0.0
100,30 nov 2018,28,9,19,18,5,13,10,4,6,0.0,0.0,0.0,0.0,0.0
101,1 dic 2018,13,3,10,9,1,6,4,2,4,0.0,0.0,0.0,0.0,0.0
102,2 dic 2018,15,2,8,10,1,5,5,1,3,0.0,0.0,0.0,0.0,0.0
103,3 dic 2018,57,24,32,37,12,17,20,12,15,0.0,0.0,0.0,0.0,0.0
104,4 dic 2018,27,8,17,8,5,8,19,3,9,0.0,0.0,0.0,0.0,0.0
105,5 dic 2018,19,8,13,2,1,2,17,7,11,0.0,0.0,0.0,0.0,0.0
106,6 dic 2018,11,7,7,0,0,0,11,7,7,0.0,0.0,0.0,0.0,0.0
107,7 dic 2018,29,14,21,17,7,10,12,7,11,0.0,0.0,0.0,0.0,0.0
108,8 dic 2018,23,8,15,13,4,9,10,4,6,0.0,0.0,0.0,0.0,0.0
109,9 dic 2018,19,7,13,15,5,9,4,2,4,0.0,0.0,0.0,0.0,0.0
110,10 dic 2018,48,8,16,8,2,5,40,6,11,0.0,0.0,0.0,0.0,0.0
111,11 dic 2018,145,16,23,5,4,4,140,12,19,0.0,0.0,0.0,0.0,0.0
112,12 dic 2018,21,8,14,6,2,4,15,6,10,0.0,0.0,0.0,0.0,0.0
113,13 dic 2018,16,9,14,2,2,2,14,7,12,0.0,0.0,0.0,0.0,0.0
114,14 dic 2018,41,13,23,12,5,8,29,8,15,0.0,0.0,0.0,0.0,0.0
115,15 dic 2018,18,5,13,14,2,9,4,3,4,0.0,0.0,0.0,0.0,0.0
116,16 dic 2018,5,3,5,3,2,3,2,1,2,0.0,0.0,0.0,0.0,0.0
117,17 dic 2018,33,13,19,9,8,9,24,5,10,0.0,0.0,0.0,0.0,0.0
118,18 dic 2018,15,10,10,1,1,1,14,9,9,0.0,0.0,0.0,0.0,0.0
119,19 dic 2018,17,8,13,0,0,0,17,8,13,0.0,0.0,0.0,0.0,0.0
120,20 dic 2018,6,4,5,4,3,3,2,1,2,0.0,0.0,0.0,0.0,0.0
121,21 dic 2018,25,7,8,6,3,3,19,4,5,0.0,0.0,0.0,0.0,0.0
122,22 dic 2018,48,16,19,42,11,14,6,5,5,0.0,0.0,0.0,0.0,0.0
123,23 dic 2018,3,2,3,2,2,2,1,0,1,0.0,0.0,0.0,0.0,0.0
124,24 dic 2018,9,3,4,8,2,3,1,1,1,0.0,0.0,0.0,0.0,0.0
125,25 dic 2018,3,1,2,0,0,0,3,1,2,0.0,0.0,0.0,0.0,0.0
126,26 dic 2018,18,6,10,3,2,2,15,4,8,0.0,0.0,0.0,0.0,0.0
127,27 dic 2018,25,8,9,9,4,5,16,4,4,0.0,0.0,0.0,0.0,0.0
128,28 dic 2018,82,7,12,3,3,3,78,3,8,1.0,1.0,0.0,0.0,1.0
129,29 dic 2018,57,5,11,10,2,5,47,3,6,0.0,0.0,0.0,0.0,0.0
130,30 dic 2018,3,1,3,2,0,2,1,1,1,0.0,0.0,0.0,0.0,0.0
131,31 dic 2018,18,3,5,0,0,0,18,3,5,0.0,0.0,0.0,0.0,0.0
132,1 ene 2019,2,1,1,0,0,0,2,1,1,0.0,0.0,0.0,0.0,0.0
133,2 ene 2019,21,9,11,3,2,3,18,7,8,0.0,0.0,0.0,0.0,0.0
134,3 ene 2019,56,9,12,2,1,2,54,8,10,0.0,0.0,0.0,0.0,0.0
135,4 ene 2019,6,3,5,1,1,1,5,2,4,0.0,0.0,0.0,0.0,0.0
136,5 ene 2019,7,5,5,1,1,1,6,4,4,0.0,0.0,0.0,0.0,0.0
137,6 ene 2019,12,4,6,5,1,3,7,3,3,0.0,0.0,0.0,0.0,0.0
138,7 ene 2019,10,7,8,0,0,0,10,7,8,0.0,0.0,0.0,0.0,0.0
139,8 ene 2019,19,5,8,1,1,1,18,4,7,0.0,0.0,0.0,0.0,0.0
140,9 ene 2019,9,7,7,2,2,2,7,5,5,0.0,0.0,0.0,0.0,0.0
141,10 ene 2019,1,0,1,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0
142,11 ene 2019,10,6,10,4,2,4,6,4,6,0.0,0.0,0.0,0.0,0.0
143,12 ene 2019,11,2,6,0,0,0,11,2,6,0.0,0.0,0.0,0.0,0.0
144,13 ene 2019,10,3,9,2,1,2,8,2,7,0.0,0.0,0.0,0.0,0.0
145,14 ene 2019,31,8,16,4,2,4,27,6,12,0.0,0.0,0.0,0.0,0.0
146,15 ene 2019,52,7,12,3,2,3,49,5,9,0.0,0.0,0.0,0.0,0.0
147,16 ene 2019,18,3,10,2,1,2,16,2,8,0.0,0.0,0.0,0.0,0.0
148,17 ene 2019,51,3,7,2,1,1,49,2,6,0.0,0.0,0.0,0.0,0.0
149,18 ene 2019,33,11,18,4,3,3,29,8,15,0.0,0.0,0.0,0.0,0.0
150,19 ene 2019,13,3,6,12,3,5,1,0,1,0.0,0.0,0.0,0.0,0.0
151,20 ene 2019,11,3,6,3,1,2,8,2,4,0.0,0.0,0.0,0.0,0.0
152,21 ene 2019,15,5,10,2,0,2,13,5,8,0.0,0.0,0.0,0.0,0.0
153,22 ene 2019,53,6,10,6,2,4,47,4,6,0.0,0.0,0.0,0.0,0.0
154,23 ene 2019,26,5,10,11,1,3,10,3,6,5.0,1.0,0.0,0.0,1.0
155,24 ene 2019,38,4,13,5,1,3,33,3,10,0.0,0.0,0.0,0.0,0.0
156,25 ene 2019,18,7,9,12,3,3,6,4,6,0.0,0.0,0.0,0.0,0.0
157,26 ene 2019,11,2,7,5,0,2,6,2,5,0.0,0.0,0.0,0.0,0.0
158,27 ene 2019,4,3,3,4,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0
159,28 ene 2019,26,6,18,18,4,12,8,2,6,0.0,0.0,0.0,0.0,0.0
160,29 ene 2019,23,7,13,7,1,5,16,6,8,0.0,0.0,0.0,0.0,0.0
161,30 ene 2019,14,5,8,9,2,5,5,3,3,0.0,0.0,0.0,0.0,0.0
162,31 ene 2019,7,2,5,5,2,3,2,0,2,0.0,0.0,0.0,0.0,0.0
163,1 feb 2019,24,5,11,15,3,6,9,2,5,0.0,0.0,0.0,0.0,0.0
164,2 feb 2019,12,2,5,11,1,4,1,1,1,0.0,0.0,0.0,0.0,0.0
165,3 feb 2019,3,2,3,2,2,2,1,0,1,0.0,0.0,0.0,0.0,0.0
166,4 feb 2019,44,14,20,14,7,9,30,7,11,0.0,0.0,0.0,0.0,0.0
167,5 feb 2019,12,7,10,8,5,6,4,2,4,0.0,0.0,0.0,0.0,0.0
168,6 feb 2019,21,7,10,5,3,3,16,4,7,0.0,0.0,0.0,0.0,0.0
169,7 feb 2019,117,9,13,2,1,1,115,8,12,0.0,0.0,0.0,0.0,0.0
170,8 feb 2019,18,10,12,8,5,5,10,5,7,0.0,0.0,0.0,0.0,0.0
171,9 feb 2019,17,10,12,8,4,5,9,6,7,0.0,0.0,0.0,0.0,0.0
172,10 feb 2019,12,6,8,4,2,4,8,4,4,0.0,0.0,0.0,0.0,0.0
173,11 feb 2019,21,8,14,4,2,3,17,6,11,0.0,0.0,0.0,0.0,0.0
174,12 feb 2019,23,16,20,5,5,5,18,11,15,0.0,0.0,0.0,0.0,0.0
175,13 feb 2019,12,8,12,2,1,2,8,6,8,2.0,1.0,0.0,0.0,2.0
176,14 feb 2019,16,3,14,6,2,4,10,1,10,0.0,0.0,0.0,0.0,0.0
177,15 feb 2019,21,7,13,11,3,4,9,3,8,1.0,1.0,0.0,0.0,1.0
178,16 feb 2019,14,6,8,7,1,2,7,5,6,0.0,0.0,0.0,0.0,0.0
179,17 feb 2019,12,6,8,6,2,4,6,4,4,0.0,0.0,0.0,0.0,0.0
180,18 feb 2019,31,17,21,11,9,11,20,8,10,0.0,0.0,0.0,0.0,0.0
181,19 feb 2019,14,8,13,2,2,2,10,5,10,2.0,1.0,0.0,0.0,1.0
182,20 feb 2019,20,14,17,7,5,5,13,9,12,0.0,0.0,0.0,0.0,0.0
183,21 feb 2019,20,11,12,3,3,3,16,7,8,1.0,1.0,0.0,0.0,1.0
184,22 feb 2019,16,8,12,9,6,6,7,2,6,0.0,0.0,0.0,0.0,0.0
185,23 feb 2019,14,3,7,8,1,4,6,2,3,0.0,0.0,0.0,0.0,0.0
186,24 feb 2019,4,2,4,1,0,1,3,2,3,0.0,0.0,0.0,0.0,0.0
187,25 feb 2019,24,14,17,6,4,5,18,10,12,0.0,0.0,0.0,0.0,0.0
188,26 feb 2019,19,10,13,7,3,5,12,7,8,0.0,0.0,0.0,0.0,0.0
189,27 feb 2019,8,4,5,3,3,3,5,1,2,0.0,0.0,0.0,0.0,0.0
190,28 feb 2019,24,11,15,4,4,4,20,7,11,0.0,0.0,0.0,0.0,0.0
191,1 mar 2019,6,4,5,1,1,1,5,3,4,0.0,0.0,0.0,0.0,0.0
192,2 mar 2019,25,4,6,22,2,3,3,2,3,0.0,0.0,0.0,0.0,0.0
193,3 mar 2019,5,1,2,4,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0
194,4 mar 2019,13,3,4,8,0,1,5,3,3,0.0,0.0,0.0,0.0,0.0
195,5 mar 2019,11,7,8,6,3,3,5,4,5,0.0,0.0,0.0,0.0,0.0
196,6 mar 2019,25,9,12,3,3,3,20,5,8,2.0,1.0,0.0,0.0,1.0
197,7 mar 2019,21,11,13,10,6,6,11,5,7,0.0,0.0,0.0,0.0,0.0
198,8 mar 2019,10,7,9,3,2,3,7,5,6,0.0,0.0,0.0,0.0,0.0
199,9 mar 2019,31,9,13,5,3,4,26,6,9,0.0,0.0,0.0,0.0,0.0
200,10 mar 2019,6,6,6,3,3,3,3,3,3,0.0,0.0,0.0,0.0,0.0
201,11 mar 2019,35,12,15,11,5,6,24,7,9,0.0,0.0,0.0,0.0,0.0
202,12 mar 2019,28,14,20,8,6,7,20,8,13,0.0,0.0,0.0,0.0,0.0
203,13 mar 2019,27,11,15,15,3,5,12,8,10,0.0,0.0,0.0,0.0,0.0
204,14 mar 2019,20,6,14,6,1,4,14,5,10,0.0,0.0,0.0,0.0,0.0
205,15 mar 2019,40,19,26,17,9,10,22,9,15,1.0,1.0,0.0,0.0,1.0
206,16 mar 2019,20,10,14,7,4,5,13,6,9,0.0,0.0,0.0,0.0,0.0
207,17 mar 2019,7,3,7,6,2,6,1,1,1,0.0,0.0,0.0,0.0,0.0
208,18 mar 2019,28,9,13,9,3,3,19,6,10,0.0,0.0,0.0,0.0,0.0
209,19 mar 2019,11,9,10,4,4,4,7,5,6,0.0,0.0,0.0,0.0,0.0
210,20 mar 2019,47,16,21,21,6,6,26,10,15,0.0,0.0,0.0,0.0,0.0
211,21 mar 2019,35,12,18,17,5,7,18,7,11,0.0,0.0,0.0,0.0,0.0
212,22 mar 2019,25,10,19,10,5,6,15,5,13,0.0,0.0,0.0,0.0,0.0
213,23 mar 2019,18,14,18,4,2,4,14,12,14,0.0,0.0,0.0,0.0,0.0
214,24 mar 2019,24,5,9,22,5,7,2,0,2,0.0,0.0,0.0,0.0,0.0
215,25 mar 2019,68,32,37,42,18,21,26,14,16,0.0,0.0,0.0,0.0,0.0
216,26 mar 2019,245,23,36,22,12,15,223,11,21,0.0,0.0,0.0,0.0,0.0
217,27 mar 2019,57,12,22,13,5,7,44,7,15,0.0,0.0,0.0,0.0,0.0
218,28 mar 2019,119,13,20,14,6,7,105,7,13,0.0,0.0,0.0,0.0,0.0
219,29 mar 2019,44,20,26,32,14,17,12,6,9,0.0,0.0,0.0,0.0,0.0
220,30 mar 2019,7,4,6,2,2,2,5,2,4,0.0,0.0,0.0,0.0,0.0
221,31 mar 2019,17,6,8,4,1,3,13,5,5,0.0,0.0,0.0,0.0,0.0
222,1 abr 2019,13,6,12,8,4,8,5,2,4,0.0,0.0,0.0,0.0,0.0
223,2 abr 2019,14,7,12,6,5,6,8,2,6,0.0,0.0,0.0,0.0,0.0
224,3 abr 2019,27,10,18,14,6,8,13,4,10,0.0,0.0,0.0,0.0,0.0
225,4 abr 2019,15,10,13,5,4,5,10,6,8,0.0,0.0,0.0,0.0,0.0
226,5 abr 2019,13,5,9,4,3,3,9,2,6,0.0,0.0,0.0,0.0,0.0
227,6 abr 2019,32,12,12,26,7,7,6,5,5,0.0,0.0,0.0,0.0,0.0
228,7 abr 2019,39,13,15,18,7,8,21,6,7,0.0,0.0,0.0,0.0,0.0
229,8 abr 2019,23,7,15,6,2,3,17,5,12,0.0,0.0,0.0,0.0,0.0
230,9 abr 2019,33,19,28,4,3,4,29,16,24,0.0,0.0,0.0,0.0,0.0
231,10 abr 2019,46,12,24,21,4,8,25,8,16,0.0,0.0,0.0,0.0,0.0
232,11 abr 2019,27,7,15,8,2,4,19,5,11,0.0,0.0,0.0,0.0,0.0
233,12 abr 2019,41,15,22,12,7,9,29,8,13,0.0,0.0,0.0,0.0,0.0
234,13 abr 2019,23,9,13,16,4,7,7,5,6,0.0,0.0,0.0,0.0,0.0
235,14 abr 2019,18,12,14,11,7,7,7,5,7,0.0,0.0,0.0,0.0,0.0
236,15 abr 2019,28,10,15,14,4,7,14,6,8,0.0,0.0,0.0,0.0,0.0
237,16 abr 2019,51,26,32,6,3,4,45,23,28,0.0,0.0,0.0,0.0,0.0
238,17 abr 2019,9,6,8,2,2,2,7,4,6,0.0,0.0,0.0,0.0,0.0
239,18 abr 2019,2,1,2,1,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0
240,19 abr 2019,37,8,11,33,6,8,4,2,3,0.0,0.0,0.0,0.0,0.0
241,20 abr 2019,15,9,12,3,1,2,12,8,10,0.0,0.0,0.0,0.0,0.0
242,21 abr 2019,22,7,13,12,4,7,10,3,6,0.0,0.0,0.0,0.0,0.0
243,22 abr 2019,28,10,17,19,6,9,9,4,8,0.0,0.0,0.0,0.0,0.0
244,23 abr 2019,30,11,22,11,5,9,19,6,13,0.0,0.0,0.0,0.0,0.0
245,24 abr 2019,62,14,23,31,6,9,31,8,14,0.0,0.0,0.0,0.0,0.0
246,25 abr 2019,26,10,13,17,7,8,9,3,5,0.0,0.0,0.0,0.0,0.0
247,26 abr 2019,40,11,17,11,2,4,29,9,13,0.0,0.0,0.0,0.0,0.0
248,27 abr 2019,22,6,10,0,0,0,21,5,9,1.0,1.0,0.0,0.0,1.0
249,28 abr 2019,26,8,12,9,4,7,17,4,5,0.0,0.0,0.0,0.0,0.0
250,29 abr 2019,22,7,12,5,5,5,17,2,7,0.0,0.0,0.0,0.0,0.0
251,30 abr 2019,42,4,11,2,0,2,40,4,9,0.0,0.0,0.0,0.0,0.0
252,1 may 2019,17,4,8,15,2,6,2,2,2,0.0,0.0,0.0,0.0,0.0
253,2 may 2019,60,11,24,35,6,11,25,5,13,0.0,0.0,0.0,0.0,0.0
254,3 may 2019,19,7,11,10,2,5,9,5,6,0.0,0.0,0.0,0.0,0.0
255,4 may 2019,32,4,7,3,1,3,29,3,4,0.0,0.0,0.0,0.0,0.0
256,5 may 2019,13,6,8,4,1,3,9,5,5,0.0,0.0,0.0,0.0,0.0
257,6 may 2019,37,10,17,4,1,4,33,9,13,0.0,0.0,0.0,0.0,0.0
258,7 may 2019,47,16,24,12,5,8,35,11,16,0.0,0.0,0.0,0.0,0.0
259,8 may 2019,234,25,35,68,18,23,166,7,12,0.0,0.0,0.0,0.0,0.0
260,9 may 2019,135,24,36,50,13,18,85,11,18,0.0,0.0,0.0,0.0,0.0
261,10 may 2019,174,28,44,36,12,19,138,16,25,0.0,0.0,0.0,0.0,0.0
262,11 may 2019,21,7,12,15,3,6,6,4,6,0.0,0.0,0.0,0.0,0.0
263,12 may 2019,36,16,23,12,3,6,23,12,16,1.0,1.0,0.0,0.0,1.0
264,13 may 2019,49,8,18,13,1,6,36,7,12,0.0,0.0,0.0,0.0,0.0
265,14 may 2019,56,19,37,27,7,15,28,12,21,1.0,0.0,0.0,0.0,1.0
266,15 may 2019,18,6,9,7,3,4,11,3,5,0.0,0.0,0.0,0.0,0.0
267,16 may 2019,38,12,19,11,3,6,27,9,13,0.0,0.0,0.0,0.0,0.0
268,17 may 2019,68,21,34,7,3,5,61,18,29,0.0,0.0,0.0,0.0,0.0
269,18 may 2019,10,6,7,7,4,4,3,2,3,0.0,0.0,0.0,0.0,0.0
270,19 may 2019,29,7,12,8,2,5,19,5,6,2.0,0.0,0.0,0.0,1.0
271,20 may 2019,62,17,28,15,6,7,45,10,19,2.0,1.0,0.0,0.0,2.0
272,21 may 2019,131,19,33,66,14,20,65,5,13,0.0,0.0,0.0,0.0,0.0
273,22 may 2019,147,19,30,22,7,13,125,12,17,0.0,0.0,0.0,0.0,0.0
274,23 may 2019,35,13,22,25,9,14,10,4,8,0.0,0.0,0.0,0.0,0.0
275,24 may 2019,229,27,35,26,13,15,203,14,20,0.0,0.0,0.0,0.0,0.0
276,25 may 2019,38,11,19,16,6,7,22,5,12,0.0,0.0,0.0,0.0,0.0
277,26 may 2019,16,2,10,1,0,1,14,2,8,1.0,0.0,0.0,0.0,1.0
278,27 may 2019,32,6,19,2,1,2,30,5,17,0.0,0.0,0.0,0.0,0.0
279,28 may 2019,77,31,54,51,24,35,26,7,19,0.0,0.0,0.0,0.0,0.0
280,29 may 2019,25,6,10,13,2,5,12,4,5,0.0,0.0,0.0,0.0,0.0
281,30 may 2019,102,22,36,46,6,12,56,16,24,0.0,0.0,0.0,0.0,0.0
282,31 may 2019,81,9,29,7,1,5,74,8,24,0.0,0.0,0.0,0.0,0.0
283,1 jun 2019,23,14,18,12,5,8,11,9,10,0.0,0.0,0.0,0.0,0.0
284,2 jun 2019,15,5,7,3,1,2,12,4,5,0.0,0.0,0.0,0.0,0.0
285,3 jun 2019,49,20,30,29,7,13,19,12,16,1.0,1.0,0.0,0.0,1.0
286,4 jun 2019,43,10,21,27,6,9,16,4,12,0.0,0.0,0.0,0.0,0.0
287,5 jun 2019,189,13,33,49,13,18,140,0,15,0.0,0.0,0.0,0.0,0.0
288,6 jun 2019,92,22,30,9,6,7,83,16,23,0.0,0.0,0.0,0.0,0.0
289,7 jun 2019,77,20,36,18,8,12,59,12,24,0.0,0.0,0.0,0.0,0.0
290,8 jun 2019,51,26,31,40,22,24,10,4,6,1.0,0.0,0.0,0.0,1.0
291,9 jun 2019,29,7,15,22,4,9,6,2,5,1.0,1.0,0.0,0.0,1.0
292,10 jun 2019,59,10,24,27,4,9,31,5,14,1.0,1.0,0.0,0.0,1.0
293,11 jun 2019,96,30,45,54,16,19,42,14,26,0.0,0.0,0.0,0.0,0.0
294,12 jun 2019,47,11,22,13,2,8,34,9,14,0.0,0.0,0.0,0.0,0.0
295,13 jun 2019,650,8,15,8,3,3,642,5,12,0.0,0.0,0.0,0.0,0.0
296,14 jun 2019,50,19,28,16,5,8,34,14,20,0.0,0.0,0.0,0.0,0.0
297,15 jun 2019,52,17,33,35,9,20,17,8,13,0.0,0.0,0.0,0.0,0.0
298,16 jun 2019,10,4,7,10,4,7,0,0,0,0.0,0.0,0.0,0.0,0.0
299,17 jun 2019,94,15,26,34,4,13,60,11,13,0.0,0.0,0.0,0.0,0.0
300,18 jun 2019,101,20,37,50,6,15,51,14,22,0.0,0.0,0.0,0.0,0.0
301,19 jun 2019,43,19,32,19,8,13,24,11,19,0.0,0.0,0.0,0.0,0.0
302,20 jun 2019,12,4,6,9,1,3,3,3,3,0.0,0.0,0.0,0.0,0.0
303,21 jun 2019,93,26,44,49,10,18,44,16,26,0.0,0.0,0.0,0.0,0.0
304,22 jun 2019,38,10,16,15,7,10,16,2,4,7.0,1.0,0.0,0.0,2.0
305,23 jun 2019,14,6,9,4,2,4,10,4,5,0.0,0.0,0.0,0.0,0.0
306,24 jun 2019,29,9,18,8,3,5,21,6,13,0.0,0.0,0.0,0.0,0.0
307,25 jun 2019,63,18,40,19,3,11,43,14,28,1.0,1.0,0.0,0.0,1.0
308,26 jun 2019,102,16,40,38,5,17,60,10,22,4.0,1.0,0.0,0.0,1.0
309,27 jun 2019,50,19,30,20,7,13,30,12,17,0.0,0.0,0.0,0.0,0.0
310,28 jun 2019,71,22,38,26,10,16,45,12,22,0.0,0.0,0.0,0.0,0.0
311,29 jun 2019,19,5,8,1,1,1,17,3,6,1.0,1.0,0.0,0.0,1.0
312,30 jun 2019,18,11,12,3,1,1,15,10,11,0.0,0.0,0.0,0.0,0.0
313,1 jul 2019,54,12,16,6,3,3,48,9,13,0.0,0.0,0.0,0.0,0.0
314,2 jul 2019,55,17,26,37,6,12,16,10,13,2.0,1.0,0.0,0.0,1.0
315,3 jul 2019,75,19,42,44,12,28,24,5,12,7.0,2.0,0.0,0.0,2.0
316,4 jul 2019,50,26,34,35,17,20,15,9,14,0.0,0.0,0.0,0.0,0.0
317,5 jul 2019,39,13,22,11,5,7,28,8,15,0.0,0.0,0.0,0.0,0.0
318,6 jul 2019,21,9,9,18,6,6,3,3,3,0.0,0.0,0.0,0.0,0.0
319,7 jul 2019,14,6,8,12,4,6,1,1,1,1.0,1.0,0.0,0.0,1.0
320,8 jul 2019,9,3,5,0,0,0,9,3,5,0.0,0.0,0.0,0.0,0.0
321,9 jul 2019,13,6,6,1,1,1,12,5,5,0.0,0.0,0.0,0.0,0.0
322,10 jul 2019,26,10,14,14,5,6,12,5,8,0.0,0.0,0.0,0.0,0.0
323,11 jul 2019,25,4,10,10,0,5,15,4,5,0.0,0.0,0.0,0.0,0.0
324,12 jul 2019,21,8,12,14,4,6,7,4,6,0.0,0.0,0.0,0.0,0.0
325,13 jul 2019,22,7,10,20,5,8,2,2,2,0.0,0.0,0.0,0.0,0.0
326,14 jul 2019,17,2,7,9,0,4,8,2,3,0.0,0.0,0.0,0.0,0.0
327,15 jul 2019,10,6,8,4,2,3,6,4,5,0.0,0.0,0.0,0.0,0.0
328,16 jul 2019,18,4,11,2,0,2,16,4,9,0.0,0.0,0.0,0.0,0.0
329,17 jul 2019,32,14,16,15,5,6,17,9,10,0.0,0.0,0.0,0.0,0.0
330,18 jul 2019,25,6,11,20,4,6,5,2,5,0.0,0.0,0.0,0.0,0.0
331,19 jul 2019,14,5,13,7,3,6,7,2,7,0.0,0.0,0.0,0.0,0.0
332,20 jul 2019,1,1,1,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0
333,21 jul 2019,2,2,2,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
334,22 jul 2019,25,3,10,2,1,2,23,2,8,0.0,0.0,0.0,0.0,0.0
335,23 jul 2019,32,8,13,17,3,4,15,5,9,0.0,0.0,0.0,0.0,0.0
336,24 jul 2019,32,8,12,5,3,4,27,5,8,0.0,0.0,0.0,0.0,0.0
337,25 jul 2019,40,12,20,13,5,9,27,7,11,0.0,0.0,0.0,0.0,0.0
338,26 jul 2019,55,22,28,39,12,13,16,10,15,0.0,0.0,0.0,0.0,0.0
339,27 jul 2019,12,6,8,9,4,6,3,2,2,0.0,0.0,0.0,0.0,0.0
340,28 jul 2019,5,2,3,4,1,2,1,1,1,0.0,0.0,0.0,0.0,0.0
341,29 jul 2019,18,8,15,5,3,4,12,4,10,1.0,1.0,0.0,0.0,1.0
342,30 jul 2019,47,20,33,30,15,22,17,5,11,0.0,0.0,0.0,0.0,0.0
343,31 jul 2019,39,12,15,20,4,6,19,8,9,0.0,0.0,0.0,0.0,0.0
344,1 ago 2019,29,10,18,11,3,5,18,7,13,0.0,0.0,0.0,0.0,0.0
345,2 ago 2019,59,10,19,19,5,7,40,5,12,0.0,0.0,0.0,0.0,0.0
346,3 ago 2019,9,4,5,5,3,3,4,1,2,0.0,0.0,0.0,0.0,0.0
347,4 ago 2019,21,7,12,12,4,6,9,3,6,0.0,0.0,0.0,0.0,0.0
348,5 ago 2019,24,12,16,16,7,8,8,5,8,0.0,0.0,0.0,0.0,0.0
349,6 ago 2019,43,10,27,21,5,8,22,5,19,0.0,0.0,0.0,0.0,0.0
350,7 ago 2019,29,12,17,17,5,6,12,7,11,0.0,0.0,0.0,0.0,0.0
351,8 ago 2019,62,26,31,56,23,26,6,3,5,0.0,0.0,0.0,0.0,0.0
352,9 ago 2019,24,14,18,15,9,10,9,5,8,0.0,0.0,0.0,0.0,0.0
353,10 ago 2019,28,13,16,13,7,9,15,6,7,0.0,0.0,0.0,0.0,0.0
354,11 ago 2019,18,5,8,4,3,4,14,2,4,0.0,0.0,0.0,0.0,0.0
355,12 ago 2019,13,5,9,5,2,3,8,3,6,0.0,0.0,0.0,0.0,0.0
356,13 ago 2019,45,11,21,8,3,8,37,8,13,0.0,0.0,0.0,0.0,0.0
357,14 ago 2019,78,18,36,37,7,17,41,11,19,0.0,0.0,0.0,0.0,0.0
358,15 ago 2019,26,7,15,9,2,5,17,5,10,0.0,0.0,0.0,0.0,0.0
359,16 ago 2019,48,10,21,23,8,10,25,2,11,0.0,0.0,0.0,0.0,0.0
