,Fecha,Número de vistas de página,Usuarios nuevos,Sesiones,mobile Número de vistas de página,mobile Usuarios nuevos,mobile Sesiones,desktop Número de vistas de página,desktop Usuarios nuevos,desktop Sesiones,tablet Número de vistas de página,tablet Usuarios nuevos,tablet Usuarios,tablet Número de sesiones por usuario,tablet Sesiones
649,1 jun 2020,9,4,7,2,1,2,7,3,5,0.0,0.0,0.0,0.0,0.0
650,2 jun 2020,31,5,11,8,2,4,23,3,7,0.0,0.0,0.0,0.0,0.0
651,3 jun 2020,33,9,11,24,5,5,9,4,6,0.0,0.0,0.0,0.0,0.0
652,4 jun 2020,6,5,6,3,3,3,3,2,3,0.0,0.0,0.0,0.0,0.0
653,5 jun 2020,18,11,12,10,5,5,8,6,7,0.0,0.0,0.0,0.0,0.0
654,6 jun 2020,20,4,11,8,1,5,12,3,6,0.0,0.0,0.0,0.0,0.0
655,7 jun 2020,23,3,7,4,1,1,19,2,6,0.0,0.0,0.0,0.0,0.0
656,8 jun 2020,20,11,12,8,3,4,12,8,8,0.0,0.0,0.0,0.0,0.0
657,9 jun 2020,12,5,5,10,3,3,2,2,2,0.0,0.0,0.0,0.0,0.0
658,10 jun 2020,24,9,16,16,3,8,8,6,8,0.0,0.0,0.0,0.0,0.0
659,11 jun 2020,12,6,8,2,2,2,10,4,6,0.0,0.0,0.0,0.0,0.0
660,12 jun 2020,8,6,7,4,4,4,4,2,3,0.0,0.0,0.0,0.0,0.0
661,13 jun 2020,15,2,6,14,2,5,1,0,1,0.0,0.0,0.0,0.0,0.0
662,14 jun 2020,15,5,6,4,4,4,11,1,2,0.0,0.0,0.0,0.0,0.0
663,15 jun 2020,3,2,2,0,0,0,3,2,2,0.0,0.0,0.0,0.0,0.0
664,16 jun 2020,25,6,8,6,1,2,19,5,6,0.0,0.0,0.0,0.0,0.0
665,17 jun 2020,23,7,12,6,3,3,17,4,9,0.0,0.0,0.0,0.0,0.0
666,18 jun 2020,14,6,10,2,2,2,12,4,8,0.0,0.0,0.0,0.0,0.0
667,19 jun 2020,11,9,11,2,2,2,9,7,9,0.0,0.0,0.0,0.0,0.0
668,20 jun 2020,5,2,5,3,2,3,2,0,2,0.0,0.0,0.0,0.0,0.0
669,21 jun 2020,6,4,5,2,2,2,4,2,3,0.0,0.0,0.0,0.0,0.0
670,22 jun 2020,13,8,9,3,3,3,6,4,5,4.0,1.0,0.0,0.0,1.0
671,23 jun 2020,8,5,5,8,5,5,0,0,0,0.0,0.0,0.0,0.0,0.0
672,24 jun 2020,4,4,4,1,1,1,3,3,3,0.0,0.0,0.0,0.0,0.0
673,25 jun 2020,27,7,10,9,3,5,18,4,5,0.0,0.0,0.0,0.0,0.0
674,26 jun 2020,21,5,11,11,2,5,10,3,6,0.0,0.0,0.0,0.0,0.0
675,27 jun 2020,13,4,8,7,3,5,6,1,3,0.0,0.0,0.0,0.0,0.0
676,28 jun 2020,21,5,10,11,1,5,10,4,5,0.0,0.0,0.0,0.0,0.0
677,29 jun 2020,28,6,8,5,2,3,23,4,5,0.0,0.0,0.0,0.0,0.0
678,30 jun 2020,3,3,3,1,1,1,2,2,2,0.0,0.0,0.0,0.0,0.0
679,1 jul 2020,21,5,9,1,1,1,16,3,6,4.0,1.0,0.0,0.0,2.0
680,2 jul 2020,11,5,8,2,0,1,9,5,7,0.0,0.0,0.0,0.0,0.0
681,3 jul 2020,21,5,10,18,3,8,3,2,2,0.0,0.0,0.0,0.0,0.0
682,4 jul 2020,6,3,4,6,3,4,0,0,0,0.0,0.0,0.0,0.0,0.0
683,5 jul 2020,8,3,3,3,2,2,5,1,1,0.0,0.0,0.0,0.0,0.0
684,6 jul 2020,16,4,7,1,1,1,15,3,6,0.0,0.0,0.0,0.0,0.0
685,7 jul 2020,3,3,3,1,1,1,2,2,2,0.0,0.0,0.0,0.0,0.0
686,8 jul 2020,25,3,8,1,0,1,24,3,7,0.0,0.0,0.0,0.0,0.0
687,10 jul 2020,7,5,6,5,4,4,2,1,2,0.0,0.0,0.0,0.0,0.0
688,11 jul 2020,3,2,3,2,2,2,1,0,1,0.0,0.0,0.0,0.0,0.0
689,12 jul 2020,8,3,5,4,1,3,4,2,2,0.0,0.0,0.0,0.0,0.0
690,13 jul 2020,24,6,6,2,1,1,22,5,5,0.0,0.0,0.0,0.0,0.0
691,14 jul 2020,10,4,4,0,0,0,10,4,4,0.0,0.0,0.0,0.0,0.0
692,15 jul 2020,6,3,3,2,2,2,4,1,1,0.0,0.0,0.0,0.0,0.0
693,16 jul 2020,8,7,7,3,3,3,5,4,4,0.0,0.0,0.0,0.0,0.0
694,17 jul 2020,6,5,5,3,3,3,3,2,2,0.0,0.0,0.0,0.0,0.0
695,18 jul 2020,5,4,5,2,2,2,3,2,3,0.0,0.0,0.0,0.0,0.0
696,19 jul 2020,1,1,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0
697,20 jul 2020,2,1,1,0,0,0,2,1,1,0.0,0.0,0.0,0.0,0.0
698,21 jul 2020,10,5,6,4,0,1,6,5,5,0.0,0.0,0.0,0.0,0.0
699,22 jul 2020,6,4,4,0,0,0,6,4,4,0.0,0.0,0.0,0.0,0.0
700,23 jul 2020,2,1,1,0,0,0,2,1,1,0.0,0.0,0.0,0.0,0.0
701,24 jul 2020,12,3,6,2,2,2,10,1,4,0.0,0.0,0.0,0.0,0.0
702,25 jul 2020,21,4,6,1,1,1,20,3,5,0.0,0.0,0.0,0.0,0.0
703,26 jul 2020,4,2,3,0,0,0,4,2,3,0.0,0.0,0.0,0.0,0.0
704,27 jul 2020,12,6,7,4,1,2,8,5,5,0.0,0.0,0.0,0.0,0.0
705,28 jul 2020,7,2,4,5,1,2,2,1,2,0.0,0.0,0.0,0.0,0.0
706,29 jul 2020,7,3,4,3,2,2,4,1,2,0.0,0.0,0.0,0.0,0.0
707,30 jul 2020,12,6,7,3,3,3,9,3,4,0.0,0.0,0.0,0.0,0.0
708,31 jul 2020,8,6,7,3,2,3,5,4,4,0.0,0.0,0.0,0.0,0.0
709,1 ago 2020,17,3,9,15,3,7,2,0,2,0.0,0.0,0.0,0.0,0.0
710,2 ago 2020,2,1,2,1,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0
711,3 ago 2020,7,6,7,3,2,3,4,4,4,0.0,0.0,0.0,0.0,0.0
712,4 ago 2020,14,5,9,2,1,2,12,4,7,0.0,0.0,0.0,0.0,0.0
713,5 ago 2020,22,7,13,8,1,4,14,6,9,0.0,0.0,0.0,0.0,0.0
714,6 ago 2020,27,9,13,8,3,5,19,6,8,0.0,0.0,0.0,0.0,0.0
715,7 ago 2020,14,4,6,11,2,4,3,2,2,0.0,0.0,0.0,0.0,0.0
716,8 ago 2020,8,2,4,6,1,2,2,1,2,0.0,0.0,0.0,0.0,0.0
717,9 ago 2020,23,6,6,19,2,2,4,4,4,0.0,0.0,0.0,0.0,0.0
718,10 ago 2020,38,14,18,14,6,8,24,8,10,0.0,0.0,0.0,0.0,0.0
719,11 ago 2020,40,13,17,23,7,9,17,6,8,0.0,0.0,0.0,0.0,0.0
720,12 ago 2020,21,4,12,9,1,6,12,3,6,0.0,0.0,0.0,0.0,0.0
721,13 ago 2020,21,8,15,5,1,5,16,7,10,0.0,0.0,0.0,0.0,0.0
722,14 ago 2020,16,8,9,3,2,2,13,6,7,0.0,0.0,0.0,0.0,0.0
723,15 ago 2020,10,1,4,1,0,1,9,1,3,0.0,0.0,0.0,0.0,0.0
724,16 ago 2020,3,2,3,1,1,1,2,1,2,0.0,0.0,0.0,0.0,0.0
725,17 ago 2020,4,3,4,0,0,0,4,3,4,0.0,0.0,0.0,0.0,0.0
726,18 ago 2020,13,2,8,4,1,2,9,1,6,0.0,0.0,0.0,0.0,0.0
727,19 ago 2020,5,3,4,1,1,1,4,2,3,0.0,0.0,0.0,0.0,0.0
728,20 ago 2020,11,9,10,1,1,1,10,8,9,0.0,0.0,0.0,0.0,0.0
729,21 ago 2020,15,4,5,2,2,2,13,2,3,0.0,0.0,0.0,0.0,0.0
730,22 ago 2020,7,3,7,4,2,4,3,1,3,0.0,0.0,0.0,0.0,0.0
731,23 ago 2020,9,2,4,0,0,0,9,2,4,0.0,0.0,0.0,0.0,0.0
732,24 ago 2020,14,9,12,7,4,6,7,5,6,0.0,0.0,0.0,0.0,0.0
733,25 ago 2020,41,15,17,18,8,8,23,7,9,0.0,0.0,0.0,0.0,0.0
734,26 ago 2020,61,11,16,14,4,4,47,7,12,0.0,0.0,0.0,0.0,0.0
735,27 ago 2020,7,5,6,1,1,1,6,4,5,0.0,0.0,0.0,0.0,0.0
736,28 ago 2020,15,13,14,7,5,6,8,8,8,0.0,0.0,0.0,0.0,0.0
737,29 ago 2020,11,5,6,7,2,2,4,3,4,0.0,0.0,0.0,0.0,0.0
738,30 ago 2020,6,2,4,3,0,2,3,2,2,0.0,0.0,0.0,0.0,0.0
739,31 ago 2020,3,3,3,0,0,0,3,3,3,0.0,0.0,0.0,0.0,0.0
740,1 sept 2020,29,3,7,4,0,1,25,3,6,0.0,0.0,0.0,0.0,0.0
741,2 sept 2020,18,7,11,8,2,3,9,4,7,1.0,1.0,0.0,0.0,1.0
742,3 sept 2020,12,6,9,0,0,0,12,6,9,0.0,0.0,0.0,0.0,0.0
743,4 sept 2020,27,5,10,12,0,2,15,5,8,0.0,0.0,0.0,0.0,0.0
744,5 sept 2020,18,6,7,2,2,2,16,4,5,0.0,0.0,0.0,0.0,0.0
745,6 sept 2020,8,3,3,0,0,0,8,3,3,0.0,0.0,0.0,0.0,0.0
746,7 sept 2020,24,4,8,0,0,0,24,4,8,0.0,0.0,0.0,0.0,0.0
747,8 sept 2020,21,7,10,7,4,5,14,3,5,0.0,0.0,0.0,0.0,0.0
748,9 sept 2020,8,1,7,4,0,3,4,1,4,0.0,0.0,0.0,0.0,0.0
749,10 sept 2020,19,12,13,4,3,3,15,9,10,0.0,0.0,0.0,0.0,0.0
750,11 sept 2020,25,5,6,0,0,0,25,5,6,0.0,0.0,0.0,0.0,0.0
751,12 sept 2020,11,5,7,7,3,4,4,2,3,0.0,0.0,0.0,0.0,0.0
752,13 sept 2020,21,2,3,7,1,1,14,1,2,0.0,0.0,0.0,0.0,0.0
753,14 sept 2020,16,3,6,6,0,2,10,3,4,0.0,0.0,0.0,0.0,0.0
754,15 sept 2020,9,5,7,2,2,2,7,3,5,0.0,0.0,0.0,0.0,0.0
755,16 sept 2020,27,5,8,2,0,2,25,5,6,0.0,0.0,0.0,0.0,0.0
756,17 sept 2020,20,7,12,10,1,4,10,6,8,0.0,0.0,0.0,0.0,0.0
757,18 sept 2020,12,3,4,4,0,1,8,3,3,0.0,0.0,0.0,0.0,0.0
758,19 sept 2020,12,4,8,3,1,3,9,3,5,0.0,0.0,0.0,0.0,0.0
759,20 sept 2020,18,2,6,3,0,3,15,2,3,0.0,0.0,0.0,0.0,0.0
760,21 sept 2020,7,4,5,4,2,2,3,2,3,0.0,0.0,0.0,0.0,0.0
761,22 sept 2020,8,2,6,1,1,1,7,1,5,0.0,0.0,0.0,0.0,0.0
762,23 sept 2020,14,3,6,3,2,3,11,1,3,0.0,0.0,0.0,0.0,0.0
763,24 sept 2020,8,4,6,4,2,3,4,2,3,0.0,0.0,0.0,0.0,0.0
764,25 sept 2020,16,7,8,4,1,1,12,6,7,0.0,0.0,0.0,0.0,0.0
765,26 sept 2020,16,8,10,13,6,7,3,2,3,0.0,0.0,0.0,0.0,0.0
766,27 sept 2020,3,1,2,0,0,0,3,1,2,0.0,0.0,0.0,0.0,0.0
767,28 sept 2020,27,6,7,14,2,3,13,4,4,0.0,0.0,0.0,0.0,0.0
768,29 sept 2020,10,6,8,5,3,4,5,3,4,0.0,0.0,0.0,0.0,0.0
769,30 sept 2020,28,17,18,12,5,5,16,12,13,0.0,0.0,0.0,0.0,0.0
770,1 oct 2020,15,5,8,6,0,3,9,5,5,0.0,0.0,0.0,0.0,0.0
771,2 oct 2020,8,3,4,1,1,1,7,2,3,0.0,0.0,0.0,0.0,0.0
772,3 oct 2020,7,6,7,3,2,3,4,4,4,0.0,0.0,0.0,0.0,0.0
773,4 oct 2020,25,12,16,1,1,1,24,11,15,0.0,0.0,0.0,0.0,0.0
774,5 oct 2020,70,21,28,33,6,10,37,15,18,0.0,0.0,0.0,0.0,0.0
775,6 oct 2020,39,12,24,24,6,13,15,6,11,0.0,0.0,0.0,0.0,0.0
776,7 oct 2020,13,4,8,9,2,5,4,2,3,0.0,0.0,0.0,0.0,0.0
777,8 oct 2020,17,6,11,7,1,4,10,5,7,0.0,0.0,0.0,0.0,0.0
778,9 oct 2020,19,5,7,1,1,1,18,4,6,0.0,0.0,0.0,0.0,0.0
779,10 oct 2020,4,2,3,3,1,2,1,1,1,0.0,0.0,0.0,0.0,0.0
780,11 oct 2020,1,1,1,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0
781,12 oct 2020,14,6,8,11,4,6,3,2,2,0.0,0.0,0.0,0.0,0.0
782,13 oct 2020,40,5,8,11,3,3,29,2,5,0.0,0.0,0.0,0.0,0.0
783,14 oct 2020,16,6,7,9,2,2,7,4,5,0.0,0.0,0.0,0.0,0.0
784,15 oct 2020,274,19,29,39,11,15,235,8,14,0.0,0.0,0.0,0.0,0.0
785,16 oct 2020,25,8,10,8,4,4,17,4,6,0.0,0.0,0.0,0.0,0.0
786,17 oct 2020,25,3,8,7,0,3,13,2,3,5.0,1.0,0.0,0.0,2.0
787,18 oct 2020,5,1,1,5,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0
788,19 oct 2020,15,7,8,4,1,2,11,6,6,0.0,0.0,0.0,0.0,0.0
789,20 oct 2020,5,5,5,0,0,0,5,5,5,0.0,0.0,0.0,0.0,0.0
790,21 oct 2020,32,14,16,17,9,10,15,5,6,0.0,0.0,0.0,0.0,0.0
791,22 oct 2020,22,13,14,17,9,10,5,4,4,0.0,0.0,0.0,0.0,0.0
792,23 oct 2020,11,6,7,8,4,4,3,2,3,0.0,0.0,0.0,0.0,0.0
793,24 oct 2020,7,3,6,5,2,4,2,1,2,0.0,0.0,0.0,0.0,0.0
794,25 oct 2020,4,2,2,0,0,0,4,2,2,0.0,0.0,0.0,0.0,0.0
795,26 oct 2020,15,6,13,6,1,4,9,5,9,0.0,0.0,0.0,0.0,0.0
796,27 oct 2020,55,16,22,36,11,14,19,5,8,0.0,0.0,0.0,0.0,0.0
797,28 oct 2020,60,18,21,48,11,14,12,7,7,0.0,0.0,0.0,0.0,0.0
798,29 oct 2020,50,9,18,12,4,9,38,5,9,0.0,0.0,0.0,0.0,0.0
799,30 oct 2020,10,6,9,8,4,7,2,2,2,0.0,0.0,0.0,0.0,0.0
800,31 oct 2020,15,4,11,8,2,4,7,2,7,0.0,0.0,0.0,0.0,0.0
801,1 nov 2020,6,0,1,6,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
802,2 nov 2020,34,8,13,5,3,5,29,5,8,0.0,0.0,0.0,0.0,0.0
803,3 nov 2020,40,13,18,24,4,9,16,9,9,0.0,0.0,0.0,0.0,0.0
804,4 nov 2020,24,10,18,16,5,12,8,5,6,0.0,0.0,0.0,0.0,0.0
805,5 nov 2020,51,8,19,27,4,12,24,4,7,0.0,0.0,0.0,0.0,0.0
806,6 nov 2020,20,8,11,15,5,7,5,3,4,0.0,0.0,0.0,0.0,0.0
807,7 nov 2020,16,4,8,6,1,3,10,3,5,0.0,0.0,0.0,0.0,0.0
808,8 nov 2020,8,2,5,4,0,3,4,2,2,0.0,0.0,0.0,0.0,0.0
809,9 nov 2020,34,13,20,11,6,8,23,7,12,0.0,0.0,0.0,0.0,0.0
810,10 nov 2020,27,5,9,21,4,5,6,1,4,0.0,0.0,0.0,0.0,0.0
811,11 nov 2020,36,7,16,18,4,10,18,3,6,0.0,0.0,0.0,0.0,0.0
812,12 nov 2020,71,24,35,47,15,22,24,9,13,0.0,0.0,0.0,0.0,0.0
813,13 nov 2020,11,3,6,3,1,2,8,2,4,0.0,0.0,0.0,0.0,0.0
814,14 nov 2020,9,6,9,3,2,3,6,4,6,0.0,0.0,0.0,0.0,0.0
815,15 nov 2020,1,1,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0
816,16 nov 2020,247,30,44,53,26,31,194,4,13,0.0,0.0,0.0,0.0,0.0
817,17 nov 2020,39,28,36,27,20,26,12,8,10,0.0,0.0,0.0,0.0,0.0
818,18 nov 2020,34,12,14,5,5,5,26,7,7,3.0,0.0,0.0,0.0,2.0
819,19 nov 2020,37,17,23,23,14,17,14,3,6,0.0,0.0,0.0,0.0,0.0
820,20 nov 2020,53,18,27,34,14,18,19,4,9,0.0,0.0,0.0,0.0,0.0
821,21 nov 2020,34,5,13,29,1,8,5,4,5,0.0,0.0,0.0,0.0,0.0
822,22 nov 2020,11,1,8,6,0,4,5,1,4,0.0,0.0,0.0,0.0,0.0
823,23 nov 2020,3,3,3,3,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0
824,24 nov 2020,102,41,55,95,37,48,7,4,7,0.0,0.0,0.0,0.0,0.0
825,25 nov 2020,22,4,14,18,1,10,4,3,4,0.0,0.0,0.0,0.0,0.0
826,26 nov 2020,7,4,7,6,3,6,1,1,1,0.0,0.0,0.0,0.0,0.0
827,27 nov 2020,6,5,5,4,3,3,2,2,2,0.0,0.0,0.0,0.0,0.0
828,28 nov 2020,4,4,4,1,1,1,3,3,3,0.0,0.0,0.0,0.0,0.0
829,29 nov 2020,8,4,4,1,1,1,7,3,3,0.0,0.0,0.0,0.0,0.0
830,30 nov 2020,19,10,13,6,2,3,13,8,10,0.0,0.0,0.0,0.0,0.0
831,1 dic 2020,4,2,3,2,0,1,2,2,2,0.0,0.0,0.0,0.0,0.0
832,2 dic 2020,7,3,7,3,2,3,4,1,4,0.0,0.0,0.0,0.0,0.0
833,3 dic 2020,14,5,7,2,1,1,12,4,6,0.0,0.0,0.0,0.0,0.0
834,4 dic 2020,12,4,4,1,1,1,11,3,3,0.0,0.0,0.0,0.0,0.0
835,5 dic 2020,2,2,2,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
836,6 dic 2020,8,2,3,0,0,0,8,2,3,0.0,0.0,0.0,0.0,0.0
837,7 dic 2020,13,5,9,0,0,0,13,5,9,0.0,0.0,0.0,0.0,0.0
838,8 dic 2020,14,9,11,1,1,1,13,8,10,0.0,0.0,0.0,0.0,0.0
839,9 dic 2020,20,8,13,3,2,3,17,6,10,0.0,0.0,0.0,0.0,0.0
840,10 dic 2020,11,7,8,4,3,3,7,4,5,0.0,0.0,0.0,0.0,0.0
841,11 dic 2020,4,3,3,2,1,1,2,2,2,0.0,0.0,0.0,0.0,0.0
842,12 dic 2020,13,7,11,3,2,3,10,5,8,0.0,0.0,0.0,0.0,0.0
843,13 dic 2020,4,4,4,1,1,1,3,3,3,0.0,0.0,0.0,0.0,0.0
844,14 dic 2020,15,2,5,2,0,1,13,2,4,0.0,0.0,0.0,0.0,0.0
845,15 dic 2020,34,11,15,16,9,10,18,2,5,0.0,0.0,0.0,0.0,0.0
846,16 dic 2020,7,5,6,4,3,4,3,2,2,0.0,0.0,0.0,0.0,0.0
847,17 dic 2020,6,4,4,3,2,2,3,2,2,0.0,0.0,0.0,0.0,0.0
848,18 dic 2020,3,2,3,3,2,3,0,0,0,0.0,0.0,0.0,0.0,0.0
849,19 dic 2020,19,5,8,18,5,7,1,0,1,0.0,0.0,0.0,0.0,0.0
850,20 dic 2020,13,6,7,6,5,6,7,1,1,0.0,0.0,0.0,0.0,0.0
851,21 dic 2020,6,2,4,3,2,2,3,0,2,0.0,0.0,0.0,0.0,0.0
852,22 dic 2020,8,5,6,5,3,4,3,2,2,0.0,0.0,0.0,0.0,0.0
853,23 dic 2020,13,4,6,7,2,3,6,2,3,0.0,0.0,0.0,0.0,0.0
854,25 dic 2020,1,0,1,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0
855,26 dic 2020,9,4,8,5,2,5,4,2,3,0.0,0.0,0.0,0.0,0.0
856,27 dic 2020,5,2,2,0,0,0,5,2,2,0.0,0.0,0.0,0.0,0.0
857,28 dic 2020,1,1,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0
858,29 dic 2020,7,5,5,5,3,3,1,1,1,1.0,1.0,0.0,0.0,1.0
859,30 dic 2020,1,1,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0
860,31 dic 2020,8,2,3,1,1,1,7,1,2,0.0,0.0,0.0,0.0,0.0
861,1 ene 2021,2,1,1,2,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0
862,2 ene 2021,6,3,5,2,0,2,4,3,3,0.0,0.0,0.0,0.0,0.0
863,3 ene 2021,11,6,8,8,4,5,3,2,3,0.0,0.0,0.0,0.0,0.0
864,4 ene 2021,19,5,7,4,1,1,15,4,6,0.0,0.0,0.0,0.0,0.0
865,5 ene 2021,1,1,1,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0
866,7 ene 2021,5,3,4,2,2,2,3,1,2,0.0,0.0,0.0,0.0,0.0
867,8 ene 2021,8,6,6,4,4,4,4,2,2,0.0,0.0,0.0,0.0,0.0
868,9 ene 2021,7,4,5,2,1,1,5,3,4,0.0,0.0,0.0,0.0,0.0
869,10 ene 2021,7,5,7,5,3,5,2,2,2,0.0,0.0,0.0,0.0,0.0
870,11 ene 2021,3,3,3,2,2,2,1,1,1,0.0,0.0,0.0,0.0,0.0
871,12 ene 2021,6,3,4,4,2,3,2,1,1,0.0,0.0,0.0,0.0,0.0
872,13 ene 2021,5,4,4,4,3,3,1,1,1,0.0,0.0,0.0,0.0,0.0
873,14 ene 2021,5,5,5,3,3,3,2,2,2,0.0,0.0,0.0,0.0,0.0
874,15 ene 2021,4,2,3,0,0,0,3,2,2,1.0,0.0,0.0,0.0,1.0
875,16 ene 2021,6,2,4,2,1,2,4,1,2,0.0,0.0,0.0,0.0,0.0
876,17 ene 2021,12,4,5,10,2,3,2,2,2,0.0,0.0,0.0,0.0,0.0
877,18 ene 2021,10,9,10,3,2,3,7,7,7,0.0,0.0,0.0,0.0,0.0
878,19 ene 2021,2,1,2,0,0,0,2,1,2,0.0,0.0,0.0,0.0,0.0
879,20 ene 2021,7,4,5,5,3,4,2,1,1,0.0,0.0,0.0,0.0,0.0
880,21 ene 2021,8,2,4,5,0,1,3,2,3,0.0,0.0,0.0,0.0,0.0
881,22 ene 2021,4,3,4,2,1,2,2,2,2,0.0,0.0,0.0,0.0,0.0
882,23 ene 2021,23,9,12,13,3,3,10,6,9,0.0,0.0,0.0,0.0,0.0
883,24 ene 2021,5,3,5,4,2,4,1,1,1,0.0,0.0,0.0,0.0,0.0
884,25 ene 2021,4,4,4,3,3,3,1,1,1,0.0,0.0,0.0,0.0,0.0
885,26 ene 2021,9,6,7,2,1,2,7,5,5,0.0,0.0,0.0,0.0,0.0
886,27 ene 2021,15,11,11,10,6,6,5,5,5,0.0,0.0,0.0,0.0,0.0
887,28 ene 2021,8,2,7,8,2,7,0,0,0,0.0,0.0,0.0,0.0,0.0
888,29 ene 2021,13,6,8,10,4,6,3,2,2,0.0,0.0,0.0,0.0,0.0
889,30 ene 2021,4,2,4,1,0,1,3,2,3,0.0,0.0,0.0,0.0,0.0
890,31 ene 2021,2,1,2,1,1,1,1,0,1,0.0,0.0,0.0,0.0,0.0
891,1 feb 2021,8,8,8,3,3,3,5,5,5,0.0,0.0,0.0,0.0,0.0
892,2 feb 2021,29,2,7,21,1,3,8,1,4,0.0,0.0,0.0,0.0,0.0
893,3 feb 2021,3,3,3,1,1,1,2,2,2,0.0,0.0,0.0,0.0,0.0
894,4 feb 2021,24,9,9,4,3,3,20,6,6,0.0,0.0,0.0,0.0,0.0
895,5 feb 2021,6,4,6,6,4,6,0,0,0,0.0,0.0,0.0,0.0,0.0
896,6 feb 2021,11,5,6,8,3,3,3,2,3,0.0,0.0,0.0,0.0,0.0
897,8 feb 2021,37,12,16,11,7,8,26,5,8,0.0,0.0,0.0,0.0,0.0
898,9 feb 2021,24,10,13,8,5,6,16,5,7,0.0,0.0,0.0,0.0,0.0
899,10 feb 2021,7,6,7,2,2,2,5,4,5,0.0,0.0,0.0,0.0,0.0
900,11 feb 2021,9,8,8,7,6,6,2,2,2,0.0,0.0,0.0,0.0,0.0
901,12 feb 2021,14,9,11,7,7,7,7,2,4,0.0,0.0,0.0,0.0,0.0
902,13 feb 2021,13,5,8,2,2,2,11,3,6,0.0,0.0,0.0,0.0,0.0
903,14 feb 2021,11,6,8,2,1,2,9,5,6,0.0,0.0,0.0,0.0,0.0
904,15 feb 2021,15,6,6,3,3,3,11,2,2,1.0,1.0,0.0,0.0,1.0
905,16 feb 2021,3,3,3,1,1,1,2,2,2,0.0,0.0,0.0,0.0,0.0
906,17 feb 2021,12,6,7,1,1,1,11,5,6,0.0,0.0,0.0,0.0,0.0
907,18 feb 2021,22,7,7,5,3,3,17,4,4,0.0,0.0,0.0,0.0,0.0
908,19 feb 2021,9,3,8,2,2,2,7,1,6,0.0,0.0,0.0,0.0,0.0
909,20 feb 2021,6,3,6,1,1,1,5,2,5,0.0,0.0,0.0,0.0,0.0
910,21 feb 2021,13,6,11,9,6,7,4,0,4,0.0,0.0,0.0,0.0,0.0
911,22 feb 2021,34,16,30,21,12,18,13,4,12,0.0,0.0,0.0,0.0,0.0
912,23 feb 2021,78,35,54,39,21,28,39,14,26,0.0,0.0,0.0,0.0,0.0
913,24 feb 2021,126,20,40,30,11,18,96,9,22,0.0,0.0,0.0,0.0,0.0
914,25 feb 2021,146,43,56,122,32,38,24,11,18,0.0,0.0,0.0,0.0,0.0
915,26 feb 2021,165,22,37,49,14,21,116,8,16,0.0,0.0,0.0,0.0,0.0
916,27 feb 2021,18,2,7,13,0,3,5,2,4,0.0,0.0,0.0,0.0,0.0
917,28 feb 2021,7,4,6,4,2,3,3,2,3,0.0,0.0,0.0,0.0,0.0
918,1 mar 2021,186,16,29,27,5,11,159,11,18,0.0,0.0,0.0,0.0,0.0
919,2 mar 2021,65,15,22,15,5,8,50,10,14,0.0,0.0,0.0,0.0,0.0
920,3 mar 2021,28,7,16,11,5,7,17,2,9,0.0,0.0,0.0,0.0,0.0
921,4 mar 2021,70,25,35,30,17,23,38,6,10,2.0,2.0,0.0,0.0,2.0
922,5 mar 2021,55,16,28,38,13,17,17,3,11,0.0,0.0,0.0,0.0,0.0
923,6 mar 2021,21,4,10,15,1,5,6,3,5,0.0,0.0,0.0,0.0,0.0
924,7 mar 2021,15,5,9,8,2,3,7,3,6,0.0,0.0,0.0,0.0,0.0
925,8 mar 2021,39,8,16,10,4,5,29,4,11,0.0,0.0,0.0,0.0,0.0
926,9 mar 2021,150,30,47,87,23,30,63,7,17,0.0,0.0,0.0,0.0,0.0
927,10 mar 2021,27,9,15,14,4,7,13,5,8,0.0,0.0,0.0,0.0,0.0
928,11 mar 2021,15,9,12,3,3,3,12,6,9,0.0,0.0,0.0,0.0,0.0
929,12 mar 2021,25,10,14,16,6,7,9,4,7,0.0,0.0,0.0,0.0,0.0
930,13 mar 2021,12,4,7,9,3,4,3,1,3,0.0,0.0,0.0,0.0,0.0
931,14 mar 2021,28,5,14,25,5,11,3,0,3,0.0,0.0,0.0,0.0,0.0
932,15 mar 2021,69,15,25,14,7,9,55,8,16,0.0,0.0,0.0,0.0,0.0
933,16 mar 2021,24,10,17,4,1,3,20,9,14,0.0,0.0,0.0,0.0,0.0
934,17 mar 2021,23,11,18,14,7,10,9,4,8,0.0,0.0,0.0,0.0,0.0
935,18 mar 2021,23,5,14,18,3,9,5,2,5,0.0,0.0,0.0,0.0,0.0
936,19 mar 2021,9,4,6,3,2,3,6,2,3,0.0,0.0,0.0,0.0,0.0
