Fecha,País,Número de vistas de página
17 ene 2021,Canada,1
17 ene 2021,Argentina,6
18 ene 2021,Spain,1
18 ene 2021,United States,1
18 ene 2021,Colombia,1
18 ene 2021,Argentina,7
19 ene 2021,Argentina,2
20 ene 2021,Chile,2
20 ene 2021,Argentina,4
20 ene 2021,United States,1
21 ene 2021,Argentina,8
22 ene 2021,Argentina,3
22 ene 2021,Germany,1
23 ene 2021,Argentina,22
23 ene 2021,Peru,1
24 ene 2021,Brazil,1
24 ene 2021,United States,1
24 ene 2021,Argentina,3
25 ene 2021,Argentina,4
26 ene 2021,Argentina,9
27 ene 2021,Argentina,11
27 ene 2021,United States,4
28 ene 2021,Argentina,8
29 ene 2021,Argentina,10
29 ene 2021,Spain,3
30 ene 2021,Argentina,4
31 ene 2021,Argentina,2
1 feb 2021,Spain,1
1 feb 2021,Mexico,1
1 feb 2021,Argentina,4
1 feb 2021,Germany,1
1 feb 2021,Somalia,1
2 feb 2021,Argentina,29
3 feb 2021,Argentina,3
4 feb 2021,Argentina,16
4 feb 2021,Colombia,7
4 feb 2021,Mexico,1
5 feb 2021,Spain,2
5 feb 2021,Argentina,4
6 feb 2021,Argentina,9
6 feb 2021,United States,1
6 feb 2021,United Kingdom,1
8 feb 2021,Paraguay,1
8 feb 2021,Brazil,1
8 feb 2021,United States,1
8 feb 2021,Argentina,34
9 feb 2021,Argentina,22
9 feb 2021,Brazil,1
9 feb 2021,Paraguay,1
10 feb 2021,Peru,1
10 feb 2021,Argentina,5
10 feb 2021,United States,1
11 feb 2021,Argentina,9
12 feb 2021,United States,4
12 feb 2021,Venezuela,1
12 feb 2021,Argentina,9
13 feb 2021,Argentina,12
13 feb 2021,Mexico,1
14 feb 2021,Colombia,4
14 feb 2021,Argentina,7
15 feb 2021,Mexico,1
15 feb 2021,Argentina,14
16 feb 2021,Argentina,3
17 feb 2021,Argentina,12
18 feb 2021,Argentina,22
19 feb 2021,Argentina,9
20 feb 2021,Argentina,6
21 feb 2021,Bolivia,1
21 feb 2021,Argentina,11
21 feb 2021,United States,1
22 feb 2021,Argentina,30
22 feb 2021,United States,4
23 feb 2021,(not set),1
23 feb 2021,Paraguay,1
23 feb 2021,United States,1
23 feb 2021,Argentina,75
24 feb 2021,Argentina,126
25 feb 2021,United States,2
25 feb 2021,Argentina,143
25 feb 2021,Paraguay,1
26 feb 2021,Argentina,165
27 feb 2021,Argentina,18
28 feb 2021,Argentina,7
1 mar 2021,Ecuador,1
1 mar 2021,Uruguay,5
1 mar 2021,Argentina,178
1 mar 2021,United States,2
2 mar 2021,Argentina,64
2 mar 2021,Türkiye,1
3 mar 2021,Argentina,28
4 mar 2021,Mexico,1
4 mar 2021,United States,3
4 mar 2021,(not set),1
4 mar 2021,Argentina,65
5 mar 2021,Uruguay,2
5 mar 2021,Argentina,51
5 mar 2021,Ecuador,2
6 mar 2021,Argentina,19
6 mar 2021,Uruguay,2
7 mar 2021,Peru,2
7 mar 2021,Argentina,6
7 mar 2021,United States,7
8 mar 2021,Argentina,37
8 mar 2021,Paraguay,2
9 mar 2021,Argentina,149
9 mar 2021,Paraguay,1
10 mar 2021,United States,2
10 mar 2021,Spain,2
10 mar 2021,Argentina,23
11 mar 2021,Argentina,13
11 mar 2021,United States,2
12 mar 2021,United States,1
12 mar 2021,Argentina,24
13 mar 2021,Argentina,11
13 mar 2021,Mexico,1
14 mar 2021,Argentina,28
15 mar 2021,Argentina,66
15 mar 2021,United States,3
16 mar 2021,Mexico,1
16 mar 2021,Argentina,23
17 mar 2021,Argentina,23
18 mar 2021,United States,1
18 mar 2021,Argentina,22
19 mar 2021,Argentina,9
20 mar 2021,Argentina,8
20 mar 2021,Venezuela,2
21 mar 2021,Argentina,4
21 mar 2021,United States,1
22 mar 2021,Argentina,23
23 mar 2021,Argentina,21
24 mar 2021,Argentina,26
24 mar 2021,United States,1
25 mar 2021,United States,7
25 mar 2021,Mexico,5
25 mar 2021,Spain,3
25 mar 2021,Peru,1
25 mar 2021,Argentina,18
26 mar 2021,Argentina,16
26 mar 2021,Germany,1
27 mar 2021,Argentina,12
27 mar 2021,Paraguay,2
28 mar 2021,United States,10
28 mar 2021,Argentina,8
29 mar 2021,United States,2
29 mar 2021,Argentina,32
30 mar 2021,Paraguay,6
30 mar 2021,Argentina,7
30 mar 2021,Peru,1
31 mar 2021,Argentina,23
31 mar 2021,Germany,1
1 abr 2021,Argentina,11
2 abr 2021,Argentina,14
3 abr 2021,Argentina,12
4 abr 2021,United States,1
4 abr 2021,China,1
4 abr 2021,Argentina,4
5 abr 2021,United States,1
5 abr 2021,Brazil,1
5 abr 2021,Argentina,15
6 abr 2021,Argentina,16
6 abr 2021,(not set),1
7 abr 2021,Argentina,11
7 abr 2021,Mexico,1
8 abr 2021,Argentina,27
8 abr 2021,(not set),1
9 abr 2021,Brazil,15
9 abr 2021,Argentina,21
9 abr 2021,United States,2
9 abr 2021,Canada,1
10 abr 2021,Argentina,13
11 abr 2021,France,1
11 abr 2021,Argentina,30
12 abr 2021,Argentina,33
13 abr 2021,Mexico,1
13 abr 2021,Argentina,20
14 abr 2021,Mexico,1
14 abr 2021,Argentina,58
15 abr 2021,Uruguay,5
15 abr 2021,Argentina,32
15 abr 2021,Mexico,1
16 abr 2021,Peru,1
16 abr 2021,Argentina,11
17 abr 2021,Argentina,9
17 abr 2021,Paraguay,1
17 abr 2021,Brazil,1
18 abr 2021,Spain,1
18 abr 2021,Argentina,7
19 abr 2021,Ecuador,8
19 abr 2021,Argentina,19
19 abr 2021,France,1
19 abr 2021,Uruguay,1
19 abr 2021,Colombia,1
20 abr 2021,Peru,2
20 abr 2021,Argentina,40
21 abr 2021,Argentina,40
21 abr 2021,United States,1
21 abr 2021,Mexico,1
22 abr 2021,Argentina,26
22 abr 2021,Spain,1
23 abr 2021,Mexico,2
23 abr 2021,Germany,6
23 abr 2021,Argentina,31
23 abr 2021,Ukraine,1
24 abr 2021,Argentina,25
25 abr 2021,Argentina,18
25 abr 2021,Spain,2
26 abr 2021,Cuba,2
26 abr 2021,Argentina,16
26 abr 2021,United States,1
27 abr 2021,Argentina,19
28 abr 2021,Argentina,23
29 abr 2021,Pakistan,1
29 abr 2021,Argentina,16
29 abr 2021,United States,3
29 abr 2021,Australia,1
30 abr 2021,Argentina,32
1 may 2021,Argentina,12
2 may 2021,Argentina,7
2 may 2021,China,1
3 may 2021,Paraguay,1
3 may 2021,Argentina,20
4 may 2021,Peru,1
4 may 2021,Argentina,30
5 may 2021,Uruguay,2
5 may 2021,Argentina,38
6 may 2021,Argentina,54
6 may 2021,Uruguay,2
7 may 2021,Argentina,17
8 may 2021,Argentina,10
8 may 2021,Paraguay,1
9 may 2021,Brazil,1
9 may 2021,United States,4
9 may 2021,Argentina,10
10 may 2021,Argentina,32
11 may 2021,Argentina,11
11 may 2021,Paraguay,1
12 may 2021,Argentina,27
13 may 2021,Colombia,1
13 may 2021,Argentina,19
13 may 2021,Uruguay,1
14 may 2021,Argentina,25
15 may 2021,Argentina,13
15 may 2021,Mexico,1
15 may 2021,Uruguay,2
15 may 2021,United States,2
16 may 2021,Argentina,16
16 may 2021,Mexico,1
17 may 2021,Argentina,11
17 may 2021,Chile,1
18 may 2021,Argentina,12
18 may 2021,Mexico,1
19 may 2021,Mexico,1
19 may 2021,Argentina,131
19 may 2021,Brazil,1
20 may 2021,Argentina,29
21 may 2021,Argentina,29
22 may 2021,Argentina,20
22 may 2021,Japan,1
22 may 2021,Brazil,3
22 may 2021,Chile,2
23 may 2021,Mexico,1
23 may 2021,Argentina,9
24 may 2021,Argentina,8
25 may 2021,Argentina,7
25 may 2021,United States,3
26 may 2021,Argentina,69
27 may 2021,Canada,1
27 may 2021,Argentina,23
28 may 2021,Argentina,39
29 may 2021,Argentina,8
29 may 2021,Mexico,1
30 may 2021,Canada,1
30 may 2021,Paraguay,1
30 may 2021,Argentina,21
31 may 2021,Argentina,56
1 jun 2021,Egypt,1
1 jun 2021,Argentina,41
1 jun 2021,Denmark,1
1 jun 2021,Mexico,4
2 jun 2021,Argentina,72
3 jun 2021,Nicaragua,1
3 jun 2021,Argentina,31
3 jun 2021,Japan,4
3 jun 2021,Mexico,1
4 jun 2021,Argentina,15
5 jun 2021,Saudi Arabia,1
5 jun 2021,Argentina,8
5 jun 2021,Brazil,1
6 jun 2021,Paraguay,1
6 jun 2021,United States,1
6 jun 2021,Argentina,7
7 jun 2021,Argentina,41
7 jun 2021,Paraguay,12
8 jun 2021,Argentina,21
9 jun 2021,Chile,1
9 jun 2021,Argentina,100
10 jun 2021,Argentina,37
11 jun 2021,Argentina,26
12 jun 2021,Argentina,19
12 jun 2021,United States,6
13 jun 2021,Argentina,4
13 jun 2021,Paraguay,1
14 jun 2021,Mexico,1
14 jun 2021,Brazil,14
14 jun 2021,Argentina,48
15 jun 2021,Brazil,1
15 jun 2021,Argentina,84
15 jun 2021,Paraguay,1
16 jun 2021,Argentina,20
17 jun 2021,United States,1
17 jun 2021,Argentina,68
18 jun 2021,United States,1
18 jun 2021,Argentina,22
19 jun 2021,Argentina,12
20 jun 2021,Argentina,6
21 jun 2021,Argentina,15
22 jun 2021,Argentina,75
22 jun 2021,Colombia,1
22 jun 2021,Paraguay,1
23 jun 2021,Argentina,91
23 jun 2021,United States,1
24 jun 2021,Argentina,13
25 jun 2021,United States,10
25 jun 2021,Argentina,30
25 jun 2021,Mexico,1
26 jun 2021,Argentina,15
26 jun 2021,Brazil,1
27 jun 2021,Bolivia,2
27 jun 2021,Canada,1
27 jun 2021,China,1
27 jun 2021,Argentina,114
28 jun 2021,Argentina,37
29 jun 2021,Argentina,74
29 jun 2021,Spain,1
29 jun 2021,Peru,2
30 jun 2021,Argentina,91
30 jun 2021,Mexico,2
30 jun 2021,Brazil,4
1 jul 2021,United States,2
1 jul 2021,Argentina,76
1 jul 2021,Peru,1
1 jul 2021,Mexico,1
2 jul 2021,United States,1
2 jul 2021,Argentina,29
3 jul 2021,Argentina,19
4 jul 2021,Paraguay,6
4 jul 2021,United States,1
4 jul 2021,Argentina,3
5 jul 2021,United States,6
5 jul 2021,Argentina,15
6 jul 2021,Paraguay,3
6 jul 2021,United States,4
6 jul 2021,Chile,1
6 jul 2021,Argentina,18
6 jul 2021,Ireland,1
7 jul 2021,United States,10
7 jul 2021,Mexico,1
7 jul 2021,Argentina,62
7 jul 2021,Colombia,8
8 jul 2021,Ireland,3
8 jul 2021,Mexico,1
8 jul 2021,United States,2
8 jul 2021,Sweden,1
8 jul 2021,Argentina,31
9 jul 2021,United States,1
9 jul 2021,China,1
9 jul 2021,Argentina,13
10 jul 2021,United States,1
10 jul 2021,Uruguay,1
10 jul 2021,Argentina,20
11 jul 2021,Argentina,4
11 jul 2021,Brazil,2
12 jul 2021,Bolivia,2
12 jul 2021,United States,2
12 jul 2021,Argentina,15
13 jul 2021,Peru,4
13 jul 2021,Argentina,14
13 jul 2021,Mexico,1
14 jul 2021,(not set),5
14 jul 2021,Argentina,20
15 jul 2021,Iran,1
15 jul 2021,Argentina,6
15 jul 2021,Spain,1
15 jul 2021,Uruguay,2
16 jul 2021,Argentina,19
16 jul 2021,Venezuela,1
17 jul 2021,Argentina,10
18 jul 2021,Peru,1
18 jul 2021,Argentina,3
19 jul 2021,Argentina,11
19 jul 2021,Venezuela,7
20 jul 2021,Peru,1
20 jul 2021,United States,1
20 jul 2021,Argentina,5
21 jul 2021,Argentina,6
21 jul 2021,Mexico,4
21 jul 2021,United States,1
22 jul 2021,Argentina,2
23 jul 2021,Argentina,2
24 jul 2021,United States,1
24 jul 2021,Argentina,3
25 jul 2021,Argentina,9
25 jul 2021,Mexico,2
26 jul 2021,United States,10
26 jul 2021,Argentina,7
27 jul 2021,Argentina,32
28 jul 2021,Brazil,3
28 jul 2021,Argentina,14
28 jul 2021,United States,1
29 jul 2021,United States,20
29 jul 2021,Argentina,16
30 jul 2021,Argentina,11
31 jul 2021,Argentina,16
1 ago 2021,Argentina,3
2 ago 2021,Argentina,21
3 ago 2021,Brazil,3
3 ago 2021,Indonesia,1
3 ago 2021,Argentina,3
3 ago 2021,Mexico,1
4 ago 2021,Argentina,35
5 ago 2021,Hong Kong,1
5 ago 2021,Argentina,66
6 ago 2021,United States,12
6 ago 2021,Argentina,156
7 ago 2021,Argentina,5
8 ago 2021,Argentina,18
9 ago 2021,Argentina,44
10 ago 2021,Argentina,208
10 ago 2021,Spain,4
11 ago 2021,Argentina,46
12 ago 2021,Argentina,41
13 ago 2021,United States,10
13 ago 2021,Argentina,51
13 ago 2021,(not set),5
13 ago 2021,Peru,1
14 ago 2021,Argentina,8
15 ago 2021,Mexico,1
15 ago 2021,Sweden,1
15 ago 2021,Argentina,2
16 ago 2021,Japan,7
16 ago 2021,Argentina,25
16 ago 2021,Chile,2
16 ago 2021,United States,1
17 ago 2021,Argentina,14
17 ago 2021,Brazil,7
17 ago 2021,Japan,1
18 ago 2021,Peru,2
18 ago 2021,Mexico,1
18 ago 2021,Argentina,53
18 ago 2021,United States,10
18 ago 2021,Brazil,2
18 ago 2021,Ireland,1
18 ago 2021,Spain,7
19 ago 2021,Mexico,1
19 ago 2021,Argentina,24
20 ago 2021,Benin,1
20 ago 2021,Argentina,22
21 ago 2021,Argentina,42
21 ago 2021,Ireland,1
22 ago 2021,Argentina,25
23 ago 2021,Argentina,14
23 ago 2021,Spain,2
23 ago 2021,Brazil,1
24 ago 2021,Argentina,44
25 ago 2021,Argentina,92
26 ago 2021,United States,10
26 ago 2021,Mexico,1
26 ago 2021,Dominican Republic,1
26 ago 2021,Argentina,135
27 ago 2021,United States,3
27 ago 2021,Argentina,17
28 ago 2021,United States,1
28 ago 2021,Argentina,9
29 ago 2021,Argentina,5
30 ago 2021,Argentina,25
30 ago 2021,Mexico,1
31 ago 2021,Spain,4
31 ago 2021,Argentina,57
31 ago 2021,Paraguay,1
31 ago 2021,India,1
1 sept 2021,United States,8
1 sept 2021,Argentina,61
2 sept 2021,Argentina,105
2 sept 2021,Ecuador,3
3 sept 2021,Argentina,26
4 sept 2021,Mexico,1
4 sept 2021,Argentina,20
5 sept 2021,Argentina,2
6 sept 2021,Mexico,1
6 sept 2021,Argentina,32
6 sept 2021,United States,1
7 sept 2021,Argentina,17
8 sept 2021,Argentina,64
8 sept 2021,United States,8
8 sept 2021,Mexico,2
9 sept 2021,Colombia,1
9 sept 2021,United Kingdom,1
9 sept 2021,Uruguay,1
9 sept 2021,Argentina,79
9 sept 2021,Sweden,1
10 sept 2021,Argentina,52
11 sept 2021,Argentina,15
12 sept 2021,Argentina,12
12 sept 2021,Colombia,1
13 sept 2021,Argentina,14
13 sept 2021,United States,3
14 sept 2021,Paraguay,5
14 sept 2021,Argentina,121
15 sept 2021,Argentina,109
16 sept 2021,Argentina,37
16 sept 2021,Colombia,1
16 sept 2021,Mexico,1
17 sept 2021,Argentina,34
18 sept 2021,Argentina,7
18 sept 2021,United States,1
19 sept 2021,Argentina,10
19 sept 2021,United States,8
19 sept 2021,Mexico,1
20 sept 2021,Argentina,48
20 sept 2021,United Kingdom,1
21 sept 2021,Mexico,2
21 sept 2021,Argentina,21
22 sept 2021,United States,8
22 sept 2021,Argentina,56
23 sept 2021,United States,1
23 sept 2021,Argentina,40
24 sept 2021,Argentina,8
25 sept 2021,Argentina,21
25 sept 2021,Brazil,2
26 sept 2021,Argentina,8
26 sept 2021,United States,1
27 sept 2021,United States,3
27 sept 2021,Argentina,126
27 sept 2021,Indonesia,3
28 sept 2021,United States,6
28 sept 2021,Argentina,48
29 sept 2021,Spain,2
29 sept 2021,Paraguay,1
29 sept 2021,Argentina,38
29 sept 2021,China,1
29 sept 2021,United States,10
30 sept 2021,United States,2
30 sept 2021,Peru,1
30 sept 2021,Colombia,1
30 sept 2021,Mexico,1
30 sept 2021,Argentina,17
1 oct 2021,Argentina,69
1 oct 2021,United States,1
1 oct 2021,Germany,1
2 oct 2021,Argentina,8
3 oct 2021,Argentina,18
4 oct 2021,Argentina,113
4 oct 2021,Brazil,1
4 oct 2021,United States,3
5 oct 2021,United States,1
5 oct 2021,India,1
5 oct 2021,Argentina,28
6 oct 2021,Argentina,138
6 oct 2021,United States,1
6 oct 2021,Sweden,1
7 oct 2021,Argentina,63
8 oct 2021,Argentina,38
9 oct 2021,Argentina,10
9 oct 2021,United States,1
9 oct 2021,Chile,1
10 oct 2021,Spain,3
10 oct 2021,Argentina,13
11 oct 2021,Argentina,19
12 oct 2021,Argentina,29
12 oct 2021,Peru,1
12 oct 2021,China,1
12 oct 2021,Paraguay,3
12 oct 2021,Spain,5
13 oct 2021,United States,1
13 oct 2021,Mexico,1
13 oct 2021,Argentina,104
14 oct 2021,United States,3
14 oct 2021,Argentina,42
15 oct 2021,Argentina,25
16 oct 2021,Argentina,5
17 oct 2021,Argentina,21
17 oct 2021,China,1
17 oct 2021,Spain,1
18 oct 2021,Argentina,87
19 oct 2021,China,1
19 oct 2021,United States,1
19 oct 2021,Ecuador,1
19 oct 2021,Argentina,92
19 oct 2021,Mexico,1
20 oct 2021,Argentina,46
20 oct 2021,India,1
20 oct 2021,United States,4
21 oct 2021,Argentina,51
21 oct 2021,United States,1
21 oct 2021,Sweden,1
21 oct 2021,Ireland,4
21 oct 2021,Spain,2
22 oct 2021,United States,1
22 oct 2021,Argentina,10
22 oct 2021,Ecuador,1
23 oct 2021,Argentina,13
23 oct 2021,China,1
24 oct 2021,Argentina,11
24 oct 2021,China,1
24 oct 2021,Brazil,3
24 oct 2021,Mexico,3
25 oct 2021,Argentina,160
25 oct 2021,United Kingdom,1
26 oct 2021,Argentina,103
27 oct 2021,United States,1
27 oct 2021,Argentina,92
27 oct 2021,Brazil,1
27 oct 2021,Indonesia,2
28 oct 2021,Colombia,2
28 oct 2021,Spain,2
28 oct 2021,Peru,1
28 oct 2021,Argentina,33
29 oct 2021,United States,1
29 oct 2021,Argentina,22
30 oct 2021,Argentina,14
30 oct 2021,United States,1
31 oct 2021,United States,1
31 oct 2021,Argentina,3
1 nov 2021,China,1
1 nov 2021,Indonesia,1
1 nov 2021,Singapore,1
1 nov 2021,Argentina,30
2 nov 2021,Spain,2
2 nov 2021,Argentina,10
3 nov 2021,United States,1
3 nov 2021,Argentina,23
4 nov 2021,United States,3
4 nov 2021,China,1
4 nov 2021,Indonesia,2
4 nov 2021,Spain,2
4 nov 2021,Peru,1
4 nov 2021,Argentina,48
5 nov 2021,Argentina,15
5 nov 2021,China,1
6 nov 2021,Brazil,2
6 nov 2021,Argentina,17
7 nov 2021,Panama,2
7 nov 2021,Argentina,4
8 nov 2021,Argentina,16
8 nov 2021,United States,1
9 nov 2021,Argentina,16
9 nov 2021,Brazil,2
10 nov 2021,Argentina,17
10 nov 2021,China,1
11 nov 2021,Argentina,18
11 nov 2021,Costa Rica,1
11 nov 2021,United States,1
12 nov 2021,Ireland,1
12 nov 2021,Argentina,10
12 nov 2021,United States,1
13 nov 2021,Argentina,11
14 nov 2021,Argentina,8
15 nov 2021,United States,1
15 nov 2021,Argentina,28
16 nov 2021,Argentina,11
17 nov 2021,United States,2
17 nov 2021,Ireland,1
17 nov 2021,China,2
17 nov 2021,Argentina,67
18 nov 2021,Chile,1
18 nov 2021,United States,2
18 nov 2021,Argentina,11
18 nov 2021,Sweden,1
18 nov 2021,Ireland,1
19 nov 2021,United States,1
19 nov 2021,China,1
19 nov 2021,Argentina,19
20 nov 2021,Argentina,12
21 nov 2021,Argentina,3
22 nov 2021,Argentina,11
22 nov 2021,Nicaragua,1
23 nov 2021,Argentina,78
23 nov 2021,United States,1
24 nov 2021,Mexico,1
24 nov 2021,Argentina,47
24 nov 2021,United States,1
24 nov 2021,Sweden,1
24 nov 2021,China,1
25 nov 2021,United States,3
25 nov 2021,Argentina,78
26 nov 2021,Papua New Guinea,1
26 nov 2021,China,1
26 nov 2021,Argentina,9
26 nov 2021,Mexico,1
27 nov 2021,Ireland,1
27 nov 2021,Argentina,8
28 nov 2021,Argentina,12
29 nov 2021,Sweden,1
29 nov 2021,Argentina,7
29 nov 2021,United States,1
30 nov 2021,Argentina,190
30 nov 2021,United States,4
30 nov 2021,Colombia,1
30 nov 2021,Chile,15
1 dic 2021,Spain,1
1 dic 2021,Sweden,1
1 dic 2021,United States,2
1 dic 2021,Argentina,39
1 dic 2021,China,1
2 dic 2021,Ireland,1
2 dic 2021,Argentina,75
2 dic 2021,United States,2
3 dic 2021,Argentina,28
3 dic 2021,United States,1
3 dic 2021,Honduras,3
4 dic 2021,Argentina,16
4 dic 2021,United States,3
5 dic 2021,Argentina,9
6 dic 2021,Singapore,2
6 dic 2021,Argentina,47
7 dic 2021,Argentina,22
7 dic 2021,United States,8
7 dic 2021,Spain,3
8 dic 2021,United States,1
8 dic 2021,Argentina,2
8 dic 2021,Honduras,2
9 dic 2021,Spain,1
9 dic 2021,Argentina,14
9 dic 2021,Brazil,1
10 dic 2021,United States,3
10 dic 2021,Argentina,4
11 dic 2021,Argentina,12
12 dic 2021,Argentina,5
13 dic 2021,Argentina,62
13 dic 2021,Brazil,3
14 dic 2021,Argentina,8
15 dic 2021,Argentina,15
16 dic 2021,Argentina,3
16 dic 2021,United States,1
16 dic 2021,Indonesia,1
17 dic 2021,Sweden,1
17 dic 2021,Spain,1
17 dic 2021,Argentina,4
18 dic 2021,Germany,1
18 dic 2021,Argentina,5
18 dic 2021,United States,1
19 dic 2021,Argentina,4
20 dic 2021,Ireland,1
20 dic 2021,Argentina,7
20 dic 2021,Sweden,1
21 dic 2021,Argentina,3
21 dic 2021,Ecuador,5
22 dic 2021,Argentina,7
23 dic 2021,Argentina,5
23 dic 2021,China,2
23 dic 2021,Venezuela,1
24 dic 2021,Argentina,5
25 dic 2021,Argentina,3
25 dic 2021,China,1
26 dic 2021,Ireland,1
27 dic 2021,Argentina,9
27 dic 2021,China,2
27 dic 2021,United States,1
28 dic 2021,Argentina,1
29 dic 2021,Argentina,7
29 dic 2021,United States,1
29 dic 2021,Sweden,1
30 dic 2021,Argentina,5
31 dic 2021,United States,1
31 dic 2021,Nicaragua,1
31 dic 2021,Argentina,1
31 dic 2021,Sweden,1
1 ene 2022,United States,2
1 ene 2022,Argentina,2
1 ene 2022,China,2
2 ene 2022,China,1
2 ene 2022,Sweden,1
2 ene 2022,United States,1
2 ene 2022,Argentina,1
3 ene 2022,Argentina,3
4 ene 2022,Argentina,8
4 ene 2022,China,3
4 ene 2022,Brazil,1
5 ene 2022,United States,1
5 ene 2022,Argentina,9
6 ene 2022,Argentina,5
6 ene 2022,China,2
6 ene 2022,United States,2
7 ene 2022,Argentina,1
8 ene 2022,Argentina,1
8 ene 2022,Peru,1
8 ene 2022,China,2
9 ene 2022,Argentina,24
9 ene 2022,United States,2
10 ene 2022,Argentina,5
10 ene 2022,Mexico,2
10 ene 2022,Ireland,1
10 ene 2022,China,1
11 ene 2022,Argentina,1
11 ene 2022,United States,2
11 ene 2022,China,1
12 ene 2022,Argentina,6
12 ene 2022,United States,1
13 ene 2022,Argentina,2
13 ene 2022,United States,1
13 ene 2022,Paraguay,2
13 ene 2022,Brazil,1
14 ene 2022,China,1
14 ene 2022,Spain,1
14 ene 2022,Argentina,2
15 ene 2022,China,1
15 ene 2022,United States,1
15 ene 2022,Argentina,3
16 ene 2022,Argentina,1
16 ene 2022,Ireland,2
16 ene 2022,United States,3
17 ene 2022,Argentina,13
17 ene 2022,Mexico,1
17 ene 2022,United States,2
17 ene 2022,Ireland,1
17 ene 2022,France,1
18 ene 2022,Argentina,1
18 ene 2022,Germany,1
18 ene 2022,Uruguay,1
19 ene 2022,China,1
19 ene 2022,Ireland,1
19 ene 2022,Argentina,3
19 ene 2022,Peru,1
19 ene 2022,United States,1
20 ene 2022,United States,1
20 ene 2022,Argentina,6
20 ene 2022,Sweden,1
20 ene 2022,China,2
21 ene 2022,Argentina,10
21 ene 2022,Ireland,2
22 ene 2022,Argentina,1
22 ene 2022,Ireland,1
23 ene 2022,United States,2
23 ene 2022,Argentina,2
23 ene 2022,China,1
24 ene 2022,Argentina,1
24 ene 2022,Ireland,1
25 ene 2022,Sweden,1
25 ene 2022,Ireland,1
25 ene 2022,China,1
25 ene 2022,Argentina,7
26 ene 2022,Ireland,1
26 ene 2022,United States,4
26 ene 2022,Argentina,6
27 ene 2022,China,2
27 ene 2022,United States,1
28 ene 2022,Argentina,2
29 ene 2022,Argentina,4
30 ene 2022,Argentina,2
30 ene 2022,China,1
30 ene 2022,Paraguay,1
30 ene 2022,Venezuela,3
30 ene 2022,Mexico,2
31 ene 2022,Argentina,1
31 ene 2022,China,1
31 ene 2022,Panama,2
1 feb 2022,Germany,1
1 feb 2022,Argentina,5
1 feb 2022,Switzerland,3
1 feb 2022,Panama,1
2 feb 2022,Poland,1
2 feb 2022,Colombia,1
2 feb 2022,Argentina,11
2 feb 2022,China,2
3 feb 2022,Argentina,5
4 feb 2022,Colombia,1
4 feb 2022,Argentina,2
5 feb 2022,Uruguay,1
5 feb 2022,United States,2
5 feb 2022,Argentina,2
5 feb 2022,China,2
6 feb 2022,Venezuela,1
6 feb 2022,Chile,1
6 feb 2022,Argentina,1
6 feb 2022,United States,1
7 feb 2022,Cuba,6
7 feb 2022,Argentina,6
7 feb 2022,China,2
8 feb 2022,Argentina,12
9 feb 2022,Argentina,2
9 feb 2022,Canada,1
9 feb 2022,China,1
9 feb 2022,United States,1
10 feb 2022,Guatemala,1
10 feb 2022,Argentina,14
10 feb 2022,United Kingdom,1
10 feb 2022,United States,3
11 feb 2022,Argentina,8
11 feb 2022,Spain,1
11 feb 2022,China,2
11 feb 2022,Brazil,1
11 feb 2022,Mexico,1
12 feb 2022,Argentina,4
13 feb 2022,Argentina,1
13 feb 2022,China,2
14 feb 2022,China,1
14 feb 2022,Ecuador,1
14 feb 2022,United States,1
14 feb 2022,Uruguay,1
14 feb 2022,Argentina,14
15 feb 2022,Argentina,10
15 feb 2022,United States,5
15 feb 2022,Germany,1
16 feb 2022,Argentina,12
17 feb 2022,China,1
17 feb 2022,Mexico,1
17 feb 2022,Argentina,8
18 feb 2022,Argentina,3
18 feb 2022,Spain,1
19 feb 2022,Israel,1
19 feb 2022,Argentina,5
19 feb 2022,Spain,1
20 feb 2022,Argentina,4
21 feb 2022,China,1
21 feb 2022,Argentina,17
22 feb 2022,Argentina,10
22 feb 2022,United States,1
23 feb 2022,Argentina,12
23 feb 2022,China,1
24 feb 2022,Argentina,7
25 feb 2022,Argentina,5
25 feb 2022,Mexico,1
25 feb 2022,China,2
26 feb 2022,Argentina,3
27 feb 2022,United States,1
27 feb 2022,Argentina,1
27 feb 2022,Brazil,1
28 feb 2022,Argentina,1
28 feb 2022,China,1
1 mar 2022,Argentina,1
1 mar 2022,China,1
2 mar 2022,Argentina,4
3 mar 2022,United States,1
3 mar 2022,Argentina,7
3 mar 2022,Chile,3
3 mar 2022,Mexico,1
4 mar 2022,United States,1
4 mar 2022,Argentina,8
5 mar 2022,Argentina,6
5 mar 2022,Mexico,2
5 mar 2022,China,2
6 mar 2022,Argentina,10
6 mar 2022,China,1
7 mar 2022,Argentina,8
8 mar 2022,Argentina,5
8 mar 2022,France,9
9 mar 2022,China,1
9 mar 2022,Israel,1
9 mar 2022,Venezuela,1
9 mar 2022,Argentina,20
10 mar 2022,United States,2
10 mar 2022,Germany,1
10 mar 2022,Argentina,58
11 mar 2022,China,2
11 mar 2022,Uruguay,1
11 mar 2022,Argentina,26
12 mar 2022,Brazil,2
12 mar 2022,Argentina,32
13 mar 2022,China,2
13 mar 2022,Brazil,1
13 mar 2022,Argentina,3
14 mar 2022,Brazil,2
14 mar 2022,Argentina,42
14 mar 2022,Colombia,1
15 mar 2022,China,1
15 mar 2022,Argentina,36
15 mar 2022,United States,1
16 mar 2022,Argentina,15
