Fecha,Número de vistas de página,Usuarios nuevos,Usuarios,Número de sesiones por usuario,Sesiones
13 jun 2019,769,266,366,1.0956284153005464,401
14 jun 2019,781,242,365,1.095890410958904,400
15 jun 2019,314,120,166,1.0783132530120483,179
16 jun 2019,296,115,145,1.110344827586207,161
17 jun 2019,516,219,284,1.0422535211267605,296
18 jun 2019,910,319,452,1.1017699115044248,498
19 jun 2019,904,293,428,1.102803738317757,472
20 jun 2019,536,197,264,1.0643939393939394,281
21 jun 2019,736,252,348,1.0775862068965518,375
22 jun 2019,334,138,186,1.0698924731182795,199
23 jun 2019,483,158,207,1.0917874396135265,226
24 jun 2019,1070,371,520,1.073076923076923,558
25 jun 2019,1135,312,440,1.1113636363636363,489
26 jun 2019,904,335,437,1.0961098398169336,479
27 jun 2019,783,292,387,1.082687338501292,419
28 jun 2019,741,246,339,1.1386430678466077,386
29 jun 2019,359,146,232,1.0732758620689655,249
30 jun 2019,372,149,204,1.0735294117647058,219
1 jul 2019,978,370,513,1.0623781676413255,545
2 jul 2019,780,268,378,1.082010582010582,409
3 jul 2019,763,255,374,1.0909090909090908,408
4 jul 2019,765,281,401,1.114713216957606,447
5 jul 2019,523,199,289,1.0934256055363323,316
6 jul 2019,250,117,152,1.0592105263157894,161
7 jul 2019,275,106,148,1.0135135135135136,150
8 jul 2019,339,146,189,1.0846560846560847,205
9 jul 2019,353,154,193,1.0880829015544042,210
10 jul 2019,414,179,232,1.0387931034482758,241
11 jul 2019,436,171,234,1.0726495726495726,251
12 jul 2019,366,157,199,1.065326633165829,212
13 jul 2019,295,115,158,1.0696202531645569,169
14 jul 2019,275,122,162,1.0555555555555556,171
15 jul 2019,445,201,256,1.05859375,271
16 jul 2019,474,208,270,1.0592592592592593,286
17 jul 2019,471,178,236,1.076271186440678,254
18 jul 2019,446,176,230,1.065217391304348,245
19 jul 2019,377,165,211,1.028436018957346,217
20 jul 2019,200,89,112,1.0178571428571428,114
21 jul 2019,319,129,171,1.0760233918128654,184
22 jul 2019,848,278,395,1.0962025316455697,433
23 jul 2019,882,305,414,1.0845410628019323,449
24 jul 2019,1182,386,530,1.0962264150943397,581
25 jul 2019,830,279,401,1.0897755610972568,437
26 jul 2019,751,257,378,1.1084656084656084,419
27 jul 2019,449,166,224,1.0892857142857142,244
28 jul 2019,407,176,228,1.0570175438596492,241
29 jul 2019,960,314,433,1.1108545034642032,481
30 jul 2019,1113,403,612,1.1143790849673203,682
31 jul 2019,1152,389,557,1.0700179533213645,596
1 ago 2019,715,305,422,1.066350710900474,450
2 ago 2019,767,281,388,1.097938144329897,426
3 ago 2019,392,166,222,1.0810810810810811,240
4 ago 2019,480,187,248,1.092741935483871,271
5 ago 2019,974,346,462,1.1082251082251082,512
6 ago 2019,1285,381,545,1.0954128440366973,597
7 ago 2019,1004,372,523,1.0936902485659656,572
8 ago 2019,945,310,449,1.086859688195991,488
9 ago 2019,937,295,424,1.0849056603773586,460
10 ago 2019,441,186,238,1.1134453781512605,265
11 ago 2019,369,135,189,1.0952380952380953,207
12 ago 2019,1395,288,432,1.1041666666666667,477
13 ago 2019,974,315,444,1.114864864864865,495
14 ago 2019,879,300,428,1.102803738317757,472
15 ago 2019,870,290,420,1.1023809523809525,463
16 ago 2019,878,306,431,1.1299303944315546,487
17 ago 2019,391,167,223,1.0807174887892377,241
18 ago 2019,371,126,177,1.0960451977401129,194
19 ago 2019,654,234,323,1.068111455108359,345
20 ago 2019,1189,360,542,1.103321033210332,598
21 ago 2019,1027,335,487,1.0780287474332648,525
