Fecha,Categoría de dispositivo,Número de vistas de página,Usuarios nuevos,Usuarios,Número de sesiones por usuario,Sesiones
2 abr 2021,mobile,12,3,0,0,3
2 abr 2021,desktop,2,1,0,0,1
3 abr 2021,desktop,4,3,0,0,3
3 abr 2021,mobile,8,3,0,0,3
4 abr 2021,desktop,4,1,0,0,4
4 abr 2021,mobile,2,2,0,0,2
5 abr 2021,mobile,6,4,0,0,4
5 abr 2021,desktop,11,10,0,0,11
6 abr 2021,desktop,7,5,0,0,7
6 abr 2021,mobile,10,4,0,0,5
7 abr 2021,desktop,4,3,0,0,3
7 abr 2021,mobile,8,2,0,0,4
8 abr 2021,mobile,12,5,0,0,8
8 abr 2021,desktop,16,3,0,0,7
9 abr 2021,tablet,1,1,0,0,1
9 abr 2021,desktop,13,8,0,0,11
9 abr 2021,mobile,25,7,0,0,10
10 abr 2021,desktop,6,4,0,0,6
10 abr 2021,mobile,7,3,0,0,5
11 abr 2021,mobile,5,3,0,0,4
11 abr 2021,desktop,26,7,0,0,7
12 abr 2021,mobile,10,4,0,0,6
12 abr 2021,desktop,23,9,0,0,13
13 abr 2021,desktop,13,10,0,0,11
13 abr 2021,mobile,8,6,0,0,7
14 abr 2021,mobile,41,12,0,0,16
14 abr 2021,desktop,18,10,0,0,12
15 abr 2021,desktop,26,10,0,0,13
15 abr 2021,mobile,12,7,0,0,7
16 abr 2021,mobile,2,2,0,0,2
16 abr 2021,desktop,10,5,0,0,7
17 abr 2021,mobile,7,4,0,0,6
17 abr 2021,desktop,4,2,0,0,4
18 abr 2021,desktop,3,2,0,0,2
18 abr 2021,mobile,5,4,0,0,5
19 abr 2021,mobile,8,5,0,0,6
19 abr 2021,desktop,22,10,0,0,13
20 abr 2021,desktop,35,4,0,0,17
20 abr 2021,tablet,1,1,0,0,1
20 abr 2021,mobile,6,3,0,0,3
21 abr 2021,desktop,15,6,0,0,13
21 abr 2021,mobile,27,9,0,0,11
22 abr 2021,mobile,11,4,0,0,6
22 abr 2021,desktop,13,6,0,0,10
22 abr 2021,tablet,3,0,0,0,1
23 abr 2021,desktop,32,6,0,0,10
23 abr 2021,mobile,8,4,0,0,5
24 abr 2021,mobile,20,3,0,0,6
24 abr 2021,desktop,5,2,0,0,5
25 abr 2021,desktop,14,8,0,0,9
25 abr 2021,mobile,5,4,0,0,4
25 abr 2021,tablet,1,0,0,0,1
26 abr 2021,mobile,4,4,0,0,4
26 abr 2021,desktop,15,9,0,0,9
27 abr 2021,desktop,16,6,0,0,7
27 abr 2021,mobile,3,3,0,0,3
28 abr 2021,mobile,10,3,0,0,5
28 abr 2021,desktop,13,8,0,0,10
29 abr 2021,desktop,19,12,0,0,12
29 abr 2021,mobile,2,1,0,0,2
30 abr 2021,mobile,18,10,0,0,14
30 abr 2021,desktop,14,2,0,0,6
1 may 2021,desktop,1,1,0,0,1
1 may 2021,mobile,10,2,0,0,8
1 may 2021,tablet,1,1,0,0,1
2 may 2021,desktop,2,1,0,0,2
2 may 2021,mobile,6,5,0,0,6
3 may 2021,mobile,13,5,0,0,10
3 may 2021,desktop,8,6,0,0,7
4 may 2021,mobile,8,4,0,0,7
4 may 2021,desktop,23,10,0,0,16
5 may 2021,desktop,20,9,0,0,16
5 may 2021,mobile,20,6,0,0,12
6 may 2021,mobile,23,13,0,0,14
6 may 2021,desktop,33,7,0,0,15
7 may 2021,desktop,9,4,0,0,6
7 may 2021,mobile,8,5,0,0,6
8 may 2021,desktop,4,2,0,0,2
8 may 2021,mobile,7,5,0,0,5
9 may 2021,mobile,13,8,0,0,8
9 may 2021,desktop,2,2,0,0,2
10 may 2021,desktop,19,8,0,0,11
10 may 2021,mobile,13,3,0,0,6
11 may 2021,desktop,8,7,0,0,7
11 may 2021,mobile,4,2,0,0,3
12 may 2021,desktop,12,7,0,0,9
12 may 2021,mobile,15,9,0,0,11
13 may 2021,mobile,9,4,0,0,4
13 may 2021,desktop,12,7,0,0,12
14 may 2021,desktop,7,4,0,0,6
14 may 2021,mobile,18,5,0,0,6
15 may 2021,desktop,14,3,0,0,5
15 may 2021,mobile,4,2,0,0,2
16 may 2021,desktop,1,1,0,0,1
16 may 2021,mobile,16,4,0,0,4
17 may 2021,mobile,7,2,0,0,4
17 may 2021,desktop,5,4,0,0,5
18 may 2021,desktop,4,2,0,0,4
18 may 2021,mobile,9,3,0,0,4
19 may 2021,mobile,99,38,0,0,47
19 may 2021,desktop,34,9,0,0,19
20 may 2021,desktop,20,8,0,0,12
20 may 2021,mobile,9,4,0,0,6
21 may 2021,mobile,23,10,0,0,13
21 may 2021,desktop,6,3,0,0,6
22 may 2021,mobile,21,9,0,0,14
22 may 2021,desktop,5,5,0,0,5
23 may 2021,mobile,8,4,0,0,7
23 may 2021,desktop,2,2,0,0,2
24 may 2021,desktop,4,3,0,0,4
24 may 2021,mobile,4,2,0,0,4
25 may 2021,mobile,3,2,0,0,3
25 may 2021,desktop,7,2,0,0,5
26 may 2021,mobile,35,9,0,0,16
26 may 2021,desktop,34,8,0,0,15
27 may 2021,mobile,8,4,0,0,5
27 may 2021,desktop,16,8,0,0,13
28 may 2021,desktop,15,6,0,0,9
28 may 2021,mobile,24,10,0,0,15
29 may 2021,desktop,5,3,0,0,4
29 may 2021,mobile,4,2,0,0,3
30 may 2021,mobile,13,5,0,0,7
30 may 2021,desktop,10,4,0,0,4
31 may 2021,desktop,29,7,0,0,17
31 may 2021,mobile,27,8,0,0,12
1 jun 2021,desktop,26,14,0,0,18
1 jun 2021,mobile,21,10,0,0,16
2 jun 2021,mobile,51,17,0,0,28
2 jun 2021,desktop,21,14,0,0,19
3 jun 2021,desktop,24,12,0,0,16
3 jun 2021,mobile,13,5,0,0,6
4 jun 2021,mobile,3,3,0,0,3
4 jun 2021,desktop,12,5,0,0,8
5 jun 2021,mobile,4,4,0,0,4
5 jun 2021,desktop,6,5,0,0,6
6 jun 2021,desktop,4,3,0,0,4
6 jun 2021,mobile,5,2,0,0,4
7 jun 2021,desktop,19,6,0,0,10
7 jun 2021,mobile,34,7,0,0,12
8 jun 2021,mobile,7,5,0,0,6
8 jun 2021,desktop,14,7,0,0,8
9 jun 2021,desktop,29,13,0,0,22
9 jun 2021,mobile,70,20,0,0,27
9 jun 2021,tablet,2,1,0,0,2
10 jun 2021,mobile,11,2,0,0,6
10 jun 2021,desktop,26,8,0,0,13
11 jun 2021,desktop,14,9,0,0,11
11 jun 2021,mobile,12,5,0,0,9
12 jun 2021,mobile,10,5,0,0,7
12 jun 2021,desktop,15,8,0,0,10
13 jun 2021,mobile,4,1,0,0,4
13 jun 2021,desktop,1,1,0,0,1
14 jun 2021,desktop,49,11,0,0,20
14 jun 2021,mobile,13,7,0,0,10
14 jun 2021,tablet,1,1,0,0,1
15 jun 2021,desktop,44,15,0,0,25
15 jun 2021,mobile,42,17,0,0,29
16 jun 2021,desktop,12,3,0,0,11
16 jun 2021,mobile,8,2,0,0,8
17 jun 2021,desktop,33,11,0,0,18
17 jun 2021,mobile,36,12,0,0,16
18 jun 2021,mobile,9,5,0,0,8
18 jun 2021,desktop,14,7,0,0,13
19 jun 2021,desktop,3,2,0,0,3
19 jun 2021,mobile,9,4,0,0,7
20 jun 2021,desktop,2,2,0,0,2
20 jun 2021,mobile,4,2,0,0,3
21 jun 2021,mobile,8,3,0,0,5
21 jun 2021,desktop,7,4,0,0,5
22 jun 2021,desktop,63,7,0,0,15
22 jun 2021,tablet,1,1,0,0,1
22 jun 2021,mobile,13,9,0,0,10
23 jun 2021,desktop,43,8,0,0,20
23 jun 2021,mobile,49,20,0,0,27
24 jun 2021,mobile,1,1,0,0,1
24 jun 2021,desktop,12,3,0,0,7
25 jun 2021,mobile,6,4,0,0,4
25 jun 2021,desktop,35,16,0,0,19
26 jun 2021,mobile,9,7,0,0,7
26 jun 2021,desktop,7,4,0,0,4
27 jun 2021,mobile,23,5,0,0,8
27 jun 2021,desktop,95,3,0,0,8
28 jun 2021,desktop,27,7,0,0,9
28 jun 2021,mobile,10,4,0,0,6
29 jun 2021,desktop,16,9,0,0,12
29 jun 2021,mobile,61,14,0,0,25
30 jun 2021,desktop,21,8,0,0,15
30 jun 2021,mobile,76,29,0,0,39
1 jul 2021,desktop,34,11,0,0,15
1 jul 2021,mobile,46,22,0,0,26
2 jul 2021,mobile,19,5,0,0,10
2 jul 2021,desktop,11,3,0,0,6
3 jul 2021,desktop,5,4,0,0,4
3 jul 2021,mobile,14,4,0,0,5
4 jul 2021,desktop,3,2,0,0,3
4 jul 2021,mobile,7,5,0,0,6
5 jul 2021,desktop,16,10,0,0,14
5 jul 2021,mobile,5,3,0,0,3
6 jul 2021,mobile,10,4,0,0,5
6 jul 2021,desktop,17,9,0,0,13
7 jul 2021,mobile,38,14,0,0,23
7 jul 2021,desktop,43,23,0,0,29
8 jul 2021,desktop,23,10,0,0,14
8 jul 2021,mobile,15,7,0,0,10
9 jul 2021,mobile,10,6,0,0,8
9 jul 2021,desktop,5,4,0,0,4
10 jul 2021,mobile,20,6,0,0,9
10 jul 2021,desktop,2,1,0,0,2
11 jul 2021,mobile,4,1,0,0,4
11 jul 2021,desktop,2,1,0,0,1
12 jul 2021,mobile,10,4,0,0,5
12 jul 2021,desktop,9,8,0,0,8
13 jul 2021,desktop,19,6,0,0,10
14 jul 2021,mobile,12,6,0,0,7
14 jul 2021,desktop,13,3,0,0,7
15 jul 2021,desktop,3,3,0,0,3
15 jul 2021,mobile,7,4,0,0,6
16 jul 2021,mobile,15,4,0,0,5
16 jul 2021,desktop,5,2,0,0,3
17 jul 2021,desktop,7,1,0,0,3
17 jul 2021,mobile,3,3,0,0,3
18 jul 2021,desktop,3,2,0,0,3
18 jul 2021,mobile,1,0,0,0,1
19 jul 2021,mobile,11,3,0,0,4
19 jul 2021,desktop,7,2,0,0,4
20 jul 2021,desktop,5,4,0,0,5
20 jul 2021,mobile,2,1,0,0,2
21 jul 2021,mobile,3,1,0,0,1
21 jul 2021,desktop,8,3,0,0,5
22 jul 2021,mobile,2,1,0,0,2
23 jul 2021,mobile,2,1,0,0,2
24 jul 2021,desktop,3,2,0,0,3
24 jul 2021,mobile,1,1,0,0,1
25 jul 2021,mobile,5,2,0,0,4
25 jul 2021,desktop,6,3,0,0,4
26 jul 2021,mobile,4,2,0,0,4
26 jul 2021,desktop,13,11,0,0,13
27 jul 2021,desktop,3,2,0,0,3
27 jul 2021,mobile,29,3,0,0,5
28 jul 2021,mobile,6,0,0,0,2
28 jul 2021,desktop,12,5,0,0,9
29 jul 2021,mobile,5,2,0,0,4
29 jul 2021,desktop,31,24,0,0,25
30 jul 2021,desktop,5,2,0,0,5
30 jul 2021,mobile,6,1,0,0,3
31 jul 2021,mobile,6,6,0,0,6
31 jul 2021,desktop,10,1,0,0,3
1 ago 2021,desktop,2,1,0,0,2
1 ago 2021,mobile,1,1,0,0,1
2 ago 2021,desktop,1,1,0,0,1
2 ago 2021,mobile,20,3,0,0,11
3 ago 2021,mobile,1,1,0,0,1
3 ago 2021,desktop,7,4,0,0,5
4 ago 2021,desktop,10,4,0,0,7
4 ago 2021,mobile,25,11,0,0,14
5 ago 2021,mobile,47,13,0,0,16
5 ago 2021,desktop,20,9,0,0,12
6 ago 2021,desktop,163,17,0,0,20
6 ago 2021,mobile,5,3,0,0,5
7 ago 2021,desktop,5,4,0,0,5
8 ago 2021,mobile,18,4,0,0,8
9 ago 2021,mobile,22,7,0,0,15
9 ago 2021,desktop,22,9,0,0,10
10 ago 2021,desktop,192,5,0,0,7
10 ago 2021,mobile,20,9,0,0,11
11 ago 2021,mobile,27,7,0,0,14
11 ago 2021,desktop,19,6,0,0,12
12 ago 2021,mobile,32,14,0,0,19
12 ago 2021,tablet,1,1,0,0,1
12 ago 2021,desktop,8,5,0,0,5
13 ago 2021,desktop,50,18,0,0,21
13 ago 2021,mobile,17,8,0,0,10
14 ago 2021,desktop,1,0,0,0,1
14 ago 2021,mobile,7,2,0,0,3
15 ago 2021,mobile,3,2,0,0,2
15 ago 2021,desktop,1,1,0,0,1
16 ago 2021,mobile,7,1,0,0,1
16 ago 2021,desktop,28,4,0,0,7
17 ago 2021,desktop,4,2,0,0,4
17 ago 2021,mobile,18,8,0,0,12
18 ago 2021,mobile,50,19,0,0,26
18 ago 2021,desktop,26,18,0,0,22
19 ago 2021,mobile,16,5,0,0,7
19 ago 2021,desktop,9,5,0,0,6
20 ago 2021,mobile,19,5,0,0,8
20 ago 2021,desktop,4,3,0,0,4
21 ago 2021,mobile,35,16,0,0,22
21 ago 2021,desktop,8,5,0,0,6
22 ago 2021,mobile,23,1,0,0,8
22 ago 2021,desktop,2,1,0,0,2
23 ago 2021,desktop,10,6,0,0,9
23 ago 2021,mobile,7,4,0,0,6
24 ago 2021,desktop,19,5,0,0,9
24 ago 2021,mobile,25,7,0,0,14
25 ago 2021,desktop,24,8,0,0,13
25 ago 2021,mobile,68,22,0,0,34
26 ago 2021,mobile,120,35,0,0,47
26 ago 2021,desktop,27,24,0,0,26
27 ago 2021,mobile,11,4,0,0,6
27 ago 2021,desktop,9,4,0,0,6
28 ago 2021,mobile,6,2,0,0,5
28 ago 2021,desktop,4,2,0,0,3
29 ago 2021,desktop,3,2,0,0,2
29 ago 2021,mobile,2,2,0,0,2
30 ago 2021,mobile,18,7,0,0,12
30 ago 2021,desktop,8,7,0,0,8
31 ago 2021,tablet,1,1,0,0,1
31 ago 2021,desktop,14,7,0,0,12
31 ago 2021,mobile,48,24,0,0,28
1 sept 2021,desktop,20,14,0,0,17
1 sept 2021,mobile,49,20,0,0,35
2 sept 2021,mobile,67,27,0,0,40
2 sept 2021,desktop,41,8,0,0,14
3 sept 2021,mobile,17,8,0,0,9
3 sept 2021,desktop,9,7,0,0,8
4 sept 2021,desktop,12,5,0,0,7
4 sept 2021,mobile,9,4,0,0,4
5 sept 2021,mobile,2,1,0,0,2
6 sept 2021,desktop,16,6,0,0,8
6 sept 2021,mobile,18,7,0,0,8
7 sept 2021,desktop,12,10,0,0,10
7 sept 2021,mobile,5,2,0,0,5
8 sept 2021,tablet,1,1,0,0,1
8 sept 2021,mobile,49,20,0,0,35
8 sept 2021,desktop,24,17,0,0,21
9 sept 2021,desktop,57,10,0,0,11
9 sept 2021,mobile,26,9,0,0,16
10 sept 2021,mobile,37,10,0,0,15
10 sept 2021,desktop,15,6,0,0,11
11 sept 2021,mobile,14,7,0,0,10
11 sept 2021,desktop,1,1,0,0,1
12 sept 2021,desktop,1,1,0,0,1
12 sept 2021,mobile,12,4,0,0,6
13 sept 2021,desktop,15,11,0,0,12
13 sept 2021,mobile,2,0,0,0,2
14 sept 2021,desktop,47,19,0,0,21
14 sept 2021,mobile,79,28,0,0,34
15 sept 2021,desktop,30,7,0,0,11
15 sept 2021,mobile,73,13,0,0,24
15 sept 2021,tablet,6,1,0,0,2
16 sept 2021,mobile,23,11,0,0,16
16 sept 2021,desktop,16,10,0,0,11
17 sept 2021,mobile,11,4,0,0,10
17 sept 2021,desktop,23,8,0,0,13
18 sept 2021,desktop,7,5,0,0,6
18 sept 2021,mobile,1,0,0,0,1
19 sept 2021,mobile,9,3,0,0,6
19 sept 2021,desktop,10,10,0,0,10
20 sept 2021,desktop,23,13,0,0,18
20 sept 2021,mobile,26,10,0,0,14
21 sept 2021,mobile,11,6,0,0,8
21 sept 2021,desktop,12,10,0,0,11
22 sept 2021,desktop,22,11,0,0,11
22 sept 2021,mobile,42,14,0,0,24
23 sept 2021,mobile,23,7,0,0,11
23 sept 2021,desktop,17,10,0,0,10
23 sept 2021,tablet,1,1,0,0,1
24 sept 2021,mobile,3,2,0,0,3
24 sept 2021,desktop,5,2,0,0,3
25 sept 2021,desktop,8,2,0,0,3
25 sept 2021,mobile,15,9,0,0,12
26 sept 2021,mobile,4,0,0,0,4
26 sept 2021,desktop,3,2,0,0,2
26 sept 2021,tablet,2,1,0,0,1
27 sept 2021,desktop,40,18,0,0,26
27 sept 2021,mobile,87,33,0,0,54
27 sept 2021,tablet,5,2,0,0,2
28 sept 2021,desktop,26,8,0,0,16
28 sept 2021,mobile,28,3,0,0,12
29 sept 2021,mobile,37,10,0,0,24
29 sept 2021,desktop,15,3,0,0,8
30 sept 2021,mobile,12,6,0,0,9
30 sept 2021,desktop,10,4,0,0,6
1 oct 2021,mobile,57,10,0,0,17
1 oct 2021,desktop,14,12,0,0,13
2 oct 2021,mobile,6,2,0,0,6
2 oct 2021,desktop,2,2,0,0,2
3 oct 2021,mobile,9,3,0,0,7
3 oct 2021,desktop,9,2,0,0,2
4 oct 2021,desktop,46,14,0,0,17
4 oct 2021,mobile,71,17,0,0,34
5 oct 2021,desktop,12,7,0,0,9
5 oct 2021,mobile,18,8,0,0,13
6 oct 2021,desktop,62,12,0,0,21
6 oct 2021,mobile,78,22,0,0,41
7 oct 2021,mobile,49,15,0,0,23
7 oct 2021,desktop,14,8,0,0,11
8 oct 2021,mobile,9,2,0,0,9
8 oct 2021,desktop,29,3,0,0,6
9 oct 2021,mobile,7,4,0,0,7
9 oct 2021,desktop,5,3,0,0,4
10 oct 2021,mobile,13,4,0,0,9
10 oct 2021,desktop,3,1,0,0,2
11 oct 2021,desktop,1,0,0,0,1
11 oct 2021,mobile,18,6,0,0,7
12 oct 2021,desktop,10,5,0,0,7
12 oct 2021,mobile,29,13,0,0,20
13 oct 2021,tablet,24,1,0,0,1
13 oct 2021,mobile,53,15,0,0,24
13 oct 2021,desktop,29,8,0,0,12
14 oct 2021,mobile,32,8,0,0,14
14 oct 2021,desktop,12,5,0,0,8
14 oct 2021,tablet,1,0,0,0,1
15 oct 2021,mobile,14,4,0,0,5
15 oct 2021,desktop,11,7,0,0,9
16 oct 2021,mobile,3,1,0,0,3
16 oct 2021,desktop,2,2,0,0,2
17 oct 2021,mobile,18,4,0,0,8
17 oct 2021,desktop,5,3,0,0,4
18 oct 2021,mobile,50,11,0,0,19
18 oct 2021,desktop,37,9,0,0,16
19 oct 2021,tablet,2,1,0,0,1
19 oct 2021,mobile,36,8,0,0,24
19 oct 2021,desktop,58,6,0,0,14
20 oct 2021,mobile,36,11,0,0,19
20 oct 2021,desktop,15,10,0,0,13
21 oct 2021,desktop,35,7,0,0,14
21 oct 2021,mobile,24,16,0,0,18
22 oct 2021,mobile,7,3,0,0,5
22 oct 2021,desktop,5,2,0,0,5
23 oct 2021,desktop,5,5,0,0,5
23 oct 2021,mobile,9,6,0,0,6
24 oct 2021,mobile,15,3,0,0,7
24 oct 2021,desktop,3,2,0,0,2
25 oct 2021,desktop,26,15,0,0,20
25 oct 2021,mobile,135,76,0,0,82
26 oct 2021,tablet,2,2,0,0,2
26 oct 2021,mobile,70,27,0,0,38
26 oct 2021,desktop,31,16,0,0,18
27 oct 2021,desktop,56,4,0,0,9
27 oct 2021,mobile,40,19,0,0,30
28 oct 2021,desktop,6,6,0,0,6
28 oct 2021,mobile,32,12,0,0,23
29 oct 2021,mobile,2,0,0,0,2
29 oct 2021,desktop,21,10,0,0,14
30 oct 2021,desktop,8,3,0,0,3
30 oct 2021,mobile,7,2,0,0,4
31 oct 2021,desktop,1,1,0,0,1
31 oct 2021,mobile,3,0,0,0,3
1 nov 2021,mobile,16,9,0,0,11
1 nov 2021,desktop,17,10,0,0,12
2 nov 2021,desktop,3,3,0,0,3
2 nov 2021,mobile,9,4,0,0,5
3 nov 2021,desktop,10,7,0,0,10
3 nov 2021,mobile,14,5,0,0,12
4 nov 2021,desktop,31,12,0,0,19
4 nov 2021,mobile,26,18,0,0,23
5 nov 2021,desktop,8,4,0,0,6
5 nov 2021,mobile,8,1,0,0,5
6 nov 2021,desktop,13,5,0,0,5
6 nov 2021,mobile,6,3,0,0,5
7 nov 2021,desktop,1,1,0,0,1
7 nov 2021,mobile,3,0,0,0,3
7 nov 2021,tablet,2,1,0,0,2
8 nov 2021,mobile,8,5,0,0,7
8 nov 2021,desktop,9,8,0,0,9
9 nov 2021,mobile,8,4,0,0,7
9 nov 2021,desktop,10,5,0,0,6
10 nov 2021,desktop,10,7,0,0,9
10 nov 2021,mobile,8,3,0,0,6
11 nov 2021,desktop,11,6,0,0,8
11 nov 2021,mobile,9,5,0,0,7
12 nov 2021,mobile,5,1,0,0,4
12 nov 2021,desktop,7,4,0,0,6
13 nov 2021,mobile,5,2,0,0,3
13 nov 2021,desktop,6,3,0,0,4
14 nov 2021,mobile,8,4,0,0,6
15 nov 2021,mobile,10,5,0,0,9
15 nov 2021,desktop,19,11,0,0,16
16 nov 2021,desktop,10,2,0,0,6
16 nov 2021,mobile,1,1,0,0,1
17 nov 2021,mobile,56,21,0,0,25
17 nov 2021,tablet,2,1,0,0,1
17 nov 2021,desktop,14,8,0,0,13
18 nov 2021,desktop,7,5,0,0,7
18 nov 2021,mobile,9,8,0,0,9
19 nov 2021,desktop,8,5,0,0,8
19 nov 2021,mobile,13,3,0,0,7
20 nov 2021,desktop,7,2,0,0,5
20 nov 2021,mobile,5,3,0,0,3
21 nov 2021,desktop,1,0,0,0,1
21 nov 2021,mobile,2,2,0,0,2
22 nov 2021,mobile,7,3,0,0,6
22 nov 2021,desktop,5,1,0,0,2
23 nov 2021,desktop,14,7,0,0,10
23 nov 2021,mobile,65,12,0,0,18
24 nov 2021,desktop,11,8,0,0,11
24 nov 2021,mobile,40,15,0,0,18
25 nov 2021,mobile,62,22,0,0,28
25 nov 2021,desktop,19,7,0,0,11
26 nov 2021,desktop,6,3,0,0,3
26 nov 2021,mobile,6,3,0,0,3
27 nov 2021,desktop,7,2,0,0,5
27 nov 2021,mobile,2,1,0,0,2
28 nov 2021,mobile,7,1,0,0,5
28 nov 2021,desktop,5,3,0,0,3
29 nov 2021,mobile,6,6,0,0,6
29 nov 2021,desktop,3,3,0,0,3
30 nov 2021,desktop,11,4,0,0,7
30 nov 2021,mobile,199,72,0,0,85
1 dic 2021,desktop,25,8,0,0,11
1 dic 2021,mobile,19,11,0,0,15
2 dic 2021,desktop,10,5,0,0,9
2 dic 2021,mobile,68,34,0,0,38
3 dic 2021,mobile,27,8,0,0,12
3 dic 2021,desktop,5,2,0,0,4
4 dic 2021,mobile,8,3,0,0,7
4 dic 2021,desktop,11,5,0,0,9
5 dic 2021,desktop,4,2,0,0,3
5 dic 2021,mobile,5,1,0,0,3
6 dic 2021,mobile,36,10,0,0,17
6 dic 2021,desktop,13,6,0,0,6
7 dic 2021,mobile,20,4,0,0,8
7 dic 2021,desktop,13,10,0,0,10
8 dic 2021,desktop,3,1,0,0,2
8 dic 2021,mobile,2,1,0,0,1
9 dic 2021,mobile,5,2,0,0,4
9 dic 2021,desktop,11,4,0,0,5
10 dic 2021,desktop,7,5,0,0,6
11 dic 2021,desktop,3,2,0,0,3
11 dic 2021,tablet,1,1,0,0,1
11 dic 2021,mobile,8,5,0,0,7
12 dic 2021,desktop,3,1,0,0,3
12 dic 2021,mobile,2,1,0,0,2
13 dic 2021,mobile,59,18,0,0,29
13 dic 2021,desktop,6,3,0,0,4
14 dic 2021,mobile,8,3,0,0,4
15 dic 2021,desktop,6,4,0,0,5
15 dic 2021,mobile,9,6,0,0,8
16 dic 2021,mobile,3,0,0,0,1
16 dic 2021,desktop,2,2,0,0,2
17 dic 2021,mobile,4,1,0,0,3
17 dic 2021,desktop,2,1,0,0,2
18 dic 2021,desktop,4,2,0,0,4
18 dic 2021,mobile,3,1,0,0,2
19 dic 2021,desktop,4,1,0,0,2
20 dic 2021,mobile,4,3,0,0,4
20 dic 2021,desktop,5,2,0,0,3
21 dic 2021,mobile,5,3,0,0,3
21 dic 2021,desktop,3,2,0,0,3
22 dic 2021,mobile,6,2,0,0,6
22 dic 2021,desktop,1,0,0,0,1
23 dic 2021,desktop,2,1,0,0,2
23 dic 2021,mobile,6,4,0,0,4
24 dic 2021,mobile,5,1,0,0,2
25 dic 2021,mobile,4,2,0,0,4
26 dic 2021,desktop,1,1,0,0,1
27 dic 2021,desktop,1,1,0,0,1
27 dic 2021,mobile,11,5,0,0,5
28 dic 2021,mobile,1,0,0,0,1
29 dic 2021,mobile,7,5,0,0,6
29 dic 2021,desktop,2,2,0,0,2
30 dic 2021,desktop,1,1,0,0,1
30 dic 2021,mobile,4,2,0,0,2
31 dic 2021,desktop,3,3,0,0,3
31 dic 2021,mobile,1,1,0,0,1
1 ene 2022,mobile,1,1,0,0,1
1 ene 2022,desktop,5,4,0,0,5
2 ene 2022,mobile,1,1,0,0,1
2 ene 2022,tablet,1,1,0,0,1
2 ene 2022,desktop,2,2,0,0,2
3 ene 2022,mobile,2,2,0,0,2
3 ene 2022,desktop,1,1,0,0,1
4 ene 2022,mobile,5,4,0,0,5
4 ene 2022,desktop,7,4,0,0,4
5 ene 2022,desktop,1,1,0,0,1
5 ene 2022,mobile,9,2,0,0,3
6 ene 2022,mobile,4,3,0,0,4
6 ene 2022,desktop,5,5,0,0,5
7 ene 2022,mobile,1,1,0,0,1
8 ene 2022,desktop,1,1,0,0,1
8 ene 2022,mobile,3,3,0,0,3
9 ene 2022,desktop,7,6,0,0,7
9 ene 2022,mobile,19,6,0,0,7
10 ene 2022,mobile,3,1,0,0,2
10 ene 2022,desktop,6,5,0,0,5
11 ene 2022,desktop,3,3,0,0,3
11 ene 2022,mobile,1,1,0,0,1
12 ene 2022,mobile,4,3,0,0,3
12 ene 2022,desktop,3,2,0,0,2
13 ene 2022,desktop,3,3,0,0,3
13 ene 2022,mobile,3,2,0,0,2
14 ene 2022,desktop,3,2,0,0,2
14 ene 2022,mobile,1,1,0,0,1
15 ene 2022,desktop,4,1,0,0,2
15 ene 2022,mobile,1,1,0,0,1
16 ene 2022,mobile,1,1,0,0,1
16 ene 2022,desktop,5,5,0,0,5
17 ene 2022,mobile,1,1,0,0,1
17 ene 2022,desktop,17,10,0,0,10
18 ene 2022,desktop,3,3,0,0,3
19 ene 2022,mobile,2,2,0,0,2
19 ene 2022,desktop,5,5,0,0,5
20 ene 2022,mobile,3,3,0,0,3
20 ene 2022,desktop,7,3,0,0,5
21 ene 2022,mobile,1,1,0,0,1
21 ene 2022,desktop,11,2,0,0,4
22 ene 2022,desktop,2,1,0,0,2
23 ene 2022,desktop,2,2,0,0,2
23 ene 2022,mobile,3,3,0,0,3
24 ene 2022,desktop,2,2,0,0,2
25 ene 2022,mobile,1,1,0,0,1
25 ene 2022,desktop,9,4,0,0,5
26 ene 2022,desktop,9,6,0,0,6
26 ene 2022,mobile,2,2,0,0,2
27 ene 2022,mobile,2,2,0,0,2
27 ene 2022,desktop,1,1,0,0,1
28 ene 2022,desktop,2,1,0,0,2
29 ene 2022,desktop,1,0,0,0,1
29 ene 2022,mobile,3,2,0,0,3
30 ene 2022,mobile,4,3,0,0,4
30 ene 2022,tablet,3,1,0,0,1
30 ene 2022,desktop,2,1,0,0,2
31 ene 2022,mobile,4,3,0,0,3
1 feb 2022,desktop,6,6,0,0,6
1 feb 2022,mobile,4,1,0,0,4
2 feb 2022,desktop,4,3,0,0,4
2 feb 2022,mobile,11,7,0,0,8
3 feb 2022,mobile,2,2,0,0,2
3 feb 2022,tablet,3,1,0,0,1
4 feb 2022,desktop,1,1,0,0,1
4 feb 2022,mobile,2,2,0,0,2
5 feb 2022,desktop,1,1,0,0,1
5 feb 2022,mobile,6,5,0,0,6
6 feb 2022,desktop,2,1,0,0,2
6 feb 2022,mobile,2,2,0,0,2
7 feb 2022,tablet,1,1,0,0,1
7 feb 2022,mobile,6,6,0,0,6
7 feb 2022,desktop,7,2,0,0,2
8 feb 2022,desktop,12,3,0,0,6
9 feb 2022,desktop,4,4,0,0,4
9 feb 2022,mobile,1,1,0,0,1
10 feb 2022,desktop,12,7,0,0,9
10 feb 2022,mobile,7,6,0,0,6
11 feb 2022,mobile,8,4,0,0,6
11 feb 2022,desktop,5,5,0,0,5
