,Unnamed: 0.1,Fecha,Vistas,Usuarios nuevos,Total de usuarios,Sesiones por usuario,Sesiones,mobile Vistas,mobile Usuarios nuevos,mobile Total de usuarios,mobile Sesiones por usuario,mobile Sesiones,desktop Vistas,desktop Usuarios nuevos,desktop Total de usuarios,desktop Sesiones por usuario,desktop Sesiones,tablet Vistas,tablet Usuarios nuevos,tablet Total de usuarios,tablet Sesiones por usuario,tablet Sesiones
365,365,22 ago 2019,25,6,13,2.7666666666666666,16,6.0,1.0,3.0,1.6666666666666667,5.0,19.0,5.0,10.0,1.1,11.0,,,,,
366,366,23 ago 2019,74,14,24,2.6875,33,28.0,7.0,8.0,1.25,10.0,46.0,7.0,16.0,1.4375,23.0,,,,,
367,367,24 ago 2019,19,9,13,2.142857142857143,14,10.0,5.0,7.0,1.1428571428571428,8.0,9.0,4.0,6.0,1.0,6.0,,,,,
368,368,25 ago 2019,9,3,4,2.0,4,7.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,
369,369,26 ago 2019,44,12,20,2.25,23,14.0,6.0,8.0,1.0,8.0,30.0,6.0,12.0,1.25,15.0,,,,,
370,370,27 ago 2019,103,17,27,2.25,31,25.0,8.0,11.0,1.0,11.0,78.0,9.0,16.0,1.25,20.0,,,,,
371,371,28 ago 2019,128,22,31,2.2625,35,29.0,13.0,16.0,1.0625,17.0,99.0,9.0,15.0,1.2,18.0,,,,,
372,372,29 ago 2019,41,12,17,2.166666666666667,19,5.0,4.0,5.0,1.0,5.0,36.0,8.0,12.0,1.1666666666666667,14.0,,,,,
373,373,30 ago 2019,84,23,36,2.4380952380952383,44,30.0,10.0,15.0,1.2,18.0,54.0,13.0,21.0,1.2380952380952381,26.0,,,,,
374,374,31 ago 2019,31,11,14,2.583333333333333,18,17.0,6.0,8.0,1.25,10.0,14.0,5.0,6.0,1.3333333333333333,8.0,,,,,
375,375,1 sept 2019,7,5,5,2.5,6,4.0,2.0,2.0,1.5,3.0,3.0,3.0,3.0,1.0,3.0,,,,,
376,376,2 sept 2019,30,8,16,2.0769230769230766,17,3.0,3.0,3.0,1.0,3.0,27.0,5.0,13.0,1.0769230769230769,14.0,,,,,
377,377,3 sept 2019,23,5,15,2.2777777777777777,17,9.0,3.0,6.0,1.1666666666666667,7.0,14.0,2.0,9.0,1.1111111111111112,10.0,,,,,
378,378,4 sept 2019,92,25,35,2.3484848484848486,41,67.0,15.0,24.0,1.1666666666666667,28.0,25.0,10.0,11.0,1.181818181818182,13.0,,,,,
379,379,5 sept 2019,32,17,22,2.142857142857143,23,8.0,5.0,7.0,1.1428571428571428,8.0,24.0,12.0,15.0,1.0,15.0,,,,,
380,380,6 sept 2019,46,18,25,2.242647058823529,28,27.0,13.0,17.0,1.1176470588235294,19.0,19.0,5.0,8.0,1.125,9.0,,,,,
381,381,7 sept 2019,21,4,7,2.0,7,5.0,1.0,3.0,1.0,3.0,16.0,3.0,4.0,1.0,4.0,,,,,
382,382,8 sept 2019,12,5,7,2.0,7,11.0,4.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,,,,,
383,383,9 sept 2019,56,20,27,2.090909090909091,28,36.0,9.0,11.0,1.0909090909090908,12.0,20.0,11.0,16.0,1.0,16.0,,,,,
384,384,10 sept 2019,28,13,19,2.166666666666667,21,8.0,4.0,7.0,1.0,7.0,20.0,9.0,12.0,1.1666666666666667,14.0,,,,,
385,385,11 sept 2019,65,13,24,2.583333333333333,31,41.0,7.0,12.0,1.1666666666666667,14.0,24.0,6.0,12.0,1.4166666666666667,17.0,,,,,
386,386,12 sept 2019,36,12,20,3.5444444444444447,25,20.0,8.0,10.0,1.1,11.0,15.0,3.0,9.0,1.4444444444444444,13.0,1.0,1.0,1.0,1.0,1.0
387,387,13 sept 2019,26,6,19,2.2111111111111112,21,13.0,1.0,9.0,1.1111111111111112,10.0,13.0,5.0,10.0,1.1,11.0,,,,,
388,388,14 sept 2019,34,12,18,2.375,21,21.0,7.0,8.0,1.375,11.0,13.0,5.0,10.0,1.0,10.0,,,,,
389,389,15 sept 2019,8,2,4,2.333333333333333,5,4.0,1.0,3.0,1.3333333333333333,4.0,4.0,1.0,1.0,1.0,1.0,,,,,
390,390,16 sept 2019,117,23,30,2.3,34,17.0,6.0,10.0,1.2,12.0,100.0,17.0,20.0,1.1,22.0,,,,,
391,391,17 sept 2019,283,21,33,2.409090909090909,40,24.0,8.0,11.0,1.181818181818182,13.0,259.0,13.0,22.0,1.2272727272727273,27.0,,,,,
392,392,18 sept 2019,97,29,37,2.330357142857143,43,60.0,16.0,21.0,1.1428571428571428,24.0,37.0,13.0,16.0,1.1875,19.0,,,,,
393,393,19 sept 2019,135,44,53,2.3049853372434006,60,64.0,27.0,31.0,1.032258064516129,32.0,71.0,17.0,22.0,1.2727272727272727,28.0,,,,,
394,394,20 sept 2019,419,172,194,2.4794444444444443,248,317.0,132.0,144.0,1.3194444444444444,190.0,102.0,40.0,50.0,1.16,58.0,,,,,
395,395,21 sept 2019,436,131,187,2.495855855855856,240,358.0,104.0,150.0,1.3066666666666666,196.0,78.0,27.0,37.0,1.1891891891891893,44.0,,,,,
396,396,22 sept 2019,432,125,181,2.392428914011648,224,322.0,92.0,139.0,1.2733812949640289,177.0,110.0,33.0,42.0,1.119047619047619,47.0,,,,,
397,397,23 sept 2019,430,95,163,3.4642289348171698,211,305.0,57.0,111.0,1.4054054054054057,156.0,122.0,37.0,51.0,1.0588235294117647,54.0,3.0,1.0,1.0,1.0,1.0
398,398,24 sept 2019,355,72,123,3.5498338870431887,163,253.0,47.0,86.0,1.4069767441860466,121.0,85.0,24.0,35.0,1.1428571428571428,40.0,17.0,1.0,2.0,1.0,2.0
399,399,25 sept 2019,210,61,101,2.448369565217392,125,148.0,39.0,69.0,1.2608695652173914,87.0,62.0,22.0,32.0,1.1875,38.0,,,,,
400,400,26 sept 2019,426,140,173,3.5131661442006274,217,271.0,91.0,116.0,1.2586206896551724,146.0,144.0,48.0,55.0,1.2545454545454546,69.0,11.0,1.0,2.0,1.0,2.0
401,401,27 sept 2019,95,26,51,2.3369565217391304,60,52.0,12.0,28.0,1.25,35.0,43.0,14.0,23.0,1.0869565217391304,25.0,,,,,
402,402,28 sept 2019,27,13,20,2.0769230769230766,21,16.0,8.0,13.0,1.0769230769230769,14.0,11.0,5.0,7.0,1.0,7.0,,,,,
403,403,29 sept 2019,16,8,13,2.2,15,13.0,5.0,10.0,1.2,12.0,3.0,3.0,3.0,1.0,3.0,,,,,
404,404,30 sept 2019,97,32,44,2.243243243243243,53,81.0,27.0,37.0,1.2432432432432432,46.0,16.0,5.0,7.0,1.0,7.0,,,,,
405,405,1 oct 2019,66,24,43,2.0769230769230766,45,43.0,15.0,26.0,1.0769230769230769,28.0,23.0,9.0,17.0,1.0,17.0,,,,,
406,406,2 oct 2019,92,20,35,2.15,38,61.0,12.0,20.0,1.15,23.0,31.0,8.0,15.0,1.0,15.0,,,,,
407,407,3 oct 2019,28,12,19,2.083333333333333,20,7.0,3.0,7.0,1.0,7.0,21.0,9.0,12.0,1.0833333333333333,13.0,,,,,
408,408,4 oct 2019,24,7,17,2.3611111111111107,20,11.0,3.0,8.0,1.25,10.0,13.0,4.0,9.0,1.1111111111111112,10.0,,,,,
409,409,5 oct 2019,15,7,9,2.25,10,6.0,4.0,5.0,1.0,5.0,9.0,3.0,4.0,1.25,5.0,,,,,
410,410,6 oct 2019,6,3,5,2.0,5,2.0,1.0,2.0,1.0,2.0,4.0,2.0,3.0,1.0,3.0,,,,,
411,411,7 oct 2019,48,16,21,2.1944444444444446,23,21.0,9.0,9.0,1.1111111111111112,10.0,27.0,7.0,12.0,1.0833333333333333,13.0,,,,,
412,412,8 oct 2019,119,14,17,2.3472222222222223,20,16.0,7.0,9.0,1.2222222222222223,11.0,103.0,7.0,8.0,1.125,9.0,,,,,
413,413,9 oct 2019,17,6,11,2.5,12,3.0,0.0,2.0,1.5,3.0,14.0,6.0,9.0,1.0,9.0,,,,,
414,414,10 oct 2019,31,8,16,2.0,16,9.0,3.0,9.0,1.0,9.0,22.0,5.0,7.0,1.0,7.0,,,,,
415,415,11 oct 2019,36,15,23,2.1,24,16.0,7.0,10.0,1.1,11.0,20.0,8.0,13.0,1.0,13.0,,,,,
416,416,12 oct 2019,13,7,8,2.0,8,11.0,5.0,6.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,,,,,
417,417,13 oct 2019,3,2,3,2.0,3,2.0,1.0,2.0,1.0,2.0,,,,,,1.0,1.0,1.0,1.0,1.0
418,418,14 oct 2019,39,14,16,2.125,17,25.0,7.0,8.0,1.125,9.0,14.0,7.0,8.0,1.0,8.0,,,,,
419,419,15 oct 2019,81,7,13,2.0,13,18.0,4.0,5.0,1.0,5.0,63.0,3.0,8.0,1.0,8.0,,,,,
420,420,16 oct 2019,77,18,29,2.2578947368421054,33,61.0,11.0,19.0,1.1578947368421053,22.0,16.0,7.0,10.0,1.1,11.0,,,,,
421,421,17 oct 2019,143,21,30,2.166666666666667,31,9.0,3.0,6.0,1.1666666666666667,7.0,134.0,18.0,24.0,1.0,24.0,,,,,
422,422,18 oct 2019,20,8,11,2.0,11,14.0,6.0,7.0,1.0,7.0,6.0,2.0,4.0,1.0,4.0,,,,,
423,423,19 oct 2019,14,5,8,2.2,9,10.0,2.0,5.0,1.2,6.0,4.0,3.0,3.0,1.0,3.0,,,,,
424,424,20 oct 2019,12,3,10,2.166666666666667,11,8.0,1.0,6.0,1.1666666666666667,7.0,4.0,2.0,4.0,1.0,4.0,,,,,
425,425,21 oct 2019,32,10,16,2.375,19,17.0,5.0,8.0,1.25,10.0,15.0,5.0,8.0,1.125,9.0,,,,,
426,426,22 oct 2019,49,15,22,2.55,28,27.0,7.0,10.0,1.3,13.0,22.0,8.0,12.0,1.25,15.0,,,,,
427,427,23 oct 2019,73,14,22,3.0357142857142856,32,24.0,3.0,8.0,1.75,14.0,49.0,11.0,14.0,1.2857142857142858,18.0,,,,,
428,428,24 oct 2019,53,14,22,2.071428571428571,23,14.0,3.0,8.0,1.0,8.0,39.0,11.0,14.0,1.0714285714285714,15.0,,,,,
429,429,25 oct 2019,29,6,14,2.0,14,17.0,4.0,8.0,1.0,8.0,12.0,2.0,6.0,1.0,6.0,,,,,
430,430,26 oct 2019,11,7,8,2.0,8,9.0,5.0,6.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,,,,,
431,431,27 oct 2019,6,1,2,1.5,3,6.0,1.0,2.0,1.5,3.0,,,,,,,,,,
432,432,28 oct 2019,46,11,13,2.0,13,15.0,4.0,5.0,1.0,5.0,31.0,7.0,8.0,1.0,8.0,,,,,
433,433,29 oct 2019,24,10,15,2.2777777777777777,17,11.0,4.0,6.0,1.1666666666666667,7.0,13.0,6.0,9.0,1.1111111111111112,10.0,,,,,
434,434,30 oct 2019,16,10,13,2.1,14,4.0,1.0,3.0,1.0,3.0,12.0,9.0,10.0,1.1,11.0,,,,,
435,435,31 oct 2019,12,4,9,2.4,11,4.0,2.0,4.0,1.0,4.0,8.0,2.0,5.0,1.4,7.0,,,,,
436,436,1 nov 2019,39,18,27,2.0769230769230766,28,19.0,12.0,14.0,1.0,14.0,20.0,6.0,13.0,1.0769230769230769,14.0,,,,,
437,437,2 nov 2019,21,10,12,2.5,14,10.0,2.0,4.0,1.5,6.0,11.0,8.0,8.0,1.0,8.0,,,,,
438,438,3 nov 2019,25,12,17,2.0,17,22.0,10.0,14.0,1.0,14.0,3.0,2.0,3.0,1.0,3.0,,,,,
439,439,4 nov 2019,79,16,23,2.174242424242424,25,27.0,9.0,11.0,1.0909090909090908,12.0,52.0,7.0,12.0,1.0833333333333333,13.0,,,,,
440,440,5 nov 2019,29,14,19,2.125,20,9.0,6.0,8.0,1.125,9.0,20.0,8.0,11.0,1.0,11.0,,,,,
441,441,6 nov 2019,13,8,10,2.0,10,7.0,4.0,5.0,1.0,5.0,6.0,4.0,5.0,1.0,5.0,,,,,
442,442,7 nov 2019,126,42,47,2.3710407239819005,58,103.0,31.0,34.0,1.2941176470588236,44.0,23.0,11.0,13.0,1.0769230769230769,14.0,,,,,
443,443,8 nov 2019,118,23,36,2.532467532467532,46,83.0,15.0,22.0,1.318181818181818,29.0,35.0,8.0,14.0,1.2142857142857142,17.0,,,,,
444,444,9 nov 2019,186,28,32,3.3690476190476177,36,54.0,22.0,24.0,1.0833333333333333,26.0,131.0,5.0,7.0,1.2857142857142858,9.0,1.0,1.0,1.0,1.0,1.0
445,445,10 nov 2019,98,18,27,2.1818181818181817,31,87.0,16.0,22.0,1.181818181818182,26.0,11.0,2.0,5.0,1.0,5.0,,,,,
446,446,11 nov 2019,76,22,28,2.4853801169590644,35,54.0,13.0,19.0,1.263157894736842,24.0,22.0,9.0,9.0,1.2222222222222223,11.0,,,,,
447,447,12 nov 2019,50,17,23,2.330769230769231,27,37.0,10.0,13.0,1.2307692307692308,16.0,13.0,7.0,10.0,1.1,11.0,,,,,
448,448,13 nov 2019,81,11,14,2.142857142857143,15,15.0,4.0,7.0,1.0,7.0,66.0,7.0,7.0,1.1428571428571428,8.0,,,,,
449,449,14 nov 2019,31,12,13,2.1111111111111107,14,27.0,8.0,9.0,1.1111111111111112,10.0,4.0,4.0,4.0,1.0,4.0,,,,,
450,450,15 nov 2019,15,9,11,2.0,11,11.0,7.0,8.0,1.0,8.0,4.0,2.0,3.0,1.0,3.0,,,,,
451,451,16 nov 2019,10,6,6,2.0,6,8.0,5.0,5.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,,,,,
452,452,17 nov 2019,13,5,6,2.0,6,8.0,3.0,4.0,1.0,4.0,5.0,2.0,2.0,1.0,2.0,,,,,
453,453,18 nov 2019,33,15,16,2.2,17,20.0,4.0,5.0,1.2,6.0,13.0,11.0,11.0,1.0,11.0,,,,,
454,454,19 nov 2019,38,8,13,2.2,15,9.0,0.0,3.0,1.0,3.0,29.0,8.0,10.0,1.2,12.0,,,,,
455,455,20 nov 2019,39,11,17,2.090909090909091,18,14.0,4.0,6.0,1.0,6.0,25.0,7.0,11.0,1.0909090909090908,12.0,,,,,
456,456,21 nov 2019,40,9,14,2.166666666666667,15,23.0,3.0,6.0,1.1666666666666667,7.0,17.0,6.0,8.0,1.0,8.0,,,,,
457,457,22 nov 2019,22,13,17,3.083333333333333,18,17.0,8.0,12.0,1.0833333333333333,13.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0
458,458,23 nov 2019,29,10,12,2.375,15,21.0,6.0,8.0,1.375,11.0,8.0,4.0,4.0,1.0,4.0,,,,,
459,459,24 nov 2019,3,2,2,1.0,2,,,,,,3.0,2.0,2.0,1.0,2.0,,,,,
460,460,25 nov 2019,8,5,8,2.0,8,3.0,2.0,3.0,1.0,3.0,5.0,3.0,5.0,1.0,5.0,,,,,
461,461,26 nov 2019,17,7,7,2.25,8,12.0,4.0,4.0,1.25,5.0,5.0,3.0,3.0,1.0,3.0,,,,,
462,462,27 nov 2019,9,2,6,2.0,6,5.0,1.0,4.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,,,,,
463,463,28 nov 2019,38,6,10,2.333333333333333,12,8.0,4.0,6.0,1.3333333333333333,8.0,30.0,2.0,4.0,1.0,4.0,,,,,
464,464,29 nov 2019,35,13,18,2.1,19,27.0,7.0,10.0,1.1,11.0,8.0,6.0,8.0,1.0,8.0,,,,,
465,465,30 nov 2019,14,7,9,2.5,10,4.0,1.0,2.0,1.5,3.0,10.0,6.0,7.0,1.0,7.0,,,,,
466,466,1 dic 2019,10,3,4,1.0,4,10.0,3.0,4.0,1.0,4.0,,,,,,,,,,
467,467,2 dic 2019,31,9,14,2.166666666666667,15,18.0,5.0,8.0,1.0,8.0,13.0,4.0,6.0,1.1666666666666667,7.0,,,,,
468,468,3 dic 2019,42,10,15,3.1,16,6.0,3.0,4.0,1.0,4.0,35.0,7.0,10.0,1.1,11.0,1.0,0.0,1.0,1.0,1.0
469,469,4 dic 2019,35,18,21,2.190909090909091,23,18.0,11.0,11.0,1.0909090909090908,12.0,17.0,7.0,10.0,1.1,11.0,,,,,
470,470,5 dic 2019,8,5,8,2.0,8,4.0,2.0,4.0,1.0,4.0,4.0,3.0,4.0,1.0,4.0,,,,,
471,471,6 dic 2019,33,15,23,2.1769230769230767,25,18.0,7.0,10.0,1.1,11.0,15.0,8.0,13.0,1.0769230769230769,14.0,,,,,
472,472,7 dic 2019,14,7,9,2.0,9,8.0,3.0,4.0,1.0,4.0,6.0,4.0,5.0,1.0,5.0,,,,,
473,473,8 dic 2019,4,2,4,2.0,4,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,
474,474,9 dic 2019,11,7,9,2.2857142857142856,11,2.0,2.0,2.0,1.0,2.0,9.0,5.0,7.0,1.2857142857142858,9.0,,,,,
475,475,10 dic 2019,18,7,7,2.0,7,1.0,1.0,1.0,1.0,1.0,17.0,6.0,6.0,1.0,6.0,,,,,
476,476,11 dic 2019,16,6,7,1.0,7,,,,,,16.0,6.0,7.0,1.0,7.0,,,,,
477,477,12 dic 2019,11,5,8,1.0,8,,,,,,11.0,5.0,8.0,1.0,8.0,,,,,
478,478,13 dic 2019,11,5,8,2.0,8,2.0,1.0,2.0,1.0,2.0,9.0,4.0,6.0,1.0,6.0,,,,,
479,479,14 dic 2019,18,8,9,2.0,9,2.0,2.0,2.0,1.0,2.0,16.0,6.0,7.0,1.0,7.0,,,,,
480,480,15 dic 2019,8,4,5,2.0,5,3.0,1.0,2.0,1.0,2.0,5.0,3.0,3.0,1.0,3.0,,,,,
481,481,16 dic 2019,17,8,11,2.142857142857143,12,4.0,3.0,4.0,1.0,4.0,13.0,5.0,7.0,1.1428571428571428,8.0,,,,,
482,482,17 dic 2019,15,5,9,2.0,9,3.0,2.0,3.0,1.0,3.0,12.0,3.0,6.0,1.0,6.0,,,,,
483,483,18 dic 2019,18,6,8,2.0,8,1.0,1.0,1.0,1.0,1.0,17.0,5.0,7.0,1.0,7.0,,,,,
484,484,19 dic 2019,31,12,16,2.0,16,2.0,2.0,2.0,1.0,2.0,29.0,10.0,14.0,1.0,14.0,,,,,
485,485,20 dic 2019,16,6,7,2.4,9,2.0,2.0,2.0,1.0,2.0,14.0,4.0,5.0,1.4,7.0,,,,,
486,486,21 dic 2019,10,6,7,2.0,7,5.0,2.0,2.0,1.0,2.0,5.0,4.0,5.0,1.0,5.0,,,,,
487,487,22 dic 2019,5,3,5,2.0,5,3.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,,,,,
488,488,23 dic 2019,19,4,7,1.0,7,,,,,,19.0,4.0,7.0,1.0,7.0,,,,,
489,489,24 dic 2019,1,1,1,1.0,1,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
490,490,25 dic 2019,1,1,1,1.0,1,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
491,491,26 dic 2019,7,5,5,3.5,6,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,1.5,3.0,1.0,1.0,1.0,1.0,1.0
492,492,27 dic 2019,9,8,8,2.0,8,3.0,3.0,3.0,1.0,3.0,6.0,5.0,5.0,1.0,5.0,,,,,
493,493,28 dic 2019,7,1,5,2.25,6,6.0,1.0,4.0,1.25,5.0,1.0,0.0,1.0,1.0,1.0,,,,,
494,494,29 dic 2019,3,1,3,2.0,3,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,,,,,
495,495,30 dic 2019,13,6,7,2.5,8,5.0,4.0,5.0,1.0,5.0,8.0,2.0,2.0,1.5,3.0,,,,,
496,496,31 dic 2019,3,3,3,2.0,3,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,,,,,
497,497,1 ene 2020,2,2,2,2.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
498,498,2 ene 2020,44,4,6,2.8,10,2.0,1.0,1.0,1.0,1.0,42.0,3.0,5.0,1.8,9.0,,,,,
499,499,3 ene 2020,36,5,9,2.142857142857143,10,5.0,1.0,2.0,1.0,2.0,31.0,4.0,7.0,1.1428571428571428,8.0,,,,,
500,500,4 ene 2020,6,2,2,2.0,2,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
501,501,5 ene 2020,23,4,7,2.583333333333333,9,14.0,1.0,3.0,1.3333333333333333,4.0,9.0,3.0,4.0,1.25,5.0,,,,,
502,502,6 ene 2020,28,4,5,2.333333333333333,6,2.0,2.0,2.0,1.0,2.0,26.0,2.0,3.0,1.3333333333333333,4.0,,,,,
503,503,7 ene 2020,4,2,2,1.5,3,,,,,,4.0,2.0,2.0,1.5,3.0,,,,,
504,504,8 ene 2020,38,5,6,2.666666666666667,8,33.0,3.0,3.0,1.6666666666666667,5.0,5.0,2.0,3.0,1.0,3.0,,,,,
505,505,9 ene 2020,12,7,8,2.2,9,4.0,3.0,3.0,1.0,3.0,8.0,4.0,5.0,1.2,6.0,,,,,
506,506,10 ene 2020,3,3,3,1.0,3,,,,,,3.0,3.0,3.0,1.0,3.0,,,,,
507,507,11 ene 2020,9,1,2,3.0,3,8.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,
508,508,12 ene 2020,24,1,4,4.333333333333333,7,18.0,1.0,3.0,1.3333333333333333,4.0,6.0,0.0,1.0,3.0,3.0,,,,,
509,509,13 ene 2020,7,4,6,2.5,7,3.0,1.0,2.0,1.5,3.0,4.0,3.0,4.0,1.0,4.0,,,,,
510,510,14 ene 2020,14,4,5,2.0,5,10.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,1.0,3.0,,,,,
511,511,15 ene 2020,9,3,5,2.25,6,3.0,1.0,1.0,1.0,1.0,6.0,2.0,4.0,1.25,5.0,,,,,
512,512,16 ene 2020,10,5,5,2.0,5,2.0,1.0,1.0,1.0,1.0,8.0,4.0,4.0,1.0,4.0,,,,,
513,513,17 ene 2020,5,2,3,2.5,4,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.5,3.0,,,,,
514,514,18 ene 2020,8,2,4,2.666666666666667,6,7.0,2.0,3.0,1.6666666666666667,5.0,1.0,0.0,1.0,1.0,1.0,,,,,
515,515,19 ene 2020,2,1,2,1.0,2,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,
516,516,20 ene 2020,6,3,4,2.0,4,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,,,,
517,517,21 ene 2020,85,9,10,2.4,12,70.0,4.0,5.0,1.4,7.0,15.0,5.0,5.0,1.0,5.0,,,,,
518,518,22 ene 2020,29,10,12,2.333333333333333,13,20.0,1.0,3.0,1.3333333333333333,4.0,9.0,9.0,9.0,1.0,9.0,,,,,
519,519,23 ene 2020,8,3,3,2.0,3,4.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,,,,,
520,520,24 ene 2020,27,3,6,2.0,6,24.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,,,,,
521,521,25 ene 2020,16,2,4,3.5,7,13.0,1.0,2.0,2.5,5.0,3.0,1.0,2.0,1.0,2.0,,,,,
522,522,26 ene 2020,2,1,1,1.0,1,,,,,,2.0,1.0,1.0,1.0,1.0,,,,,
523,523,27 ene 2020,10,5,6,1.0,6,,,,,,10.0,5.0,6.0,1.0,6.0,,,,,
524,524,28 ene 2020,7,2,3,2.0,3,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,2.0,,,,,
525,525,29 ene 2020,13,5,6,2.0,6,5.0,2.0,3.0,1.0,3.0,8.0,3.0,3.0,1.0,3.0,,,,,
526,526,30 ene 2020,4,4,4,1.0,4,4.0,4.0,4.0,1.0,4.0,,,,,,,,,,
527,527,31 ene 2020,4,4,4,2.0,4,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,,,,,
528,528,1 feb 2020,12,6,10,2.0,10,6.0,3.0,5.0,1.0,5.0,6.0,3.0,5.0,1.0,5.0,,,,,
529,529,2 feb 2020,4,2,2,1.0,2,,,,,,4.0,2.0,2.0,1.0,2.0,,,,,
530,530,3 feb 2020,13,7,10,2.25,11,5.0,3.0,4.0,1.25,5.0,8.0,4.0,6.0,1.0,6.0,,,,,
531,531,4 feb 2020,9,4,6,4.25,8,2.0,0.0,1.0,2.0,2.0,6.0,3.0,4.0,1.25,5.0,1.0,1.0,1.0,1.0,1.0
532,532,5 feb 2020,5,5,5,2.0,5,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,,,,,
533,533,6 feb 2020,3,3,3,2.0,3,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,,,,,
534,534,7 feb 2020,13,3,3,2.0,3,10.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,
535,535,8 feb 2020,35,4,6,2.6666666666666665,8,29.0,3.0,3.0,1.3333333333333333,4.0,6.0,1.0,3.0,1.3333333333333333,4.0,,,,,
536,536,9 feb 2020,14,8,8,2.0,8,9.0,5.0,5.0,1.0,5.0,5.0,3.0,3.0,1.0,3.0,,,,,
537,537,10 feb 2020,30,10,15,2.1111111111111107,16,21.0,6.0,9.0,1.1111111111111112,10.0,9.0,4.0,6.0,1.0,6.0,,,,,
538,538,11 feb 2020,30,10,12,2.166666666666667,13,16.0,4.0,6.0,1.0,6.0,14.0,6.0,6.0,1.1666666666666667,7.0,,,,,
539,539,12 feb 2020,54,21,22,2.0,22,20.0,12.0,13.0,1.0,13.0,34.0,9.0,9.0,1.0,9.0,,,,,
540,540,13 feb 2020,40,7,12,2.1111111111111107,13,4.0,1.0,3.0,1.0,3.0,36.0,6.0,9.0,1.1111111111111112,10.0,,,,,
541,541,14 feb 2020,8,8,8,2.0,8,5.0,5.0,5.0,1.0,5.0,3.0,3.0,3.0,1.0,3.0,,,,,
542,542,15 feb 2020,10,8,9,2.0,9,5.0,3.0,4.0,1.0,4.0,5.0,5.0,5.0,1.0,5.0,,,,,
543,543,16 feb 2020,8,6,8,2.0,8,2.0,1.0,2.0,1.0,2.0,6.0,5.0,6.0,1.0,6.0,,,,,
544,544,17 feb 2020,37,11,17,2.166666666666667,19,10.0,5.0,5.0,1.0,5.0,27.0,6.0,12.0,1.1666666666666667,14.0,,,,,
545,545,18 feb 2020,17,8,13,2.0,13,4.0,2.0,3.0,1.0,3.0,13.0,6.0,10.0,1.0,10.0,,,,,
546,546,19 feb 2020,35,17,20,2.066666666666667,21,8.0,4.0,5.0,1.0,5.0,27.0,13.0,15.0,1.0666666666666669,16.0,,,,,
547,547,20 feb 2020,29,14,17,2.0,17,4.0,3.0,3.0,1.0,3.0,25.0,11.0,14.0,1.0,14.0,,,,,
548,548,21 feb 2020,42,9,11,2.25,12,10.0,3.0,4.0,1.25,5.0,32.0,6.0,7.0,1.0,7.0,,,,,
549,549,22 feb 2020,8,5,7,2.2,8,2.0,1.0,2.0,1.0,2.0,6.0,4.0,5.0,1.2,6.0,,,,,
550,550,23 feb 2020,9,6,8,2.0,8,2.0,1.0,2.0,1.0,2.0,7.0,5.0,6.0,1.0,6.0,,,,,
551,551,24 feb 2020,5,5,5,2.0,5,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,,,,,
552,552,25 feb 2020,12,7,7,2.0,7,4.0,3.0,3.0,1.0,3.0,8.0,4.0,4.0,1.0,4.0,,,,,
553,553,26 feb 2020,18,12,12,2.166666666666667,13,12.0,6.0,6.0,1.1666666666666667,7.0,6.0,6.0,6.0,1.0,6.0,,,,,
