,Unnamed: 0.1,Fecha,Vistas,Usuarios nuevos,Total de usuarios,Sesiones por usuario,Sesiones,mobile Vistas,mobile Usuarios nuevos,mobile Total de usuarios,mobile Sesiones por usuario,mobile Sesiones,desktop Vistas,desktop Usuarios nuevos,desktop Total de usuarios,desktop Sesiones por usuario,desktop Sesiones,tablet Vistas,tablet Usuarios nuevos,tablet Total de usuarios,tablet Sesiones por usuario,tablet Sesiones
746,746,7 sept 2020,24,4,7,1.1428571428571428,8,,,,,,24.0,4.0,7.0,1.1428571428571428,8.0,,,,,
747,747,8 sept 2020,21,7,10,2.0,10,7.0,4.0,5.0,1.0,5.0,14.0,3.0,5.0,1.0,5.0,,,,,
748,748,9 sept 2020,8,1,5,2.833333333333333,7,4.0,0.0,2.0,1.5,3.0,4.0,1.0,3.0,1.3333333333333333,4.0,,,,,
749,749,10 sept 2020,19,12,13,2.0,13,4.0,3.0,3.0,1.0,3.0,15.0,9.0,10.0,1.0,10.0,,,,,
750,750,11 sept 2020,25,5,6,1.0,6,,,,,,25.0,5.0,6.0,1.0,6.0,,,,,
751,751,12 sept 2020,11,5,7,2.0,7,7.0,3.0,4.0,1.0,4.0,4.0,2.0,3.0,1.0,3.0,,,,,
752,752,13 sept 2020,21,2,3,2.0,3,7.0,1.0,1.0,1.0,1.0,14.0,1.0,2.0,1.0,2.0,,,,,
753,753,14 sept 2020,16,3,6,2.0,6,6.0,0.0,2.0,1.0,2.0,10.0,3.0,4.0,1.0,4.0,,,,,
754,754,15 sept 2020,9,5,7,2.0,7,2.0,2.0,2.0,1.0,2.0,7.0,3.0,5.0,1.0,5.0,,,,,
755,755,16 sept 2020,27,5,7,2.2,8,2.0,0.0,2.0,1.0,2.0,25.0,5.0,5.0,1.2,6.0,,,,,
756,756,17 sept 2020,20,7,10,3.0,12,10.0,1.0,2.0,2.0,4.0,10.0,6.0,8.0,1.0,8.0,,,,,
757,757,18 sept 2020,12,3,4,2.0,4,4.0,0.0,1.0,1.0,1.0,8.0,3.0,3.0,1.0,3.0,,,,,
758,758,19 sept 2020,12,4,8,2.0,8,3.0,1.0,3.0,1.0,3.0,9.0,3.0,5.0,1.0,5.0,,,,,
759,759,20 sept 2020,18,2,6,2.0,6,3.0,0.0,3.0,1.0,3.0,15.0,2.0,3.0,1.0,3.0,,,,,
760,760,21 sept 2020,7,4,5,2.0,5,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,,,,,
761,761,22 sept 2020,8,2,6,2.0,6,1.0,1.0,1.0,1.0,1.0,7.0,1.0,5.0,1.0,5.0,,,,,
762,762,23 sept 2020,14,3,5,2.5,6,3.0,2.0,3.0,1.0,3.0,11.0,1.0,2.0,1.5,3.0,,,,,
763,763,24 sept 2020,8,4,5,2.5,6,4.0,2.0,2.0,1.5,3.0,4.0,2.0,3.0,1.0,3.0,,,,,
764,764,25 sept 2020,16,7,8,2.0,8,4.0,1.0,1.0,1.0,1.0,12.0,6.0,7.0,1.0,7.0,,,,,
765,765,26 sept 2020,16,8,10,2.0,10,13.0,6.0,7.0,1.0,7.0,3.0,2.0,3.0,1.0,3.0,,,,,
766,766,27 sept 2020,3,1,2,1.0,2,,,,,,3.0,1.0,2.0,1.0,2.0,,,,,
767,767,28 sept 2020,27,6,7,2.0,7,14.0,2.0,3.0,1.0,3.0,13.0,4.0,4.0,1.0,4.0,,,,,
768,768,29 sept 2020,10,6,6,2.6666666666666665,8,5.0,3.0,3.0,1.3333333333333333,4.0,5.0,3.0,3.0,1.3333333333333333,4.0,,,,,
769,769,30 sept 2020,28,17,17,2.083333333333333,18,12.0,5.0,5.0,1.0,5.0,16.0,12.0,12.0,1.0833333333333333,13.0,,,,,
770,770,1 oct 2020,15,5,8,2.0,8,6.0,0.0,3.0,1.0,3.0,9.0,5.0,5.0,1.0,5.0,,,,,
771,771,2 oct 2020,8,3,4,2.0,4,1.0,1.0,1.0,1.0,1.0,7.0,2.0,3.0,1.0,3.0,,,,,
772,772,3 oct 2020,7,6,7,2.0,7,3.0,2.0,3.0,1.0,3.0,4.0,4.0,4.0,1.0,4.0,,,,,
773,773,4 oct 2020,25,12,15,2.071428571428571,16,1.0,1.0,1.0,1.0,1.0,24.0,11.0,14.0,1.0714285714285714,15.0,,,,,
774,774,5 oct 2020,70,21,26,2.169934640522876,28,33.0,6.0,9.0,1.1111111111111112,10.0,37.0,15.0,17.0,1.0588235294117647,18.0,,,,,
775,775,6 oct 2020,39,12,18,2.725,24,24.0,6.0,8.0,1.625,13.0,15.0,6.0,10.0,1.1,11.0,,,,,
776,776,7 oct 2020,13,4,7,2.25,8,9.0,2.0,4.0,1.25,5.0,4.0,2.0,3.0,1.0,3.0,,,,,
777,777,8 oct 2020,17,6,9,3.0,11,7.0,1.0,2.0,2.0,4.0,10.0,5.0,7.0,1.0,7.0,,,,,
778,778,9 oct 2020,19,5,7,2.0,7,1.0,1.0,1.0,1.0,1.0,18.0,4.0,6.0,1.0,6.0,,,,,
779,779,10 oct 2020,4,2,3,2.0,3,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,
780,780,11 oct 2020,1,1,1,1.0,1,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
781,781,12 oct 2020,14,6,6,2.5,8,11.0,4.0,4.0,1.5,6.0,3.0,2.0,2.0,1.0,2.0,,,,,
782,782,13 oct 2020,40,5,6,2.666666666666667,8,11.0,3.0,3.0,1.0,3.0,29.0,2.0,3.0,1.6666666666666667,5.0,,,,,
783,783,14 oct 2020,16,6,7,2.0,7,9.0,2.0,2.0,1.0,2.0,7.0,4.0,5.0,1.0,5.0,,,,,
784,784,15 oct 2020,274,19,25,2.344155844155844,29,39.0,11.0,14.0,1.0714285714285714,15.0,235.0,8.0,11.0,1.2727272727272727,14.0,,,,,
785,785,16 oct 2020,25,8,10,2.0,10,8.0,4.0,4.0,1.0,4.0,17.0,4.0,6.0,1.0,6.0,,,,,
786,786,17 oct 2020,25,3,7,3.5,8,7.0,0.0,2.0,1.5,3.0,13.0,2.0,3.0,1.0,3.0,5.0,1.0,2.0,1.0,2.0
787,787,18 oct 2020,5,1,1,1.0,1,5.0,1.0,1.0,1.0,1.0,,,,,,,,,,
788,788,19 oct 2020,15,7,7,3.0,8,4.0,1.0,1.0,2.0,2.0,11.0,6.0,6.0,1.0,6.0,,,,,
789,789,20 oct 2020,5,5,5,1.0,5,,,,,,5.0,5.0,5.0,1.0,5.0,,,,,
790,790,21 oct 2020,32,14,15,2.1111111111111107,16,17.0,9.0,9.0,1.1111111111111112,10.0,15.0,5.0,6.0,1.0,6.0,,,,,
791,791,22 oct 2020,22,13,13,2.1111111111111107,14,17.0,9.0,9.0,1.1111111111111112,10.0,5.0,4.0,4.0,1.0,4.0,,,,,
792,792,23 oct 2020,11,6,7,2.0,7,8.0,4.0,4.0,1.0,4.0,3.0,2.0,3.0,1.0,3.0,,,,,
793,793,24 oct 2020,7,3,6,2.0,6,5.0,2.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,,,,,
794,794,25 oct 2020,4,2,2,1.0,2,,,,,,4.0,2.0,2.0,1.0,2.0,,,,,
795,795,26 oct 2020,15,6,11,3.0,13,6.0,1.0,2.0,2.0,4.0,9.0,5.0,9.0,1.0,9.0,,,,,
796,796,27 oct 2020,55,16,20,2.333333333333333,22,36.0,11.0,14.0,1.0,14.0,19.0,5.0,6.0,1.3333333333333333,8.0,,,,,
797,797,28 oct 2020,60,18,18,2.2727272727272725,21,48.0,11.0,11.0,1.2727272727272727,14.0,12.0,7.0,7.0,1.0,7.0,,,,,
798,798,29 oct 2020,50,9,14,2.571428571428572,18,12.0,4.0,7.0,1.2857142857142858,9.0,38.0,5.0,7.0,1.2857142857142858,9.0,,,,,
799,799,30 oct 2020,10,6,9,2.0,9,8.0,4.0,7.0,1.0,7.0,2.0,2.0,2.0,1.0,2.0,,,,,
800,800,31 oct 2020,15,4,8,2.75,11,8.0,2.0,4.0,1.0,4.0,7.0,2.0,4.0,1.75,7.0,,,,,
801,801,1 nov 2020,6,0,1,1.0,1,6.0,0.0,1.0,1.0,1.0,,,,,,,,,,
802,802,2 nov 2020,34,8,10,2.583333333333333,13,5.0,3.0,4.0,1.25,5.0,29.0,5.0,6.0,1.3333333333333333,8.0,,,,,
803,803,3 nov 2020,40,13,18,2.0,18,24.0,4.0,9.0,1.0,9.0,16.0,9.0,9.0,1.0,9.0,,,,,
804,804,4 nov 2020,24,10,16,2.2,18,16.0,5.0,10.0,1.2,12.0,8.0,5.0,6.0,1.0,6.0,,,,,
805,805,5 nov 2020,51,8,15,2.5,19,27.0,4.0,9.0,1.3333333333333333,12.0,24.0,4.0,6.0,1.1666666666666667,7.0,,,,,
806,806,6 nov 2020,20,8,11,2.0,11,15.0,5.0,7.0,1.0,7.0,5.0,3.0,4.0,1.0,4.0,,,,,
807,807,7 nov 2020,16,4,7,2.25,8,6.0,1.0,3.0,1.0,3.0,10.0,3.0,4.0,1.25,5.0,,,,,
808,808,8 nov 2020,8,2,5,2.0,5,4.0,0.0,3.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,,,,,
809,809,9 nov 2020,34,13,18,2.2,20,11.0,6.0,8.0,1.0,8.0,23.0,7.0,10.0,1.2,12.0,,,,,
810,810,10 nov 2020,27,5,8,2.333333333333333,9,21.0,4.0,5.0,1.0,5.0,6.0,1.0,3.0,1.3333333333333333,4.0,,,,,
811,811,11 nov 2020,36,7,13,2.45,16,18.0,4.0,8.0,1.25,10.0,18.0,3.0,5.0,1.2,6.0,,,,,
812,812,12 nov 2020,71,24,30,2.305555555555556,35,47.0,15.0,18.0,1.2222222222222223,22.0,24.0,9.0,12.0,1.0833333333333333,13.0,,,,,
813,813,13 nov 2020,11,3,6,2.0,6,3.0,1.0,2.0,1.0,2.0,8.0,2.0,4.0,1.0,4.0,,,,,
814,814,14 nov 2020,9,6,9,2.0,9,3.0,2.0,3.0,1.0,3.0,6.0,4.0,6.0,1.0,6.0,,,,,
815,815,15 nov 2020,1,1,1,1.0,1,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
816,816,16 nov 2020,247,30,37,2.693965517241379,44,53.0,26.0,29.0,1.0689655172413792,31.0,194.0,4.0,8.0,1.625,13.0,,,,,
817,817,17 nov 2020,39,28,35,2.04,36,27.0,20.0,25.0,1.04,26.0,12.0,8.0,10.0,1.0,10.0,,,,,
818,818,18 nov 2020,34,12,13,4.0,14,5.0,5.0,5.0,1.0,5.0,26.0,7.0,7.0,1.0,7.0,3.0,0.0,1.0,2.0,2.0
819,819,19 nov 2020,37,17,21,2.2625,23,23.0,14.0,16.0,1.0625,17.0,14.0,3.0,5.0,1.2,6.0,,,,,
820,820,20 nov 2020,53,18,22,2.625,27,34.0,14.0,16.0,1.125,18.0,19.0,4.0,6.0,1.5,9.0,,,,,
821,821,21 nov 2020,34,5,11,2.333333333333333,13,29.0,1.0,6.0,1.3333333333333333,8.0,5.0,4.0,5.0,1.0,5.0,,,,,
822,822,22 nov 2020,11,1,6,2.6666666666666665,8,6.0,0.0,3.0,1.3333333333333333,4.0,5.0,1.0,3.0,1.3333333333333333,4.0,,,,,
823,823,23 nov 2020,3,3,3,1.0,3,3.0,3.0,3.0,1.0,3.0,,,,,,,,,,
824,824,24 nov 2020,102,41,44,2.95,55,95.0,37.0,40.0,1.2,48.0,7.0,4.0,4.0,1.75,7.0,,,,,
825,825,25 nov 2020,22,4,10,2.666666666666667,14,18.0,1.0,6.0,1.6666666666666667,10.0,4.0,3.0,4.0,1.0,4.0,,,,,
826,826,26 nov 2020,7,4,6,2.2,7,6.0,3.0,5.0,1.2,6.0,1.0,1.0,1.0,1.0,1.0,,,,,
827,827,27 nov 2020,6,5,5,2.0,5,4.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,,,,,
828,828,28 nov 2020,4,4,4,2.0,4,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,,,,,
829,829,29 nov 2020,8,4,4,2.0,4,1.0,1.0,1.0,1.0,1.0,7.0,3.0,3.0,1.0,3.0,,,,,
830,830,30 nov 2020,19,10,12,2.1111111111111107,13,6.0,2.0,3.0,1.0,3.0,13.0,8.0,9.0,1.1111111111111112,10.0,,,,,
831,831,1 dic 2020,4,2,3,2.0,3,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,,,,,
832,832,2 dic 2020,7,3,6,2.333333333333333,7,3.0,2.0,3.0,1.0,3.0,4.0,1.0,3.0,1.3333333333333333,4.0,,,,,
833,833,3 dic 2020,14,5,7,2.0,7,2.0,1.0,1.0,1.0,1.0,12.0,4.0,6.0,1.0,6.0,,,,,
834,834,4 dic 2020,12,4,4,2.0,4,1.0,1.0,1.0,1.0,1.0,11.0,3.0,3.0,1.0,3.0,,,,,
835,835,5 dic 2020,2,2,2,2.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
836,836,6 dic 2020,8,2,3,1.0,3,,,,,,8.0,2.0,3.0,1.0,3.0,,,,,
837,837,7 dic 2020,13,5,7,1.2857142857142858,9,,,,,,13.0,5.0,7.0,1.2857142857142858,9.0,,,,,
838,838,8 dic 2020,14,9,10,2.1111111111111107,11,1.0,1.0,1.0,1.0,1.0,13.0,8.0,9.0,1.1111111111111112,10.0,,,,,
839,839,9 dic 2020,20,8,13,2.0,13,3.0,2.0,3.0,1.0,3.0,17.0,6.0,10.0,1.0,10.0,,,,,
840,840,10 dic 2020,11,7,8,2.0,8,4.0,3.0,3.0,1.0,3.0,7.0,4.0,5.0,1.0,5.0,,,,,
841,841,11 dic 2020,4,3,3,2.0,3,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,,,,,
842,842,12 dic 2020,13,7,9,2.642857142857143,11,3.0,2.0,2.0,1.5,3.0,10.0,5.0,7.0,1.1428571428571428,8.0,,,,,
843,843,13 dic 2020,4,4,4,2.0,4,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,,,,,
844,844,14 dic 2020,15,2,5,2.0,5,2.0,0.0,1.0,1.0,1.0,13.0,2.0,4.0,1.0,4.0,,,,,
845,845,15 dic 2020,34,11,13,2.666666666666667,15,16.0,9.0,10.0,1.0,10.0,18.0,2.0,3.0,1.6666666666666667,5.0,,,,,
846,846,16 dic 2020,7,5,6,2.0,6,4.0,3.0,4.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,,,,,
847,847,17 dic 2020,6,4,4,2.0,4,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,,,,,
848,848,18 dic 2020,3,2,3,1.0,3,3.0,2.0,3.0,1.0,3.0,,,,,,,,,,
849,849,19 dic 2020,19,5,8,2.0,8,18.0,5.0,7.0,1.0,7.0,1.0,0.0,1.0,1.0,1.0,,,,,
850,850,20 dic 2020,13,6,7,2.0,7,6.0,5.0,6.0,1.0,6.0,7.0,1.0,1.0,1.0,1.0,,,,,
851,851,21 dic 2020,6,2,4,2.0,4,3.0,2.0,2.0,1.0,2.0,3.0,0.0,2.0,1.0,2.0,,,,,
852,852,22 dic 2020,8,5,6,2.0,6,5.0,3.0,4.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,,,,,
853,853,23 dic 2020,13,4,6,2.0,6,7.0,2.0,3.0,1.0,3.0,6.0,2.0,3.0,1.0,3.0,,,,,
854,854,25 dic 2020,1,0,1,1.0,1,,,,,,1.0,0.0,1.0,1.0,1.0,,,,,
855,855,26 dic 2020,9,4,6,2.75,8,5.0,2.0,4.0,1.25,5.0,4.0,2.0,2.0,1.5,3.0,,,,,
856,856,27 dic 2020,5,2,2,1.0,2,,,,,,5.0,2.0,2.0,1.0,2.0,,,,,
857,857,28 dic 2020,1,1,1,1.0,1,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
858,858,29 dic 2020,7,5,5,3.0,5,5.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
859,859,30 dic 2020,1,1,1,1.0,1,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
860,860,31 dic 2020,8,2,3,2.0,3,1.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,2.0,,,,,
861,861,1 ene 2021,2,1,1,1.0,1,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,
862,862,2 ene 2021,6,3,5,2.0,5,2.0,0.0,2.0,1.0,2.0,4.0,3.0,3.0,1.0,3.0,,,,,
863,863,3 ene 2021,11,6,8,2.0,8,8.0,4.0,5.0,1.0,5.0,3.0,2.0,3.0,1.0,3.0,,,,,
864,864,4 ene 2021,19,5,7,2.0,7,4.0,1.0,1.0,1.0,1.0,15.0,4.0,6.0,1.0,6.0,,,,,
865,865,5 ene 2021,1,1,1,1.0,1,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
866,866,7 ene 2021,5,3,3,3.0,4,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,,,,,
867,867,8 ene 2021,8,6,6,2.0,6,4.0,4.0,4.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,,,,,
868,868,9 ene 2021,7,4,5,2.0,5,2.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,1.0,4.0,,,,,
869,869,10 ene 2021,7,5,6,2.25,7,5.0,3.0,4.0,1.25,5.0,2.0,2.0,2.0,1.0,2.0,,,,,
870,870,11 ene 2021,3,3,3,2.0,3,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,
871,871,12 ene 2021,6,3,4,2.0,4,4.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,
872,872,13 ene 2021,5,4,4,2.0,4,4.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,
873,873,14 ene 2021,5,5,5,2.0,5,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,,,,,
874,874,15 ene 2021,4,2,3,2.0,3,,,,,,3.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0
875,875,16 ene 2021,6,2,2,4.0,4,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,,,,,
876,876,17 ene 2021,12,4,4,2.5,5,10.0,2.0,2.0,1.5,3.0,2.0,2.0,2.0,1.0,2.0,,,,,
877,877,18 ene 2021,10,9,10,2.0,10,3.0,2.0,3.0,1.0,3.0,7.0,7.0,7.0,1.0,7.0,,,,,
878,878,19 ene 2021,2,1,2,1.0,2,,,,,,2.0,1.0,2.0,1.0,2.0,,,,,
879,879,20 ene 2021,7,4,5,2.0,5,5.0,3.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,,
880,880,21 ene 2021,8,2,4,2.0,4,5.0,0.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,,,,,
881,881,22 ene 2021,4,3,4,2.0,4,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,
882,882,23 ene 2021,23,9,11,2.125,12,13.0,3.0,3.0,1.0,3.0,10.0,6.0,8.0,1.125,9.0,,,,,
883,883,24 ene 2021,5,3,5,2.0,5,4.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,
884,884,25 ene 2021,4,4,4,2.0,4,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,
885,885,26 ene 2021,9,6,7,2.0,7,2.0,1.0,2.0,1.0,2.0,7.0,5.0,5.0,1.0,5.0,,,,,
886,886,27 ene 2021,15,11,11,2.0,11,10.0,6.0,6.0,1.0,6.0,5.0,5.0,5.0,1.0,5.0,,,,,
887,887,28 ene 2021,8,2,5,1.4,7,8.0,2.0,5.0,1.4,7.0,,,,,,,,,,
888,888,29 ene 2021,13,6,7,2.2,8,10.0,4.0,5.0,1.2,6.0,3.0,2.0,2.0,1.0,2.0,,,,,
889,889,30 ene 2021,4,2,4,2.0,4,1.0,0.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,,,,,
890,890,31 ene 2021,2,1,2,2.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,
891,891,1 feb 2021,8,8,8,2.0,8,3.0,3.0,3.0,1.0,3.0,5.0,5.0,5.0,1.0,5.0,,,,,
892,892,2 feb 2021,29,2,5,2.833333333333333,7,21.0,1.0,2.0,1.5,3.0,8.0,1.0,3.0,1.3333333333333333,4.0,,,,,
893,893,3 feb 2021,3,3,3,2.0,3,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,,,,,
894,894,4 feb 2021,24,9,9,2.0,9,4.0,3.0,3.0,1.0,3.0,20.0,6.0,6.0,1.0,6.0,,,,,
895,895,5 feb 2021,6,4,4,1.5,6,6.0,4.0,4.0,1.5,6.0,,,,,,,,,,
896,896,6 feb 2021,11,5,6,2.0,6,8.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,,,,,
897,897,8 feb 2021,37,12,14,2.333333333333333,16,11.0,7.0,8.0,1.0,8.0,26.0,5.0,6.0,1.3333333333333333,8.0,,,,,
898,898,9 feb 2021,24,10,13,2.0,13,8.0,5.0,6.0,1.0,6.0,16.0,5.0,7.0,1.0,7.0,,,,,
899,899,10 feb 2021,7,6,7,2.0,7,2.0,2.0,2.0,1.0,2.0,5.0,4.0,5.0,1.0,5.0,,,,,
900,900,11 feb 2021,9,8,8,2.0,8,7.0,6.0,6.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,,,,,
901,901,12 feb 2021,14,9,11,2.0,11,7.0,7.0,7.0,1.0,7.0,7.0,2.0,4.0,1.0,4.0,,,,,
902,902,13 feb 2021,13,5,8,2.0,8,2.0,2.0,2.0,1.0,2.0,11.0,3.0,6.0,1.0,6.0,,,,,
903,903,14 feb 2021,11,6,8,2.0,8,2.0,1.0,2.0,1.0,2.0,9.0,5.0,6.0,1.0,6.0,,,,,
904,904,15 feb 2021,15,6,6,3.0,6,3.0,3.0,3.0,1.0,3.0,11.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
905,905,16 feb 2021,3,3,3,2.0,3,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,,,,,
906,906,17 feb 2021,12,6,7,2.0,7,1.0,1.0,1.0,1.0,1.0,11.0,5.0,6.0,1.0,6.0,,,,,
907,907,18 feb 2021,22,7,7,2.0,7,5.0,3.0,3.0,1.0,3.0,17.0,4.0,4.0,1.0,4.0,,,,,
908,908,19 feb 2021,9,3,6,2.5,8,2.0,2.0,2.0,1.0,2.0,7.0,1.0,4.0,1.5,6.0,,,,,
909,909,20 feb 2021,6,3,4,2.666666666666667,6,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.6666666666666667,5.0,,,,,
910,910,21 feb 2021,13,6,8,5.0,11,9.0,6.0,7.0,1.0,7.0,4.0,0.0,1.0,4.0,4.0,,,,,
911,911,22 feb 2021,34,16,22,2.7857142857142856,30,21.0,12.0,14.0,1.2857142857142858,18.0,13.0,4.0,8.0,1.5,12.0,,,,,
912,912,23 feb 2021,78,35,44,2.488421052631579,54,39.0,21.0,25.0,1.12,28.0,39.0,14.0,19.0,1.368421052631579,26.0,,,,,
913,913,24 feb 2021,126,20,33,2.4338235294117645,40,30.0,11.0,17.0,1.0588235294117647,18.0,96.0,9.0,16.0,1.375,22.0,,,,,
914,914,25 feb 2021,146,43,49,2.2765151515151514,56,122.0,32.0,33.0,1.1515151515151516,38.0,24.0,11.0,16.0,1.125,18.0,,,,,
915,915,26 feb 2021,165,22,31,2.397435897435898,37,49.0,14.0,18.0,1.1666666666666667,21.0,116.0,8.0,13.0,1.2307692307692308,16.0,,,,,
916,916,27 feb 2021,18,2,7,2.0,7,13.0,0.0,3.0,1.0,3.0,5.0,2.0,4.0,1.0,4.0,,,,,
917,917,28 feb 2021,7,4,5,2.5,6,4.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.5,3.0,,,,,
918,918,1 mar 2021,186,16,23,2.5079365079365084,29,27.0,5.0,9.0,1.2222222222222223,11.0,159.0,11.0,14.0,1.2857142857142858,18.0,,,,,
919,919,2 mar 2021,65,15,20,2.21978021978022,22,15.0,5.0,7.0,1.1428571428571428,8.0,50.0,10.0,13.0,1.0769230769230769,14.0,,,,,
920,920,3 mar 2021,28,7,13,2.452380952380953,16,11.0,5.0,6.0,1.1666666666666667,7.0,17.0,2.0,7.0,1.2857142857142858,9.0,,,,,
921,921,4 mar 2021,70,25,30,3.4,35,30.0,17.0,20.0,1.15,23.0,38.0,6.0,8.0,1.25,10.0,2.0,2.0,2.0,1.0,2.0
922,922,5 mar 2021,55,16,27,2.0625,28,38.0,13.0,16.0,1.0625,17.0,17.0,3.0,11.0,1.0,11.0,,,,,
923,923,6 mar 2021,21,4,9,2.25,10,15.0,1.0,4.0,1.25,5.0,6.0,3.0,5.0,1.0,5.0,,,,,
924,924,7 mar 2021,15,5,6,3.0,9,8.0,2.0,2.0,1.5,3.0,7.0,3.0,4.0,1.5,6.0,,,,,
925,925,8 mar 2021,39,8,12,2.625,16,10.0,4.0,4.0,1.25,5.0,29.0,4.0,8.0,1.375,11.0,,,,,
926,926,9 mar 2021,150,30,40,2.418803418803419,47,87.0,23.0,27.0,1.1111111111111112,30.0,63.0,7.0,13.0,1.3076923076923077,17.0,,,,,
927,927,10 mar 2021,27,9,15,2.0,15,14.0,4.0,7.0,1.0,7.0,13.0,5.0,8.0,1.0,8.0,,,,,
928,928,11 mar 2021,15,9,12,2.0,12,3.0,3.0,3.0,1.0,3.0,12.0,6.0,9.0,1.0,9.0,,,,,
929,929,12 mar 2021,25,10,14,2.0,14,16.0,6.0,7.0,1.0,7.0,9.0,4.0,7.0,1.0,7.0,,,,,
930,930,13 mar 2021,12,4,7,2.0,7,9.0,3.0,4.0,1.0,4.0,3.0,1.0,3.0,1.0,3.0,,,,,
931,931,14 mar 2021,28,5,10,2.875,14,25.0,5.0,8.0,1.375,11.0,3.0,0.0,2.0,1.5,3.0,,,,,
932,932,15 mar 2021,69,15,23,2.142857142857143,25,14.0,7.0,9.0,1.0,9.0,55.0,8.0,14.0,1.1428571428571428,16.0,,,,,
933,933,16 mar 2021,24,10,14,2.666666666666667,17,4.0,1.0,2.0,1.5,3.0,20.0,9.0,12.0,1.1666666666666667,14.0,,,,,
934,934,17 mar 2021,23,11,18,2.0,18,14.0,7.0,10.0,1.0,10.0,9.0,4.0,8.0,1.0,8.0,,,,,
935,935,18 mar 2021,23,5,12,2.2857142857142856,14,18.0,3.0,7.0,1.2857142857142858,9.0,5.0,2.0,5.0,1.0,5.0,,,,,
936,936,19 mar 2021,9,4,6,2.0,6,3.0,2.0,3.0,1.0,3.0,6.0,2.0,3.0,1.0,3.0,,,,,
937,937,20 mar 2021,10,4,5,2.0,5,4.0,3.0,3.0,1.0,3.0,6.0,1.0,2.0,1.0,2.0,,,,,
938,938,21 mar 2021,5,4,5,2.0,5,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,,,,,
939,939,22 mar 2021,23,7,11,2.0,11,6.0,2.0,3.0,1.0,3.0,17.0,5.0,8.0,1.0,8.0,,,,,
940,940,23 mar 2021,21,19,19,2.0,19,9.0,8.0,8.0,1.0,8.0,12.0,11.0,11.0,1.0,11.0,,,,,
941,941,24 mar 2021,27,11,11,2.0,11,17.0,9.0,9.0,1.0,9.0,10.0,2.0,2.0,1.0,2.0,,,,,
