,Fecha,Número de vistas de página,Usuarios nuevos,Usuarios,Número de sesiones por usuario,Sesiones,Argentina,Otros Paises,mobile,desktop,tablet,Categoría de dispositivo promedio,Categoría de dispositivo std,Windows,Android,Linux,Macintosh,Sistema operativo (not set),iOS,Windows Phone,Chrome OS,Tizen,BlackBerry,Sistema operativo promedio,Sistema operativo std,Organic Search,Social,Direct,Referral,Agrupación de canales predeterminada promedio,Agrupación de canales predeterminada std
949,1 abr 2021,11,3,3,1.3333333333333333,4,11,0,11,0,0,3.6666666666666665,5.1854497287013475,0,11,0,0,0,0,0,0,0,0,1.1,3.2999999999999994,0,10,1,0,2.75,4.205650960315181
950,2 abr 2021,14,4,4,1.0,4,14,0,12,2,0,4.666666666666667,5.2493385826745405,2,12,0,0,0,0,0,0,0,0,1.4,3.5832945734337827,3,11,0,0,3.5,4.5
951,3 abr 2021,12,6,6,1.0,6,12,0,8,4,0,4.0,3.2659863237109037,2,3,0,2,0,5,0,0,0,0,1.2,1.6613247725836149,7,4,1,0,3.0,2.7386127875258306
952,4 abr 2021,6,3,4,1.5,6,4,2,2,4,0,2.0,1.6329931618554518,4,1,0,0,0,1,0,0,0,0,0.6,1.1999999999999995,1,0,5,0,1.5,2.0615528128088303
953,5 abr 2021,17,14,15,1.0,15,15,2,6,11,0,5.666666666666668,4.496912521077348,11,5,0,0,0,1,0,0,0,0,1.7,3.4365680554879168,5,0,11,1,4.25,4.3229041164476465
954,6 abr 2021,17,9,12,1.0,12,16,1,10,7,0,5.666666666666668,4.189935029992179,7,10,0,0,0,0,0,0,0,0,1.7,3.4655446902326914,5,1,11,0,4.25,4.3229041164476465
955,7 abr 2021,12,5,7,1.0,7,11,1,8,4,0,4.0,3.2659863237109037,4,8,0,0,0,0,0,0,0,0,1.2,2.561249694973139,1,0,11,0,3.0,4.636809247747852
956,8 abr 2021,28,8,12,1.25,15,27,1,12,16,0,9.333333333333334,6.79869268479038,11,12,5,0,0,0,0,0,0,0,2.8,4.6000000000000005,13,4,11,0,7.0,5.244044240850758
957,9 abr 2021,39,16,19,1.1578947368421053,22,21,18,25,13,1,13.0,9.797958971132712,12,24,0,1,0,2,0,0,0,0,3.9,7.5690157880665065,2,25,10,2,9.75,9.390819985496474
958,10 abr 2021,13,7,10,1.1,11,13,0,7,6,0,4.333333333333333,3.0912061651652345,6,7,0,0,0,0,0,0,0,0,1.3,2.6095976701399777,4,2,6,1,3.25,1.9202864369671517
959,11 abr 2021,31,10,11,1.0,11,30,1,5,26,0,10.333333333333334,11.2644968324772,26,5,0,0,0,0,0,0,0,0,3.1,7.777531742140305,18,1,12,0,7.75,7.562241731127088
960,12 abr 2021,33,13,17,1.1176470588235294,19,33,0,10,23,0,11.0,9.41629792788369,23,10,0,0,0,0,0,0,0,0,3.3,7.211795892841116,13,8,11,1,8.25,4.548351349665063
961,13 abr 2021,21,16,17,1.0588235294117647,18,20,1,8,13,0,7.0,5.354126134736337,13,7,0,0,0,1,0,0,0,0,2.1,4.182104733265296,11,2,8,0,5.25,4.437059837324711
962,14 abr 2021,59,22,26,1.0769230769230769,28,58,1,41,18,0,19.666666666666668,16.77961726487096,17,38,0,1,0,3,0,0,0,0,5.9,11.810588469674151,39,0,20,0,14.75,16.20763708873073
963,15 abr 2021,38,17,19,1.0526315789473684,20,32,6,12,26,0,12.666666666666664,10.624918300339486,26,12,0,0,0,0,0,0,0,0,3.8,8.219489035213808,8,3,26,1,9.5,9.861541461658009
964,16 abr 2021,12,7,9,1.0,9,11,1,2,10,0,4.0,4.320493798938574,10,1,0,0,0,1,0,0,0,0,1.2,2.9597297173897488,7,0,5,0,3.0,3.0822070014844885
965,17 abr 2021,11,6,9,1.1111111111111112,10,9,2,7,4,0,3.6666666666666665,2.867441755680876,4,6,0,0,0,1,0,0,0,0,1.1,2.022374841615669,2,4,4,1,2.75,1.299038105676658
966,18 abr 2021,8,6,7,1.0,7,7,1,5,3,0,2.6666666666666665,2.0548046676563256,2,5,0,1,0,0,0,0,0,0,0.8,1.5362291495737217,4,0,4,0,2.0,2.0
967,19 abr 2021,30,15,18,1.0555555555555556,19,19,11,8,22,0,10.0,9.092121131323903,22,8,0,0,0,0,0,0,0,0,3.0,6.767569726275452,11,2,8,9,7.5,3.3541019662496847
968,20 abr 2021,42,8,15,1.4,21,40,2,6,35,1,14.0,14.98888477061141,25,6,2,8,0,1,0,0,0,0,4.2,7.440430095095309,21,11,10,0,10.5,7.433034373659253
969,21 abr 2021,42,15,21,1.1428571428571428,24,40,2,27,15,0,14.0,11.04536101718726,12,27,3,0,0,0,0,0,0,0,4.2,8.4,16,0,26,0,10.5,11.07925990308017
970,22 abr 2021,27,10,15,1.1333333333333333,17,26,1,11,13,3,9.0,4.320493798938574,13,11,0,0,0,3,0,0,0,0,2.7,4.754997371187496,16,5,6,0,6.75,5.804093383121951
971,23 abr 2021,40,10,15,1.0,15,31,9,8,32,0,13.333333333333336,13.59738536958076,32,8,0,0,0,0,0,0,0,0,4.0,9.633275663033835,12,4,24,0,10.0,9.16515138991168
972,24 abr 2021,25,5,8,1.375,11,25,0,20,5,0,8.333333333333334,8.498365855987974,5,20,0,0,0,0,0,0,0,0,2.5,6.020797289396148,18,5,1,1,6.25,6.9776428684764324
973,25 abr 2021,20,12,14,1.0,14,18,2,5,14,1,6.666666666666668,5.436502143433364,14,5,0,0,0,1,0,0,0,0,2.0,4.266145801540309,9,0,10,1,5.0,4.527692569068709
974,26 abr 2021,19,13,13,1.0,13,16,3,4,15,0,6.333333333333332,6.342099196813482,12,4,3,0,0,0,0,0,0,0,1.9,3.645545226711637,12,1,6,0,4.75,4.763139720814412
975,27 abr 2021,19,9,10,1.0,10,19,0,3,16,0,6.333333333333332,6.944222218666552,16,3,0,0,0,0,0,0,0,0,1.9,4.784349485562276,5,8,6,0,4.75,2.9474565306378993
976,28 abr 2021,23,11,15,1.0,15,23,0,10,13,0,7.666666666666668,5.557777333511021,13,10,0,0,0,0,0,0,0,0,2.3,4.648655719667784,8,1,14,0,5.75,5.673402858955108
977,29 abr 2021,21,13,14,1.0,14,16,5,2,19,0,7.0,8.524474568362947,15,2,0,4,0,0,0,0,0,0,2.1,4.482186966202994,7,0,14,0,5.25,5.804093383121951
978,30 abr 2021,32,12,15,1.3333333333333333,20,32,0,18,14,0,10.666666666666666,7.717224601860151,14,18,0,0,0,0,0,0,0,0,3.2,6.462197768561405,9,5,18,0,8.0,6.59545297913646
979,1 may 2021,12,4,5,2.0,10,12,0,10,1,1,4.0,4.242640687119285,1,10,0,0,0,1,0,0,0,0,1.2,2.9597297173897488,2,0,10,0,3.0,4.123105625617661
980,2 may 2021,8,6,8,1.0,8,7,1,6,2,0,2.6666666666666665,2.494438257849294,2,5,0,0,0,1,0,0,0,0,0.8,1.5362291495737217,4,0,4,0,2.0,2.0
981,3 may 2021,21,11,15,1.1333333333333333,17,20,1,13,8,0,7.0,5.354126134736337,8,11,0,0,0,2,0,0,0,0,2.1,3.806573262134856,11,0,9,1,5.25,4.815340071064557
982,4 may 2021,31,14,20,1.15,23,30,1,8,23,0,10.333333333333334,9.533566430716727,22,7,0,1,0,1,0,0,0,0,3.1,6.624952830020755,20,0,11,0,7.75,8.37779804005802
983,5 may 2021,40,15,19,1.4736842105263157,28,38,2,20,20,0,13.333333333333336,9.428090415820634,20,20,0,0,0,0,0,0,0,0,4.0,8.0,11,13,15,1,10.0,5.385164807134505
984,6 may 2021,56,20,26,1.1153846153846154,29,54,2,23,33,0,18.666666666666668,13.81625451737514,23,22,0,10,0,1,0,0,0,0,5.6,8.946507698538015,23,24,7,2,14.0,9.669539802906858
985,7 may 2021,17,9,12,1.0,12,17,0,8,9,0,5.666666666666668,4.027681991198191,9,8,0,0,0,0,0,0,0,0,1.7,3.4073450074801634,1,6,9,1,4.25,3.418698582794337
986,8 may 2021,11,7,7,1.0,7,10,1,7,4,0,3.6666666666666665,2.867441755680876,4,7,0,0,0,0,0,0,0,0,1.1,2.3000000000000003,1,5,5,0,2.75,2.2776083947860752
987,9 may 2021,15,10,10,1.0,10,10,5,13,2,0,5.0,5.715476066494082,2,13,0,0,0,0,0,0,0,0,1.5,3.879432948254165,7,3,5,0,3.75,2.5860201081971503
988,10 may 2021,32,11,16,1.0625,17,32,0,13,19,0,10.666666666666666,7.930251502246879,19,13,0,0,0,0,0,0,0,0,3.2,6.539113089708728,14,9,9,0,8.0,5.04975246918104
989,11 may 2021,12,9,10,1.0,10,11,1,4,8,0,4.0,3.2659863237109037,8,4,0,0,0,0,0,0,0,0,1.2,2.561249694973139,2,6,4,0,3.0,2.23606797749979
990,12 may 2021,27,16,18,1.1111111111111112,20,27,0,15,12,0,9.0,6.4807406984078595,11,13,1,0,0,2,0,0,0,0,2.7,4.712748667179271,5,0,22,0,6.75,9.03811374126261
991,13 may 2021,21,11,16,1.0,16,19,2,9,12,0,7.0,5.0990195135927845,11,9,0,1,0,0,0,0,0,0,2.1,3.9862262855989496,4,2,15,0,5.25,5.804093383121951
992,14 may 2021,25,9,11,1.0909090909090908,12,25,0,18,7,0,8.333333333333334,7.4087035902976215,7,18,0,0,0,0,0,0,0,0,2.5,5.572252686302012,6,10,9,0,6.25,3.897114317029974
993,15 may 2021,18,5,7,1.0,7,13,5,4,14,0,6.0,5.887840577551898,13,4,1,0,0,0,0,0,0,0,1.8,3.919183588453085,12,1,5,0,4.5,4.716990566028302
994,16 may 2021,17,5,5,1.0,5,16,1,16,1,0,5.666666666666668,7.318166133366716,1,16,0,0,0,0,0,0,0,0,1.7,4.77598157450382,11,4,2,0,4.25,4.14578098794425
995,17 may 2021,12,6,8,1.125,9,11,1,7,5,0,4.0,2.943920288775949,5,7,0,0,0,0,0,0,0,0,1.2,2.44131112314674,3,6,2,1,3.0,1.8708286933869709
996,18 may 2021,13,5,8,1.0,8,12,1,9,4,0,4.333333333333333,3.6817870057290873,4,9,0,0,0,0,0,0,0,0,1.3,2.8301943396169813,2,7,3,1,3.25,2.2776083947860752
997,19 may 2021,133,47,51,1.2941176470588236,66,131,2,99,34,0,44.33333333333334,41.071752931776466,34,98,0,0,0,1,0,0,0,0,13.3,29.98683044271268,31,8,93,1,33.25,36.237929024711114
998,20 may 2021,29,12,17,1.0588235294117647,18,29,0,9,20,0,9.666666666666666,8.178562764256865,13,9,7,0,0,0,0,0,0,0,2.9,4.635730794599703,19,2,8,0,7.25,7.39509972887452
999,21 may 2021,29,13,18,1.0555555555555556,19,29,0,23,6,0,9.666666666666666,9.741092797468305,6,23,0,0,0,0,0,0,0,0,2.9,6.934695379034325,8,1,20,0,7.25,7.980444849756184
1000,22 may 2021,26,14,18,1.0555555555555556,19,20,6,21,5,0,8.666666666666666,8.956685895029599,5,21,0,0,0,0,0,0,0,0,2.6,6.311893535223799,5,3,16,2,6.5,5.5901699437494745
1001,23 may 2021,10,6,8,1.125,9,9,1,8,2,0,3.333333333333333,3.39934634239519,1,5,0,1,0,3,0,0,0,0,1.0,1.6124515496597098,6,0,4,0,2.5,2.598076211353316
1002,24 may 2021,8,5,8,1.0,8,8,0,4,4,0,2.6666666666666665,1.8856180831641267,4,4,0,0,0,0,0,0,0,0,0.8,1.6000000000000003,4,0,4,0,2.0,2.0
1003,25 may 2021,10,4,8,1.0,8,7,3,3,7,0,3.333333333333333,2.867441755680876,7,2,0,0,0,0,1,0,0,0,1.0,2.0976176963403037,3,2,5,0,2.5,1.8027756377319943
1004,26 may 2021,69,17,27,1.148148148148148,31,69,0,35,34,0,23.0,16.2685791225499,34,33,0,0,0,2,0,0,0,0,6.9,13.315029102484152,28,10,31,0,17.25,12.794041581923986
1005,27 may 2021,24,12,15,1.2,18,23,1,8,16,0,8.0,6.531972647421807,15,8,1,0,0,0,0,0,0,0,2.4,4.82078831727758,7,8,9,0,6.0,3.5355339059327378
1006,28 may 2021,39,16,21,1.1428571428571428,24,39,0,24,15,0,13.0,9.899494936611664,13,24,1,1,0,0,0,0,0,0,3.9,7.712976079309469,9,0,30,0,9.75,12.255100978776145
1007,29 may 2021,9,5,6,1.1666666666666667,7,8,1,4,5,0,3.0,2.160246899469287,5,4,0,0,0,0,0,0,0,0,0.9,1.8138357147217052,5,0,4,0,2.25,2.2776083947860752
1008,30 may 2021,23,9,10,1.1,11,21,2,13,10,0,7.666666666666668,5.557777333511021,6,13,0,3,0,0,0,1,0,0,2.3,4.026164427839478,7,0,16,0,5.75,6.5717197140474575
1009,31 may 2021,56,15,23,1.2608695652173914,29,56,0,27,29,0,18.666666666666668,13.224556283251582,29,26,0,0,0,1,0,0,0,0,5.6,10.974515934655155,35,5,15,1,14.0,13.152946437965904
1010,1 jun 2021,47,24,31,1.0967741935483872,34,41,6,21,26,0,15.666666666666664,11.2644968324772,25,21,1,0,0,0,0,0,0,0,4.7,9.198369420718002,18,5,22,2,11.75,8.437268515343103
1011,2 jun 2021,72,31,40,1.175,47,72,0,51,21,0,24.0,20.928449536456352,20,50,0,1,0,1,0,0,0,0,7.2,15.438911878756224,25,27,17,3,18.0,9.433981132056603
1012,3 jun 2021,37,17,21,1.0476190476190477,22,31,6,13,24,0,12.333333333333336,9.809292646374773,24,11,0,0,0,2,0,0,0,0,3.7,7.510659092250163,33,2,2,0,9.25,13.736356867816156
1013,4 jun 2021,15,8,11,1.0,11,15,0,3,12,0,5.0,5.0990195135927845,12,3,0,0,0,0,0,0,0,0,1.5,3.6124783736376886,12,1,2,0,3.75,4.815340071064557
1014,5 jun 2021,10,9,10,1.0,10,8,2,4,6,0,3.333333333333333,2.494438257849294,6,3,0,0,0,1,0,0,0,0,1.0,1.8973665961010275,4,3,2,1,2.5,1.118033988749895
1015,6 jun 2021,9,5,7,1.1428571428571428,8,7,2,5,4,0,3.0,2.160246899469287,4,5,0,0,0,0,0,0,0,0,0.9,1.8138357147217052,1,0,5,3,2.25,1.9202864369671517
1016,7 jun 2021,53,13,17,1.2941176470588236,22,41,12,34,19,0,17.666666666666668,13.912424503139473,19,21,0,0,0,13,0,0,0,0,5.3,8.307225770376053,13,13,25,2,13.25,8.13557004763649
1017,8 jun 2021,21,12,14,1.0,14,21,0,7,14,0,7.0,5.715476066494082,13,6,1,0,0,1,0,0,0,0,2.1,4.036087214122113,12,4,4,1,5.25,4.085033659592049
1018,9 jun 2021,101,34,45,1.1333333333333333,51,100,1,70,29,2,33.666666666666664,27.956315128349015,27,71,0,2,0,1,0,0,0,0,10.1,21.80573319106698,24,48,28,1,25.25,16.69393602479655
1019,10 jun 2021,37,10,16,1.1875,19,37,0,11,26,0,12.333333333333336,10.656244908763853,26,10,0,0,0,1,0,0,0,0,3.7,8.000624975587847,26,3,8,0,9.25,10.084022015049351
1020,11 jun 2021,26,14,17,1.1764705882352942,20,26,0,12,14,0,8.666666666666666,6.182412330330468,13,10,1,0,0,0,0,0,2,0,2.6,4.5431266766402185,16,0,10,0,6.5,6.837397165588674
1021,12 jun 2021,25,13,17,1.0,17,19,6,10,15,0,8.333333333333334,6.236095644623236,15,10,0,0,0,0,0,0,0,0,2.5,5.123475382979799,15,2,8,0,6.25,5.847007781763249
1022,13 jun 2021,5,2,4,1.25,5,4,1,4,1,0,1.6666666666666667,1.699673171197595,1,4,0,0,0,0,0,0,0,0,0.5,1.2041594578792296,1,0,2,2,1.25,0.82915619758885
1023,14 jun 2021,63,19,26,1.1923076923076923,31,48,15,13,49,1,21.0,20.396078054371138,45,14,3,1,0,0,0,0,0,0,6.3,13.542894816101912,23,5,31,4,15.75,11.605494388435162
1024,15 jun 2021,86,32,47,1.1489361702127658,54,84,2,42,44,0,28.66666666666667,20.28683207293725,39,41,5,0,0,1,0,0,0,0,8.6,15.774663229368796,30,26,28,2,21.5,11.346805717910216
1025,16 jun 2021,20,5,17,1.1176470588235294,19,20,0,8,12,0,6.666666666666668,4.988876515698588,11,7,1,0,0,1,0,0,0,0,2.0,3.6331804249169903,9,2,9,0,5.0,4.0620192023179795
1026,17 jun 2021,69,23,31,1.0967741935483872,34,68,1,36,33,0,23.0,16.30950643030009,32,35,0,1,0,1,0,0,0,0,6.9,13.322537295875735,23,28,16,2,17.25,9.781998773256925
1027,18 jun 2021,23,12,20,1.05,21,22,1,9,14,0,7.666666666666668,5.792715732327589,14,8,0,0,0,1,0,0,0,0,2.3,4.561797891182817,12,5,6,0,5.75,4.264680527307995
1028,19 jun 2021,12,6,8,1.25,10,12,0,9,3,0,4.0,3.741657386773941,2,9,1,0,0,0,0,0,0,0,1.2,2.6758176320519302,4,3,5,0,3.0,1.8708286933869709
1029,20 jun 2021,6,4,5,1.0,5,6,0,4,2,0,2.0,1.6329931618554518,2,4,0,0,0,0,0,0,0,0,0.6,1.2806248474865696,2,2,1,1,1.5,0.5
1030,21 jun 2021,15,7,10,1.0,10,15,0,8,7,0,5.0,3.559026084010437,5,8,2,0,0,0,0,0,0,0,1.5,2.6551836094703507,12,0,3,0,3.75,4.9180788932265
1031,22 jun 2021,77,17,23,1.1304347826086956,26,75,2,13,63,1,25.66666666666667,26.84937408746969,62,14,0,1,0,0,0,0,0,0,7.7,18.569060288555264,26,2,48,1,19.25,19.382659776202022
1032,23 jun 2021,92,28,43,1.0930232558139534,47,91,1,49,43,0,30.66666666666667,21.822516404443878,29,48,13,1,0,1,0,0,0,0,9.2,15.714961024450552,22,12,58,0,23.0,21.656407827707714
1033,24 jun 2021,13,4,7,1.1428571428571428,8,13,0,1,12,0,4.333333333333333,5.436502143433364,9,1,2,1,0,0,0,0,0,0,1.3,2.6476404589747453,7,0,6,0,3.25,3.2691742076555053
1034,25 jun 2021,41,20,22,1.0454545454545454,23,30,11,6,35,0,13.666666666666664,15.2825245151302,25,6,0,0,10,0,0,0,0,0,4.1,7.700000000000001,9,8,23,1,10.25,7.980444849756184
1035,26 jun 2021,16,11,11,1.0,11,15,1,9,7,0,5.333333333333333,3.858612300930076,7,8,0,0,0,1,0,0,0,0,1.6,2.973213749463701,3,0,12,1,4.0,4.743416490252568
1036,27 jun 2021,118,8,15,1.0666666666666669,16,114,4,23,95,0,39.333333333333336,40.466721581511344,94,21,1,0,0,2,0,0,0,0,11.8,28.08843178249722,21,0,96,1,29.5,39.29694644625712
1037,28 jun 2021,37,11,15,1.0,15,37,0,10,27,0,12.333333333333336,11.145502331533658,24,10,1,2,0,0,0,0,0,0,3.7,7.3763134423640135,6,7,24,0,9.25,8.926785535678562
1038,29 jun 2021,77,23,30,1.2333333333333334,37,74,3,61,16,0,25.66666666666667,25.824191930995422,14,61,1,1,0,0,0,0,0,0,7.7,18.2375985261218,15,14,45,3,19.25,15.594470173750693
1039,30 jun 2021,97,37,47,1.1489361702127658,54,91,6,76,21,0,32.333333333333336,32.04510709747884,19,75,0,2,0,0,0,0,1,0,9.7,22.47242755022252,30,20,47,0,24.25,17.005513811702368
1040,1 jul 2021,80,33,38,1.0789473684210529,41,76,4,46,34,0,26.66666666666667,19.48218559493661,32,42,0,0,2,4,0,0,0,0,8.0,14.724129855444767,9,44,27,0,20.0,16.926310879810757
1041,2 jul 2021,30,8,15,1.0666666666666669,16,29,1,19,11,0,10.0,7.788880963698615,11,17,0,0,0,2,0,0,0,0,3.0,5.692099788303082,5,10,15,0,7.5,5.5901699437494745
1042,3 jul 2021,19,8,9,1.0,9,19,0,14,5,0,6.333333333333332,5.792715732327589,5,14,0,0,0,0,0,0,0,0,1.9,4.300000000000002,13,0,4,2,4.75,4.968651728587948
1043,4 jul 2021,10,7,9,1.0,9,3,7,7,3,0,3.333333333333333,2.867441755680876,2,7,0,0,1,0,0,0,0,0,1.0,2.0976176963403037,0,1,9,0,2.5,3.7749172176353754
1044,5 jul 2021,21,13,16,1.0625,17,15,6,5,16,0,7.0,6.683312551921141,10,5,0,0,6,0,0,0,0,0,2.1,3.419064199455751,11,3,7,0,5.25,4.14578098794425
1045,6 jul 2021,27,13,17,1.0588235294117647,18,18,9,10,17,0,9.0,6.97614984548545,9,7,0,4,4,3,0,0,0,0,2.7,3.1320919526731648,5,4,17,1,6.75,6.098155458825233
1046,7 jul 2021,81,37,46,1.1304347826086956,52,62,19,38,43,0,27.0,19.200694431886227,30,35,0,3,10,3,0,0,0,0,8.1,12.597221915962262,13,11,54,3,20.25,19.84155991851447
1047,8 jul 2021,38,17,23,1.0434782608695652,24,31,7,15,23,0,12.666666666666664,9.533566430716727,13,13,8,2,0,2,0,0,0,0,3.8,5.15363949069005,20,6,10,2,9.5,6.689544080129826
1048,9 jul 2021,15,10,11,1.0909090909090908,12,13,2,10,5,0,5.0,4.08248290463863,4,7,0,0,1,3,0,0,0,0,1.5,2.29128784747792,6,1,7,1,3.75,2.7726341266023544
1049,10 jul 2021,22,7,11,1.0,11,20,2,20,2,0,7.333333333333332,8.993825042154695,1,16,0,1,0,4,0,0,0,0,2.2,4.749736834815168,9,6,4,3,5.5,2.29128784747792
1050,11 jul 2021,6,2,5,1.0,5,4,2,4,2,0,2.0,1.6329931618554518,2,4,0,0,0,0,0,0,0,0,0.6,1.2806248474865696,1,1,2,2,1.5,0.5
1051,12 jul 2021,19,12,13,1.0,13,15,4,10,9,0,6.333333333333332,4.496912521077347,8,5,1,0,0,5,0,0,0,0,1.9,2.8089143810376282,1,5,13,0,4.75,5.11737237261468
1052,13 jul 2021,19,6,9,1.1111111111111112,10,14,5,0,19,0,6.333333333333332,8.956685895029603,19,0,0,0,0,0,0,0,0,0,1.9,5.700000000000001,11,5,3,0,4.75,4.02336923485777
1053,14 jul 2021,25,9,14,1.0,14,20,5,12,13,0,8.333333333333334,5.9066817155564495,12,9,1,0,0,3,0,0,0,0,2.5,4.153311931459037,10,4,11,0,6.25,4.493050188902857
1054,15 jul 2021,10,7,8,1.125,9,6,4,7,3,0,3.333333333333333,2.867441755680876,3,6,0,0,0,1,0,0,0,0,1.0,1.8973665961010275,2,2,5,1,2.5,1.5
1055,16 jul 2021,20,6,8,1.0,8,19,1,15,5,0,6.666666666666668,6.236095644623235,5,15,0,0,0,0,0,0,0,0,2.0,4.58257569495584,5,6,9,0,5.0,3.2403703492039297
1056,17 jul 2021,10,4,6,1.0,6,10,0,3,7,0,3.333333333333333,2.867441755680876,7,2,0,0,0,1,0,0,0,0,1.0,2.0976176963403037,7,1,2,0,2.5,2.6925824035672523
1057,18 jul 2021,4,2,4,1.0,4,3,1,1,3,0,1.3333333333333333,1.247219128924647,3,1,0,0,0,0,0,0,0,0,0.4,0.916515138991168,3,0,1,0,1.0,1.224744871391589
1058,19 jul 2021,18,5,6,1.3333333333333333,8,11,7,11,7,0,6.0,4.546060565661952,1,11,0,6,0,0,0,0,0,0,1.8,3.544009029333869,4,0,14,0,4.5,5.722761571129799
1059,20 jul 2021,7,5,7,1.0,7,5,2,2,5,0,2.333333333333333,2.0548046676563256,3,2,1,1,0,0,0,0,0,0,0.7,1.0049875621120892,1,0,6,0,1.75,2.48746859276655
1060,21 jul 2021,11,4,6,1.0,6,6,5,3,8,0,3.6666666666666665,3.2998316455372216,7,3,0,0,1,0,0,0,0,0,1.1,2.1656407827707715,3,4,4,0,2.75,1.6393596310754999
1061,22 jul 2021,2,1,2,1.0,2,2,0,2,0,0,0.6666666666666666,0.9428090415820634,0,2,0,0,0,0,0,0,0,0,0.2,0.6000000000000001,1,0,1,0,0.5,0.5
1062,23 jul 2021,2,1,2,1.0,2,2,0,2,0,0,0.6666666666666666,0.9428090415820634,0,2,0,0,0,0,0,0,0,0,0.2,0.6000000000000001,0,0,2,0,0.5,0.8660254037844386
1063,24 jul 2021,4,3,4,1.0,4,3,1,1,3,0,1.3333333333333333,1.247219128924647,3,1,0,0,0,0,0,0,0,0,0.4,0.916515138991168,1,0,3,0,1.0,1.224744871391589
1064,25 jul 2021,11,5,7,1.1428571428571428,8,9,2,5,6,0,3.6666666666666665,2.6246692913372702,4,5,0,2,0,0,0,0,0,0,1.1,1.8138357147217052,8,0,1,2,2.75,3.112474899497183
1065,26 jul 2021,17,13,17,1.0,17,7,10,4,13,0,5.666666666666668,5.436502143433364,3,4,0,0,10,0,0,0,0,0,1.7,3.1,4,1,12,0,4.25,4.710360920354193
1066,27 jul 2021,32,5,7,1.1428571428571428,8,32,0,29,3,0,10.666666666666666,13.021349989749739,3,29,0,0,0,0,0,0,0,0,3.2,8.646386528486914,1,2,29,0,8.0,12.14495780149112
1067,28 jul 2021,18,5,8,1.375,11,14,4,6,12,0,6.0,4.898979485566356,10,6,1,1,0,0,0,0,0,0,1.8,3.249615361854384,5,2,10,1,4.5,3.5
1068,29 jul 2021,36,26,27,1.0740740740740742,29,16,20,5,31,0,12.0,13.589211407093005,11,5,0,0,20,0,0,0,0,0,3.6,6.452906321960671,7,0,29,0,9.0,11.895377253370318
1069,30 jul 2021,11,3,7,1.1428571428571428,8,11,0,6,5,0,3.6666666666666665,2.6246692913372702,5,6,0,0,0,0,0,0,0,0,1.1,2.2113344387495983,3,4,4,0,2.75,1.6393596310754999
1070,31 jul 2021,16,7,7,1.2857142857142858,9,16,0,6,10,0,5.333333333333333,4.109609335312651,10,6,0,0,0,0,0,0,0,0,1.6,3.3226495451672298,8,2,5,1,4.0,2.7386127875258306
1071,1 ago 2021,3,2,2,1.5,3,3,0,1,2,0,1.0,0.8164965809277259,2,1,0,0,0,0,0,0,0,0,0.3,0.6403124237432848,2,0,1,0,0.75,0.82915619758885
1072,2 ago 2021,21,4,5,2.4,12,21,0,20,1,0,7.0,9.201449161228174,1,20,0,0,0,0,0,0,0,0,2.1,5.97411081249754,17,0,4,0,5.25,6.9776428684764324
1073,3 ago 2021,8,5,6,1.0,6,3,5,1,7,0,2.6666666666666665,3.091206165165235,6,1,0,0,1,0,0,0,0,0,0.8,1.7776388834631178,1,1,5,1,2.0,1.7320508075688772
1074,4 ago 2021,35,15,21,1.0,21,35,0,25,10,0,11.666666666666664,10.274023338281626,9,25,0,1,0,0,0,0,0,0,3.5,7.64525996941896,4,8,23,0,8.75,8.699856320652657
1075,5 ago 2021,67,22,27,1.037037037037037,28,66,1,47,20,0,22.33333333333333,19.25847576753905,19,47,1,0,0,0,0,0,0,0,6.7,14.567429423202984,9,24,34,0,16.75,13.141061600951426
1076,6 ago 2021,168,20,24,1.0416666666666667,25,156,12,5,163,0,56.0,75.6879558890757,153,5,0,0,10,0,0,0,0,0,16.8,45.50999890134037,6,1,161,0,42.0,68.74227229296396
1077,7 ago 2021,5,4,5,1.0,5,5,0,0,5,0,1.6666666666666667,2.3570226039551585,5,0,0,0,0,0,0,0,0,0,0.5,1.5,1,0,3,1,1.25,1.0897247358851685
1078,8 ago 2021,18,4,7,1.1428571428571428,8,18,0,18,0,0,6.0,8.48528137423857,0,18,0,0,0,0,0,0,0,0,1.8,5.4,6,0,12,0,4.5,4.9749371855331
1079,9 ago 2021,44,16,22,1.1363636363636365,25,44,0,22,22,0,14.666666666666664,10.370899457402695,21,22,0,1,0,0,0,0,0,0,4.4,8.558037158133871,13,7,24,0,11.0,8.803408430829506
1080,10 ago 2021,212,14,17,1.0588235294117647,18,208,4,20,192,0,70.66666666666667,86.18326725969233,192,14,0,0,0,6,0,0,0,0,21.2,57.09781081617753,2,16,194,0,53.0,81.63945124754329
1081,11 ago 2021,46,13,23,1.1304347826086956,26,46,0,27,19,0,15.333333333333336,11.323525167642016,15,27,0,4,0,0,0,0,0,0,4.6,8.708616422830895,16,6,24,0,11.5,9.205976319760984
1082,12 ago 2021,41,20,23,1.0869565217391304,25,41,0,32,8,1,13.666666666666664,13.27487183449325,8,31,0,0,0,2,0,0,0,0,4.1,9.278469701410897,9,9,23,0,10.25,8.227241335952167
1083,13 ago 2021,67,26,30,1.0333333333333334,31,51,16,17,50,0,22.33333333333333,20.75786330258702,39,15,1,0,10,2,0,0,0,0,6.7,11.841030360572514,38,5,24,0,16.75,15.188400179084034
